#  T(SEC)      TMP(K)       H2         H          O2         O          OH             HO2        H2O2       H2O        N          N2             NO        
 0.17190E-03 0.24717E+04 0.19969E-02 0.12276E-02 0.67027E+00 0.12762E-01 0.31401E-01 0.56349E-04 0.17209E-05 0.25495E+00 0.23606E-08 0.27325E-01 0.97340E-05
 0.17200E-03 0.24717E+04 0.19964E-02 0.12272E-02 0.67027E+00 0.12759E-01 0.31398E-01 0.56342E-04 0.17203E-05 0.25496E+00 0.23606E-08 0.27325E-01 0.97435E-05
 0.17210E-03 0.24717E+04 0.19959E-02 0.12267E-02 0.67027E+00 0.12756E-01 0.31395E-01 0.56336E-04 0.17197E-05 0.25496E+00 0.23607E-08 0.27325E-01 0.97531E-05
 0.17220E-03 0.24718E+04 0.19954E-02 0.12262E-02 0.67028E+00 0.12753E-01 0.31392E-01 0.56330E-04 0.17191E-05 0.25496E+00 0.23607E-08 0.27325E-01 0.97627E-05
 0.17230E-03 0.24718E+04 0.19949E-02 0.12257E-02 0.67028E+00 0.12749E-01 0.31389E-01 0.56323E-04 0.17185E-05 0.25497E+00 0.23607E-08 0.27325E-01 0.97722E-05
 0.17240E-03 0.24719E+04 0.19944E-02 0.12252E-02 0.67029E+00 0.12746E-01 0.31386E-01 0.56317E-04 0.17179E-05 0.25497E+00 0.23608E-08 0.27325E-01 0.97818E-05
 0.17250E-03 0.24719E+04 0.19939E-02 0.12247E-02 0.67029E+00 0.12743E-01 0.31383E-01 0.56310E-04 0.17173E-05 0.25497E+00 0.23608E-08 0.27325E-01 0.97914E-05
 0.17260E-03 0.24719E+04 0.19934E-02 0.12242E-02 0.67029E+00 0.12740E-01 0.31381E-01 0.56304E-04 0.17168E-05 0.25498E+00 0.23608E-08 0.27325E-01 0.98009E-05
 0.17270E-03 0.24720E+04 0.19929E-02 0.12238E-02 0.67030E+00 0.12737E-01 0.31378E-01 0.56298E-04 0.17162E-05 0.25498E+00 0.23608E-08 0.27325E-01 0.98105E-05
 0.17280E-03 0.24720E+04 0.19925E-02 0.12233E-02 0.67030E+00 0.12734E-01 0.31375E-01 0.56291E-04 0.17156E-05 0.25498E+00 0.23609E-08 0.27325E-01 0.98201E-05
 0.17290E-03 0.24720E+04 0.19920E-02 0.12228E-02 0.67031E+00 0.12730E-01 0.31372E-01 0.56285E-04 0.17150E-05 0.25498E+00 0.23609E-08 0.27325E-01 0.98296E-05
 0.17300E-03 0.24721E+04 0.19915E-02 0.12223E-02 0.67031E+00 0.12727E-01 0.31369E-01 0.56279E-04 0.17145E-05 0.25499E+00 0.23609E-08 0.27326E-01 0.98392E-05
 0.17310E-03 0.24721E+04 0.19910E-02 0.12219E-02 0.67031E+00 0.12724E-01 0.31366E-01 0.56273E-04 0.17139E-05 0.25499E+00 0.23609E-08 0.27326E-01 0.98488E-05
 0.17320E-03 0.24722E+04 0.19905E-02 0.12214E-02 0.67032E+00 0.12721E-01 0.31363E-01 0.56266E-04 0.17133E-05 0.25499E+00 0.23610E-08 0.27326E-01 0.98583E-05
 0.17330E-03 0.24722E+04 0.19900E-02 0.12209E-02 0.67032E+00 0.12718E-01 0.31360E-01 0.56260E-04 0.17127E-05 0.25500E+00 0.23610E-08 0.27326E-01 0.98679E-05
 0.17340E-03 0.24722E+04 0.19896E-02 0.12204E-02 0.67032E+00 0.12715E-01 0.31357E-01 0.56254E-04 0.17122E-05 0.25500E+00 0.23610E-08 0.27326E-01 0.98775E-05
 0.17350E-03 0.24723E+04 0.19891E-02 0.12200E-02 0.67033E+00 0.12712E-01 0.31355E-01 0.56248E-04 0.17116E-05 0.25500E+00 0.23610E-08 0.27326E-01 0.98870E-05
 0.17360E-03 0.24723E+04 0.19886E-02 0.12195E-02 0.67033E+00 0.12709E-01 0.31352E-01 0.56241E-04 0.17110E-05 0.25501E+00 0.23611E-08 0.27326E-01 0.98966E-05
 0.17370E-03 0.24723E+04 0.19881E-02 0.12190E-02 0.67034E+00 0.12705E-01 0.31349E-01 0.56235E-04 0.17105E-05 0.25501E+00 0.23611E-08 0.27326E-01 0.99062E-05
 0.17380E-03 0.24724E+04 0.19877E-02 0.12186E-02 0.67034E+00 0.12702E-01 0.31346E-01 0.56229E-04 0.17099E-05 0.25501E+00 0.23611E-08 0.27326E-01 0.99157E-05
 0.17390E-03 0.24724E+04 0.19872E-02 0.12181E-02 0.67034E+00 0.12699E-01 0.31343E-01 0.56223E-04 0.17093E-05 0.25501E+00 0.23611E-08 0.27326E-01 0.99253E-05
 0.17400E-03 0.24724E+04 0.19867E-02 0.12176E-02 0.67035E+00 0.12696E-01 0.31340E-01 0.56217E-04 0.17088E-05 0.25502E+00 0.23612E-08 0.27326E-01 0.99349E-05
 0.17410E-03 0.24725E+04 0.19862E-02 0.12172E-02 0.67035E+00 0.12693E-01 0.31337E-01 0.56211E-04 0.17082E-05 0.25502E+00 0.23612E-08 0.27326E-01 0.99444E-05
 0.17420E-03 0.24725E+04 0.19858E-02 0.12167E-02 0.67036E+00 0.12690E-01 0.31335E-01 0.56204E-04 0.17077E-05 0.25502E+00 0.23612E-08 0.27326E-01 0.99540E-05
 0.17430E-03 0.24726E+04 0.19853E-02 0.12163E-02 0.67036E+00 0.12687E-01 0.31332E-01 0.56198E-04 0.17071E-05 0.25503E+00 0.23612E-08 0.27327E-01 0.99635E-05
 0.17440E-03 0.24726E+04 0.19848E-02 0.12158E-02 0.67036E+00 0.12684E-01 0.31329E-01 0.56192E-04 0.17065E-05 0.25503E+00 0.23613E-08 0.27327E-01 0.99731E-05
 0.17450E-03 0.24726E+04 0.19844E-02 0.12153E-02 0.67037E+00 0.12681E-01 0.31326E-01 0.56186E-04 0.17060E-05 0.25503E+00 0.23613E-08 0.27327E-01 0.99827E-05
 0.17460E-03 0.24727E+04 0.19839E-02 0.12149E-02 0.67037E+00 0.12678E-01 0.31323E-01 0.56180E-04 0.17054E-05 0.25503E+00 0.23613E-08 0.27327E-01 0.99922E-05
 0.17470E-03 0.24727E+04 0.19834E-02 0.12144E-02 0.67037E+00 0.12675E-01 0.31321E-01 0.56174E-04 0.17049E-05 0.25504E+00 0.23613E-08 0.27327E-01 0.10002E-04
 0.17480E-03 0.24727E+04 0.19830E-02 0.12140E-02 0.67038E+00 0.12672E-01 0.31318E-01 0.56168E-04 0.17043E-05 0.25504E+00 0.23614E-08 0.27327E-01 0.10011E-04
 0.17490E-03 0.24728E+04 0.19825E-02 0.12135E-02 0.67038E+00 0.12669E-01 0.31315E-01 0.56162E-04 0.17038E-05 0.25504E+00 0.23614E-08 0.27327E-01 0.10021E-04
 0.17500E-03 0.24728E+04 0.19820E-02 0.12131E-02 0.67039E+00 0.12666E-01 0.31312E-01 0.56156E-04 0.17032E-05 0.25505E+00 0.23614E-08 0.27327E-01 0.10030E-04
 0.17510E-03 0.24728E+04 0.19816E-02 0.12126E-02 0.67039E+00 0.12663E-01 0.31309E-01 0.56150E-04 0.17027E-05 0.25505E+00 0.23614E-08 0.27327E-01 0.10040E-04
 0.17520E-03 0.24729E+04 0.19811E-02 0.12122E-02 0.67039E+00 0.12660E-01 0.31307E-01 0.56144E-04 0.17021E-05 0.25505E+00 0.23615E-08 0.27327E-01 0.10050E-04
 0.17530E-03 0.24729E+04 0.19807E-02 0.12117E-02 0.67040E+00 0.12657E-01 0.31304E-01 0.56138E-04 0.17016E-05 0.25505E+00 0.23615E-08 0.27327E-01 0.10059E-04
 0.17540E-03 0.24730E+04 0.19802E-02 0.12113E-02 0.67040E+00 0.12654E-01 0.31301E-01 0.56132E-04 0.17011E-05 0.25506E+00 0.23615E-08 0.27327E-01 0.10069E-04
 0.17550E-03 0.24730E+04 0.19797E-02 0.12108E-02 0.67040E+00 0.12651E-01 0.31298E-01 0.56126E-04 0.17005E-05 0.25506E+00 0.23615E-08 0.27327E-01 0.10078E-04
 0.17560E-03 0.24730E+04 0.19793E-02 0.12104E-02 0.67041E+00 0.12648E-01 0.31296E-01 0.56120E-04 0.17000E-05 0.25506E+00 0.23616E-08 0.27327E-01 0.10088E-04
 0.17570E-03 0.24731E+04 0.19788E-02 0.12099E-02 0.67041E+00 0.12645E-01 0.31293E-01 0.56114E-04 0.16994E-05 0.25507E+00 0.23616E-08 0.27328E-01 0.10097E-04
 0.17580E-03 0.24731E+04 0.19784E-02 0.12095E-02 0.67042E+00 0.12642E-01 0.31290E-01 0.56109E-04 0.16989E-05 0.25507E+00 0.23616E-08 0.27328E-01 0.10107E-04
 0.17590E-03 0.24731E+04 0.19779E-02 0.12090E-02 0.67042E+00 0.12639E-01 0.31287E-01 0.56103E-04 0.16984E-05 0.25507E+00 0.23616E-08 0.27328E-01 0.10117E-04
 0.17600E-03 0.24732E+04 0.19775E-02 0.12086E-02 0.67042E+00 0.12636E-01 0.31285E-01 0.56097E-04 0.16978E-05 0.25507E+00 0.23616E-08 0.27328E-01 0.10126E-04
 0.17610E-03 0.24732E+04 0.19770E-02 0.12081E-02 0.67043E+00 0.12633E-01 0.31282E-01 0.56091E-04 0.16973E-05 0.25508E+00 0.23617E-08 0.27328E-01 0.10136E-04
 0.17620E-03 0.24732E+04 0.19766E-02 0.12077E-02 0.67043E+00 0.12630E-01 0.31279E-01 0.56085E-04 0.16968E-05 0.25508E+00 0.23617E-08 0.27328E-01 0.10145E-04
 0.17630E-03 0.24733E+04 0.19761E-02 0.12073E-02 0.67043E+00 0.12627E-01 0.31277E-01 0.56079E-04 0.16962E-05 0.25508E+00 0.23617E-08 0.27328E-01 0.10155E-04
 0.17640E-03 0.24733E+04 0.19757E-02 0.12068E-02 0.67044E+00 0.12625E-01 0.31274E-01 0.56074E-04 0.16957E-05 0.25509E+00 0.23617E-08 0.27328E-01 0.10164E-04
 0.17650E-03 0.24733E+04 0.19752E-02 0.12064E-02 0.67044E+00 0.12622E-01 0.31271E-01 0.56068E-04 0.16952E-05 0.25509E+00 0.23618E-08 0.27328E-01 0.10174E-04
 0.17660E-03 0.24734E+04 0.19748E-02 0.12059E-02 0.67045E+00 0.12619E-01 0.31268E-01 0.56062E-04 0.16947E-05 0.25509E+00 0.23618E-08 0.27328E-01 0.10183E-04
 0.17670E-03 0.24734E+04 0.19743E-02 0.12055E-02 0.67045E+00 0.12616E-01 0.31266E-01 0.56056E-04 0.16941E-05 0.25509E+00 0.23618E-08 0.27328E-01 0.10193E-04
 0.17680E-03 0.24734E+04 0.19739E-02 0.12051E-02 0.67045E+00 0.12613E-01 0.31263E-01 0.56050E-04 0.16936E-05 0.25510E+00 0.23618E-08 0.27328E-01 0.10203E-04
 0.17690E-03 0.24735E+04 0.19735E-02 0.12046E-02 0.67046E+00 0.12610E-01 0.31260E-01 0.56045E-04 0.16931E-05 0.25510E+00 0.23619E-08 0.27328E-01 0.10212E-04
 0.17700E-03 0.24735E+04 0.19730E-02 0.12042E-02 0.67046E+00 0.12607E-01 0.31258E-01 0.56039E-04 0.16926E-05 0.25510E+00 0.23619E-08 0.27328E-01 0.10222E-04
 0.17710E-03 0.24735E+04 0.19726E-02 0.12038E-02 0.67046E+00 0.12604E-01 0.31255E-01 0.56033E-04 0.16920E-05 0.25510E+00 0.23619E-08 0.27328E-01 0.10231E-04
 0.17720E-03 0.24736E+04 0.19721E-02 0.12034E-02 0.67047E+00 0.12601E-01 0.31252E-01 0.56028E-04 0.16915E-05 0.25511E+00 0.23619E-08 0.27329E-01 0.10241E-04
 0.17730E-03 0.24736E+04 0.19717E-02 0.12029E-02 0.67047E+00 0.12599E-01 0.31250E-01 0.56022E-04 0.16910E-05 0.25511E+00 0.23620E-08 0.27329E-01 0.10250E-04
 0.17740E-03 0.24736E+04 0.19713E-02 0.12025E-02 0.67047E+00 0.12596E-01 0.31247E-01 0.56016E-04 0.16905E-05 0.25511E+00 0.23620E-08 0.27329E-01 0.10260E-04
 0.17750E-03 0.24737E+04 0.19708E-02 0.12021E-02 0.67048E+00 0.12593E-01 0.31245E-01 0.56011E-04 0.16900E-05 0.25512E+00 0.23620E-08 0.27329E-01 0.10269E-04
 0.17760E-03 0.24737E+04 0.19704E-02 0.12016E-02 0.67048E+00 0.12590E-01 0.31242E-01 0.56005E-04 0.16895E-05 0.25512E+00 0.23620E-08 0.27329E-01 0.10279E-04
 0.17770E-03 0.24737E+04 0.19699E-02 0.12012E-02 0.67048E+00 0.12587E-01 0.31239E-01 0.55999E-04 0.16889E-05 0.25512E+00 0.23620E-08 0.27329E-01 0.10289E-04
 0.17780E-03 0.24738E+04 0.19695E-02 0.12008E-02 0.67049E+00 0.12584E-01 0.31237E-01 0.55994E-04 0.16884E-05 0.25512E+00 0.23621E-08 0.27329E-01 0.10298E-04
 0.17790E-03 0.24738E+04 0.19691E-02 0.12004E-02 0.67049E+00 0.12582E-01 0.31234E-01 0.55988E-04 0.16879E-05 0.25513E+00 0.23621E-08 0.27329E-01 0.10308E-04
 0.17800E-03 0.24738E+04 0.19686E-02 0.11999E-02 0.67050E+00 0.12579E-01 0.31231E-01 0.55983E-04 0.16874E-05 0.25513E+00 0.23621E-08 0.27329E-01 0.10317E-04
 0.17810E-03 0.24739E+04 0.19682E-02 0.11995E-02 0.67050E+00 0.12576E-01 0.31229E-01 0.55977E-04 0.16869E-05 0.25513E+00 0.23621E-08 0.27329E-01 0.10327E-04
 0.17820E-03 0.24739E+04 0.19678E-02 0.11991E-02 0.67050E+00 0.12573E-01 0.31226E-01 0.55971E-04 0.16864E-05 0.25513E+00 0.23622E-08 0.27329E-01 0.10336E-04
 0.17830E-03 0.24739E+04 0.19674E-02 0.11987E-02 0.67051E+00 0.12570E-01 0.31224E-01 0.55966E-04 0.16859E-05 0.25514E+00 0.23622E-08 0.27329E-01 0.10346E-04
 0.17840E-03 0.24740E+04 0.19669E-02 0.11983E-02 0.67051E+00 0.12568E-01 0.31221E-01 0.55960E-04 0.16854E-05 0.25514E+00 0.23622E-08 0.27329E-01 0.10355E-04
 0.17850E-03 0.24740E+04 0.19665E-02 0.11979E-02 0.67051E+00 0.12565E-01 0.31218E-01 0.55955E-04 0.16849E-05 0.25514E+00 0.23622E-08 0.27329E-01 0.10365E-04
 0.17860E-03 0.24740E+04 0.19661E-02 0.11974E-02 0.67052E+00 0.12562E-01 0.31216E-01 0.55949E-04 0.16844E-05 0.25514E+00 0.23623E-08 0.27329E-01 0.10374E-04
 0.17870E-03 0.24741E+04 0.19657E-02 0.11970E-02 0.67052E+00 0.12559E-01 0.31213E-01 0.55944E-04 0.16839E-05 0.25515E+00 0.23623E-08 0.27330E-01 0.10384E-04
 0.17880E-03 0.24741E+04 0.19652E-02 0.11966E-02 0.67052E+00 0.12557E-01 0.31211E-01 0.55938E-04 0.16834E-05 0.25515E+00 0.23623E-08 0.27330E-01 0.10394E-04
 0.17890E-03 0.24741E+04 0.19648E-02 0.11962E-02 0.67053E+00 0.12554E-01 0.31208E-01 0.55933E-04 0.16829E-05 0.25515E+00 0.23623E-08 0.27330E-01 0.10403E-04
 0.17900E-03 0.24742E+04 0.19644E-02 0.11958E-02 0.67053E+00 0.12551E-01 0.31206E-01 0.55927E-04 0.16824E-05 0.25515E+00 0.23623E-08 0.27330E-01 0.10413E-04
 0.17910E-03 0.24742E+04 0.19640E-02 0.11954E-02 0.67053E+00 0.12548E-01 0.31203E-01 0.55922E-04 0.16819E-05 0.25516E+00 0.23624E-08 0.27330E-01 0.10422E-04
 0.17920E-03 0.24742E+04 0.19635E-02 0.11950E-02 0.67054E+00 0.12546E-01 0.31200E-01 0.55917E-04 0.16814E-05 0.25516E+00 0.23624E-08 0.27330E-01 0.10432E-04
 0.17930E-03 0.24743E+04 0.19631E-02 0.11946E-02 0.67054E+00 0.12543E-01 0.31198E-01 0.55911E-04 0.16809E-05 0.25516E+00 0.23624E-08 0.27330E-01 0.10441E-04
 0.17940E-03 0.24743E+04 0.19627E-02 0.11942E-02 0.67054E+00 0.12540E-01 0.31195E-01 0.55906E-04 0.16804E-05 0.25517E+00 0.23624E-08 0.27330E-01 0.10451E-04
 0.17950E-03 0.24743E+04 0.19623E-02 0.11937E-02 0.67055E+00 0.12538E-01 0.31193E-01 0.55900E-04 0.16799E-05 0.25517E+00 0.23625E-08 0.27330E-01 0.10460E-04
 0.17960E-03 0.24744E+04 0.19619E-02 0.11933E-02 0.67055E+00 0.12535E-01 0.31190E-01 0.55895E-04 0.16794E-05 0.25517E+00 0.23625E-08 0.27330E-01 0.10470E-04
 0.17970E-03 0.24744E+04 0.19615E-02 0.11929E-02 0.67055E+00 0.12532E-01 0.31188E-01 0.55890E-04 0.16789E-05 0.25517E+00 0.23625E-08 0.27330E-01 0.10480E-04
 0.17980E-03 0.24744E+04 0.19610E-02 0.11925E-02 0.67056E+00 0.12529E-01 0.31185E-01 0.55884E-04 0.16784E-05 0.25518E+00 0.23625E-08 0.27330E-01 0.10489E-04
 0.17990E-03 0.24745E+04 0.19606E-02 0.11921E-02 0.67056E+00 0.12527E-01 0.31183E-01 0.55879E-04 0.16780E-05 0.25518E+00 0.23625E-08 0.27330E-01 0.10499E-04
 0.18000E-03 0.24745E+04 0.19602E-02 0.11917E-02 0.67056E+00 0.12524E-01 0.31180E-01 0.55874E-04 0.16775E-05 0.25518E+00 0.23626E-08 0.27330E-01 0.10508E-04
 0.18010E-03 0.24745E+04 0.19598E-02 0.11913E-02 0.67057E+00 0.12521E-01 0.31178E-01 0.55868E-04 0.16770E-05 0.25518E+00 0.23626E-08 0.27330E-01 0.10518E-04
 0.18020E-03 0.24746E+04 0.19594E-02 0.11909E-02 0.67057E+00 0.12519E-01 0.31175E-01 0.55863E-04 0.16765E-05 0.25519E+00 0.23626E-08 0.27331E-01 0.10527E-04
 0.18030E-03 0.24746E+04 0.19590E-02 0.11905E-02 0.67057E+00 0.12516E-01 0.31173E-01 0.55858E-04 0.16760E-05 0.25519E+00 0.23626E-08 0.27331E-01 0.10537E-04
 0.18040E-03 0.24746E+04 0.19586E-02 0.11901E-02 0.67058E+00 0.12513E-01 0.31170E-01 0.55852E-04 0.16755E-05 0.25519E+00 0.23627E-08 0.27331E-01 0.10546E-04
 0.18050E-03 0.24747E+04 0.19582E-02 0.11897E-02 0.67058E+00 0.12511E-01 0.31168E-01 0.55847E-04 0.16751E-05 0.25519E+00 0.23627E-08 0.27331E-01 0.10556E-04
 0.18060E-03 0.24747E+04 0.19578E-02 0.11893E-02 0.67058E+00 0.12508E-01 0.31165E-01 0.55842E-04 0.16746E-05 0.25520E+00 0.23627E-08 0.27331E-01 0.10565E-04
 0.18070E-03 0.24747E+04 0.19573E-02 0.11889E-02 0.67059E+00 0.12505E-01 0.31163E-01 0.55837E-04 0.16741E-05 0.25520E+00 0.23627E-08 0.27331E-01 0.10575E-04
 0.18080E-03 0.24748E+04 0.19569E-02 0.11885E-02 0.67059E+00 0.12503E-01 0.31160E-01 0.55831E-04 0.16736E-05 0.25520E+00 0.23628E-08 0.27331E-01 0.10585E-04
 0.18090E-03 0.24748E+04 0.19565E-02 0.11881E-02 0.67059E+00 0.12500E-01 0.31158E-01 0.55826E-04 0.16732E-05 0.25520E+00 0.23628E-08 0.27331E-01 0.10594E-04
 0.18100E-03 0.24748E+04 0.19561E-02 0.11878E-02 0.67060E+00 0.12498E-01 0.31155E-01 0.55821E-04 0.16727E-05 0.25521E+00 0.23628E-08 0.27331E-01 0.10604E-04
 0.18110E-03 0.24749E+04 0.19557E-02 0.11874E-02 0.67060E+00 0.12495E-01 0.31153E-01 0.55816E-04 0.16722E-05 0.25521E+00 0.23628E-08 0.27331E-01 0.10613E-04
 0.18120E-03 0.24749E+04 0.19553E-02 0.11870E-02 0.67060E+00 0.12492E-01 0.31151E-01 0.55811E-04 0.16717E-05 0.25521E+00 0.23628E-08 0.27331E-01 0.10623E-04
 0.18130E-03 0.24749E+04 0.19549E-02 0.11866E-02 0.67061E+00 0.12490E-01 0.31148E-01 0.55806E-04 0.16713E-05 0.25521E+00 0.23629E-08 0.27331E-01 0.10632E-04
 0.18140E-03 0.24749E+04 0.19545E-02 0.11862E-02 0.67061E+00 0.12487E-01 0.31146E-01 0.55800E-04 0.16708E-05 0.25522E+00 0.23629E-08 0.27331E-01 0.10642E-04
 0.18150E-03 0.24750E+04 0.19541E-02 0.11858E-02 0.67061E+00 0.12485E-01 0.31143E-01 0.55795E-04 0.16703E-05 0.25522E+00 0.23629E-08 0.27331E-01 0.10651E-04
 0.18160E-03 0.24750E+04 0.19537E-02 0.11854E-02 0.67062E+00 0.12482E-01 0.31141E-01 0.55790E-04 0.16699E-05 0.25522E+00 0.23629E-08 0.27331E-01 0.10661E-04
 0.18170E-03 0.24750E+04 0.19533E-02 0.11850E-02 0.67062E+00 0.12479E-01 0.31138E-01 0.55785E-04 0.16694E-05 0.25522E+00 0.23629E-08 0.27331E-01 0.10670E-04
 0.18180E-03 0.24751E+04 0.19529E-02 0.11847E-02 0.67062E+00 0.12477E-01 0.31136E-01 0.55780E-04 0.16689E-05 0.25523E+00 0.23630E-08 0.27332E-01 0.10680E-04
 0.18190E-03 0.24751E+04 0.19525E-02 0.11843E-02 0.67063E+00 0.12474E-01 0.31134E-01 0.55775E-04 0.16685E-05 0.25523E+00 0.23630E-08 0.27332E-01 0.10690E-04
 0.18200E-03 0.24751E+04 0.19521E-02 0.11839E-02 0.67063E+00 0.12472E-01 0.31131E-01 0.55770E-04 0.16680E-05 0.25523E+00 0.23630E-08 0.27332E-01 0.10699E-04
 0.18210E-03 0.24752E+04 0.19518E-02 0.11835E-02 0.67063E+00 0.12469E-01 0.31129E-01 0.55765E-04 0.16675E-05 0.25523E+00 0.23630E-08 0.27332E-01 0.10709E-04
 0.18220E-03 0.24752E+04 0.19514E-02 0.11831E-02 0.67064E+00 0.12467E-01 0.31126E-01 0.55760E-04 0.16671E-05 0.25524E+00 0.23631E-08 0.27332E-01 0.10718E-04
 0.18230E-03 0.24752E+04 0.19510E-02 0.11827E-02 0.67064E+00 0.12464E-01 0.31124E-01 0.55755E-04 0.16666E-05 0.25524E+00 0.23631E-08 0.27332E-01 0.10728E-04
 0.18240E-03 0.24753E+04 0.19506E-02 0.11824E-02 0.67064E+00 0.12461E-01 0.31122E-01 0.55750E-04 0.16662E-05 0.25524E+00 0.23631E-08 0.27332E-01 0.10737E-04
 0.18250E-03 0.24753E+04 0.19502E-02 0.11820E-02 0.67065E+00 0.12459E-01 0.31119E-01 0.55745E-04 0.16657E-05 0.25524E+00 0.23631E-08 0.27332E-01 0.10747E-04
 0.18260E-03 0.24753E+04 0.19498E-02 0.11816E-02 0.67065E+00 0.12456E-01 0.31117E-01 0.55740E-04 0.16652E-05 0.25525E+00 0.23631E-08 0.27332E-01 0.10756E-04
 0.18270E-03 0.24753E+04 0.19494E-02 0.11812E-02 0.67065E+00 0.12454E-01 0.31114E-01 0.55735E-04 0.16648E-05 0.25525E+00 0.23632E-08 0.27332E-01 0.10766E-04
 0.18280E-03 0.24754E+04 0.19490E-02 0.11809E-02 0.67066E+00 0.12451E-01 0.31112E-01 0.55730E-04 0.16643E-05 0.25525E+00 0.23632E-08 0.27332E-01 0.10775E-04
 0.18290E-03 0.24754E+04 0.19486E-02 0.11805E-02 0.67066E+00 0.12449E-01 0.31110E-01 0.55725E-04 0.16639E-05 0.25525E+00 0.23632E-08 0.27332E-01 0.10785E-04
 0.18300E-03 0.24754E+04 0.19482E-02 0.11801E-02 0.67066E+00 0.12446E-01 0.31107E-01 0.55720E-04 0.16634E-05 0.25526E+00 0.23632E-08 0.27332E-01 0.10794E-04
 0.18310E-03 0.24755E+04 0.19479E-02 0.11797E-02 0.67067E+00 0.12444E-01 0.31105E-01 0.55715E-04 0.16630E-05 0.25526E+00 0.23633E-08 0.27332E-01 0.10804E-04
 0.18320E-03 0.24755E+04 0.19475E-02 0.11794E-02 0.67067E+00 0.12441E-01 0.31103E-01 0.55710E-04 0.16625E-05 0.25526E+00 0.23633E-08 0.27332E-01 0.10814E-04
 0.18330E-03 0.24755E+04 0.19471E-02 0.11790E-02 0.67067E+00 0.12439E-01 0.31100E-01 0.55705E-04 0.16621E-05 0.25526E+00 0.23633E-08 0.27332E-01 0.10823E-04
 0.18340E-03 0.24756E+04 0.19467E-02 0.11786E-02 0.67068E+00 0.12436E-01 0.31098E-01 0.55700E-04 0.16616E-05 0.25526E+00 0.23633E-08 0.27332E-01 0.10833E-04
 0.18350E-03 0.24756E+04 0.19463E-02 0.11782E-02 0.67068E+00 0.12434E-01 0.31096E-01 0.55695E-04 0.16612E-05 0.25527E+00 0.23633E-08 0.27333E-01 0.10842E-04
 0.18360E-03 0.24756E+04 0.19460E-02 0.11779E-02 0.67068E+00 0.12431E-01 0.31093E-01 0.55690E-04 0.16607E-05 0.25527E+00 0.23634E-08 0.27333E-01 0.10852E-04
 0.18370E-03 0.24756E+04 0.19456E-02 0.11775E-02 0.67068E+00 0.12429E-01 0.31091E-01 0.55685E-04 0.16603E-05 0.25527E+00 0.23634E-08 0.27333E-01 0.10861E-04
 0.18380E-03 0.24757E+04 0.19452E-02 0.11771E-02 0.67069E+00 0.12426E-01 0.31089E-01 0.55680E-04 0.16599E-05 0.25527E+00 0.23634E-08 0.27333E-01 0.10871E-04
 0.18390E-03 0.24757E+04 0.19448E-02 0.11768E-02 0.67069E+00 0.12424E-01 0.31086E-01 0.55675E-04 0.16594E-05 0.25528E+00 0.23634E-08 0.27333E-01 0.10880E-04
 0.18400E-03 0.24757E+04 0.19444E-02 0.11764E-02 0.67069E+00 0.12422E-01 0.31084E-01 0.55671E-04 0.16590E-05 0.25528E+00 0.23634E-08 0.27333E-01 0.10890E-04
 0.18410E-03 0.24758E+04 0.19441E-02 0.11760E-02 0.67070E+00 0.12419E-01 0.31082E-01 0.55666E-04 0.16585E-05 0.25528E+00 0.23635E-08 0.27333E-01 0.10899E-04
 0.18420E-03 0.24758E+04 0.19437E-02 0.11757E-02 0.67070E+00 0.12417E-01 0.31079E-01 0.55661E-04 0.16581E-05 0.25528E+00 0.23635E-08 0.27333E-01 0.10909E-04
 0.18430E-03 0.24758E+04 0.19433E-02 0.11753E-02 0.67070E+00 0.12414E-01 0.31077E-01 0.55656E-04 0.16577E-05 0.25529E+00 0.23635E-08 0.27333E-01 0.10918E-04
 0.18440E-03 0.24758E+04 0.19429E-02 0.11750E-02 0.67071E+00 0.12412E-01 0.31075E-01 0.55651E-04 0.16572E-05 0.25529E+00 0.23635E-08 0.27333E-01 0.10928E-04
 0.18450E-03 0.24759E+04 0.19426E-02 0.11746E-02 0.67071E+00 0.12409E-01 0.31072E-01 0.55647E-04 0.16568E-05 0.25529E+00 0.23636E-08 0.27333E-01 0.10938E-04
 0.18460E-03 0.24759E+04 0.19422E-02 0.11742E-02 0.67071E+00 0.12407E-01 0.31070E-01 0.55642E-04 0.16563E-05 0.25529E+00 0.23636E-08 0.27333E-01 0.10947E-04
 0.18470E-03 0.24759E+04 0.19418E-02 0.11739E-02 0.67072E+00 0.12405E-01 0.31068E-01 0.55637E-04 0.16559E-05 0.25530E+00 0.23636E-08 0.27333E-01 0.10957E-04
 0.18480E-03 0.24760E+04 0.19414E-02 0.11735E-02 0.67072E+00 0.12402E-01 0.31066E-01 0.55632E-04 0.16555E-05 0.25530E+00 0.23636E-08 0.27333E-01 0.10966E-04
 0.18490E-03 0.24760E+04 0.19411E-02 0.11732E-02 0.67072E+00 0.12400E-01 0.31063E-01 0.55628E-04 0.16550E-05 0.25530E+00 0.23636E-08 0.27333E-01 0.10976E-04
 0.18500E-03 0.24760E+04 0.19407E-02 0.11728E-02 0.67072E+00 0.12397E-01 0.31061E-01 0.55623E-04 0.16546E-05 0.25530E+00 0.23637E-08 0.27333E-01 0.10985E-04
