#  T(SEC)      TMP(K)       H2         H          O2         O          OH             HO2        H2O2       H2O        N          N2             NO        
 0.10340E-03 0.24027E+04 0.29143E-02 0.22667E-02 0.66316E+00 0.18728E-01 0.35888E-01 0.69490E-04 0.29925E-05 0.24978E+00 0.21975E-08 0.27180E-01 0.31783E-05
 0.10350E-03 0.24029E+04 0.29112E-02 0.22628E-02 0.66319E+00 0.18708E-01 0.35876E-01 0.69443E-04 0.29876E-05 0.24980E+00 0.21984E-08 0.27180E-01 0.31875E-05
 0.10360E-03 0.24031E+04 0.29081E-02 0.22589E-02 0.66321E+00 0.18688E-01 0.35864E-01 0.69395E-04 0.29827E-05 0.24982E+00 0.21993E-08 0.27181E-01 0.31968E-05
 0.10370E-03 0.24034E+04 0.29051E-02 0.22549E-02 0.66323E+00 0.18668E-01 0.35852E-01 0.69348E-04 0.29778E-05 0.24983E+00 0.22002E-08 0.27181E-01 0.32061E-05
 0.10380E-03 0.24036E+04 0.29020E-02 0.22510E-02 0.66326E+00 0.18648E-01 0.35840E-01 0.69301E-04 0.29729E-05 0.24985E+00 0.22011E-08 0.27182E-01 0.32153E-05
 0.10390E-03 0.24038E+04 0.28990E-02 0.22472E-02 0.66328E+00 0.18628E-01 0.35827E-01 0.69255E-04 0.29680E-05 0.24986E+00 0.22020E-08 0.27182E-01 0.32246E-05
 0.10400E-03 0.24040E+04 0.28959E-02 0.22433E-02 0.66330E+00 0.18608E-01 0.35815E-01 0.69208E-04 0.29632E-05 0.24988E+00 0.22029E-08 0.27183E-01 0.32339E-05
 0.10410E-03 0.24043E+04 0.28929E-02 0.22394E-02 0.66332E+00 0.18588E-01 0.35803E-01 0.69162E-04 0.29584E-05 0.24989E+00 0.22038E-08 0.27183E-01 0.32431E-05
 0.10420E-03 0.24045E+04 0.28899E-02 0.22356E-02 0.66335E+00 0.18569E-01 0.35791E-01 0.69116E-04 0.29536E-05 0.24991E+00 0.22047E-08 0.27184E-01 0.32524E-05
 0.10430E-03 0.24047E+04 0.28869E-02 0.22318E-02 0.66337E+00 0.18549E-01 0.35779E-01 0.69070E-04 0.29488E-05 0.24993E+00 0.22056E-08 0.27184E-01 0.32617E-05
 0.10440E-03 0.24049E+04 0.28839E-02 0.22280E-02 0.66339E+00 0.18530E-01 0.35767E-01 0.69024E-04 0.29440E-05 0.24994E+00 0.22064E-08 0.27184E-01 0.32710E-05
 0.10450E-03 0.24051E+04 0.28809E-02 0.22242E-02 0.66341E+00 0.18510E-01 0.35755E-01 0.68978E-04 0.29393E-05 0.24996E+00 0.22073E-08 0.27185E-01 0.32803E-05
 0.10460E-03 0.24054E+04 0.28779E-02 0.22204E-02 0.66343E+00 0.18491E-01 0.35743E-01 0.68933E-04 0.29346E-05 0.24997E+00 0.22082E-08 0.27185E-01 0.32896E-05
 0.10470E-03 0.24056E+04 0.28749E-02 0.22167E-02 0.66346E+00 0.18472E-01 0.35731E-01 0.68888E-04 0.29299E-05 0.24999E+00 0.22090E-08 0.27186E-01 0.32989E-05
 0.10480E-03 0.24058E+04 0.28720E-02 0.22129E-02 0.66348E+00 0.18452E-01 0.35719E-01 0.68843E-04 0.29252E-05 0.25000E+00 0.22099E-08 0.27186E-01 0.33082E-05
 0.10490E-03 0.24060E+04 0.28690E-02 0.22092E-02 0.66350E+00 0.18433E-01 0.35707E-01 0.68798E-04 0.29206E-05 0.25002E+00 0.22108E-08 0.27187E-01 0.33175E-05
 0.10500E-03 0.24062E+04 0.28661E-02 0.22055E-02 0.66352E+00 0.18414E-01 0.35695E-01 0.68753E-04 0.29160E-05 0.25004E+00 0.22116E-08 0.27187E-01 0.33268E-05
 0.10510E-03 0.24064E+04 0.28632E-02 0.22018E-02 0.66354E+00 0.18395E-01 0.35683E-01 0.68708E-04 0.29113E-05 0.25005E+00 0.22124E-08 0.27188E-01 0.33361E-05
 0.10520E-03 0.24067E+04 0.28603E-02 0.21981E-02 0.66356E+00 0.18376E-01 0.35671E-01 0.68664E-04 0.29067E-05 0.25007E+00 0.22133E-08 0.27188E-01 0.33454E-05
 0.10530E-03 0.24069E+04 0.28574E-02 0.21944E-02 0.66359E+00 0.18357E-01 0.35660E-01 0.68619E-04 0.29022E-05 0.25008E+00 0.22141E-08 0.27189E-01 0.33547E-05
 0.10540E-03 0.24071E+04 0.28545E-02 0.21908E-02 0.66361E+00 0.18338E-01 0.35648E-01 0.68575E-04 0.28976E-05 0.25010E+00 0.22149E-08 0.27189E-01 0.33640E-05
 0.10550E-03 0.24073E+04 0.28516E-02 0.21871E-02 0.66363E+00 0.18320E-01 0.35636E-01 0.68531E-04 0.28931E-05 0.25011E+00 0.22158E-08 0.27190E-01 0.33733E-05
 0.10560E-03 0.24075E+04 0.28487E-02 0.21835E-02 0.66365E+00 0.18301E-01 0.35624E-01 0.68487E-04 0.28886E-05 0.25013E+00 0.22166E-08 0.27190E-01 0.33826E-05
 0.10570E-03 0.24077E+04 0.28458E-02 0.21799E-02 0.66367E+00 0.18282E-01 0.35613E-01 0.68444E-04 0.28841E-05 0.25014E+00 0.22174E-08 0.27190E-01 0.33919E-05
 0.10580E-03 0.24079E+04 0.28430E-02 0.21763E-02 0.66369E+00 0.18264E-01 0.35601E-01 0.68400E-04 0.28796E-05 0.25016E+00 0.22182E-08 0.27191E-01 0.34013E-05
 0.10590E-03 0.24081E+04 0.28401E-02 0.21727E-02 0.66371E+00 0.18245E-01 0.35589E-01 0.68357E-04 0.28751E-05 0.25017E+00 0.22190E-08 0.27191E-01 0.34106E-05
 0.10600E-03 0.24084E+04 0.28373E-02 0.21692E-02 0.66374E+00 0.18227E-01 0.35577E-01 0.68314E-04 0.28707E-05 0.25019E+00 0.22198E-08 0.27192E-01 0.34199E-05
 0.10610E-03 0.24086E+04 0.28344E-02 0.21656E-02 0.66376E+00 0.18208E-01 0.35566E-01 0.68271E-04 0.28663E-05 0.25020E+00 0.22206E-08 0.27192E-01 0.34293E-05
 0.10620E-03 0.24088E+04 0.28316E-02 0.21621E-02 0.66378E+00 0.18190E-01 0.35554E-01 0.68228E-04 0.28619E-05 0.25022E+00 0.22214E-08 0.27193E-01 0.34386E-05
 0.10630E-03 0.24090E+04 0.28288E-02 0.21586E-02 0.66380E+00 0.18172E-01 0.35543E-01 0.68185E-04 0.28575E-05 0.25023E+00 0.22222E-08 0.27193E-01 0.34479E-05
 0.10640E-03 0.24092E+04 0.28260E-02 0.21551E-02 0.66382E+00 0.18153E-01 0.35531E-01 0.68142E-04 0.28531E-05 0.25025E+00 0.22230E-08 0.27194E-01 0.34573E-05
 0.10650E-03 0.24094E+04 0.28232E-02 0.21516E-02 0.66384E+00 0.18135E-01 0.35520E-01 0.68100E-04 0.28488E-05 0.25026E+00 0.22238E-08 0.27194E-01 0.34666E-05
 0.10660E-03 0.24096E+04 0.28204E-02 0.21481E-02 0.66386E+00 0.18117E-01 0.35508E-01 0.68058E-04 0.28444E-05 0.25028E+00 0.22245E-08 0.27194E-01 0.34760E-05
 0.10670E-03 0.24098E+04 0.28176E-02 0.21446E-02 0.66388E+00 0.18099E-01 0.35497E-01 0.68016E-04 0.28401E-05 0.25029E+00 0.22253E-08 0.27195E-01 0.34853E-05
 0.10680E-03 0.24100E+04 0.28149E-02 0.21412E-02 0.66390E+00 0.18081E-01 0.35485E-01 0.67974E-04 0.28358E-05 0.25031E+00 0.22261E-08 0.27195E-01 0.34947E-05
 0.10690E-03 0.24102E+04 0.28121E-02 0.21377E-02 0.66392E+00 0.18063E-01 0.35474E-01 0.67932E-04 0.28315E-05 0.25032E+00 0.22268E-08 0.27196E-01 0.35040E-05
 0.10700E-03 0.24104E+04 0.28094E-02 0.21343E-02 0.66394E+00 0.18045E-01 0.35462E-01 0.67890E-04 0.28273E-05 0.25033E+00 0.22276E-08 0.27196E-01 0.35134E-05
 0.10710E-03 0.24106E+04 0.28066E-02 0.21309E-02 0.66396E+00 0.18027E-01 0.35451E-01 0.67849E-04 0.28230E-05 0.25035E+00 0.22283E-08 0.27197E-01 0.35227E-05
 0.10720E-03 0.24108E+04 0.28039E-02 0.21275E-02 0.66398E+00 0.18010E-01 0.35439E-01 0.67807E-04 0.28188E-05 0.25036E+00 0.22291E-08 0.27197E-01 0.35321E-05
 0.10730E-03 0.24110E+04 0.28012E-02 0.21241E-02 0.66401E+00 0.17992E-01 0.35428E-01 0.67766E-04 0.28146E-05 0.25038E+00 0.22298E-08 0.27197E-01 0.35414E-05
 0.10740E-03 0.24112E+04 0.27985E-02 0.21207E-02 0.66403E+00 0.17974E-01 0.35417E-01 0.67725E-04 0.28104E-05 0.25039E+00 0.22306E-08 0.27198E-01 0.35508E-05
 0.10750E-03 0.24114E+04 0.27958E-02 0.21174E-02 0.66405E+00 0.17957E-01 0.35405E-01 0.67684E-04 0.28062E-05 0.25041E+00 0.22313E-08 0.27198E-01 0.35602E-05
 0.10760E-03 0.24116E+04 0.27931E-02 0.21140E-02 0.66407E+00 0.17939E-01 0.35394E-01 0.67643E-04 0.28021E-05 0.25042E+00 0.22321E-08 0.27199E-01 0.35696E-05
 0.10770E-03 0.24118E+04 0.27904E-02 0.21107E-02 0.66409E+00 0.17922E-01 0.35383E-01 0.67603E-04 0.27979E-05 0.25044E+00 0.22328E-08 0.27199E-01 0.35789E-05
 0.10780E-03 0.24120E+04 0.27877E-02 0.21074E-02 0.66411E+00 0.17904E-01 0.35372E-01 0.67562E-04 0.27938E-05 0.25045E+00 0.22335E-08 0.27200E-01 0.35883E-05
 0.10790E-03 0.24122E+04 0.27850E-02 0.21041E-02 0.66413E+00 0.17887E-01 0.35360E-01 0.67522E-04 0.27897E-05 0.25046E+00 0.22342E-08 0.27200E-01 0.35977E-05
 0.10800E-03 0.24124E+04 0.27824E-02 0.21008E-02 0.66415E+00 0.17869E-01 0.35349E-01 0.67481E-04 0.27856E-05 0.25048E+00 0.22349E-08 0.27200E-01 0.36071E-05
 0.10810E-03 0.24126E+04 0.27797E-02 0.20975E-02 0.66417E+00 0.17852E-01 0.35338E-01 0.67441E-04 0.27816E-05 0.25049E+00 0.22357E-08 0.27201E-01 0.36164E-05
 0.10820E-03 0.24128E+04 0.27771E-02 0.20942E-02 0.66419E+00 0.17835E-01 0.35327E-01 0.67401E-04 0.27775E-05 0.25051E+00 0.22364E-08 0.27201E-01 0.36258E-05
 0.10830E-03 0.24130E+04 0.27744E-02 0.20910E-02 0.66421E+00 0.17818E-01 0.35316E-01 0.67362E-04 0.27735E-05 0.25052E+00 0.22371E-08 0.27202E-01 0.36352E-05
 0.10840E-03 0.24132E+04 0.27718E-02 0.20877E-02 0.66422E+00 0.17801E-01 0.35305E-01 0.67322E-04 0.27695E-05 0.25053E+00 0.22378E-08 0.27202E-01 0.36446E-05
 0.10850E-03 0.24134E+04 0.27692E-02 0.20845E-02 0.66424E+00 0.17784E-01 0.35294E-01 0.67283E-04 0.27654E-05 0.25055E+00 0.22385E-08 0.27202E-01 0.36540E-05
 0.10860E-03 0.24136E+04 0.27666E-02 0.20813E-02 0.66426E+00 0.17767E-01 0.35283E-01 0.67243E-04 0.27615E-05 0.25056E+00 0.22392E-08 0.27203E-01 0.36634E-05
 0.10870E-03 0.24138E+04 0.27640E-02 0.20781E-02 0.66428E+00 0.17750E-01 0.35272E-01 0.67204E-04 0.27575E-05 0.25058E+00 0.22399E-08 0.27203E-01 0.36728E-05
 0.10880E-03 0.24140E+04 0.27614E-02 0.20749E-02 0.66430E+00 0.17733E-01 0.35261E-01 0.67165E-04 0.27535E-05 0.25059E+00 0.22405E-08 0.27204E-01 0.36822E-05
 0.10890E-03 0.24141E+04 0.27588E-02 0.20717E-02 0.66432E+00 0.17716E-01 0.35250E-01 0.67126E-04 0.27496E-05 0.25060E+00 0.22412E-08 0.27204E-01 0.36916E-05
 0.10900E-03 0.24143E+04 0.27562E-02 0.20685E-02 0.66434E+00 0.17699E-01 0.35239E-01 0.67087E-04 0.27457E-05 0.25062E+00 0.22419E-08 0.27205E-01 0.37010E-05
 0.10910E-03 0.24145E+04 0.27536E-02 0.20654E-02 0.66436E+00 0.17683E-01 0.35228E-01 0.67048E-04 0.27417E-05 0.25063E+00 0.22426E-08 0.27205E-01 0.37104E-05
 0.10920E-03 0.24147E+04 0.27511E-02 0.20622E-02 0.66438E+00 0.17666E-01 0.35217E-01 0.67010E-04 0.27379E-05 0.25065E+00 0.22433E-08 0.27205E-01 0.37198E-05
 0.10930E-03 0.24149E+04 0.27485E-02 0.20591E-02 0.66440E+00 0.17649E-01 0.35206E-01 0.66971E-04 0.27340E-05 0.25066E+00 0.22439E-08 0.27206E-01 0.37292E-05
 0.10940E-03 0.24151E+04 0.27460E-02 0.20560E-02 0.66442E+00 0.17633E-01 0.35195E-01 0.66933E-04 0.27301E-05 0.25067E+00 0.22446E-08 0.27206E-01 0.37386E-05
 0.10950E-03 0.24153E+04 0.27435E-02 0.20529E-02 0.66444E+00 0.17616E-01 0.35184E-01 0.66895E-04 0.27263E-05 0.25069E+00 0.22453E-08 0.27207E-01 0.37480E-05
 0.10960E-03 0.24155E+04 0.27409E-02 0.20498E-02 0.66446E+00 0.17600E-01 0.35173E-01 0.66857E-04 0.27224E-05 0.25070E+00 0.22459E-08 0.27207E-01 0.37574E-05
 0.10970E-03 0.24157E+04 0.27384E-02 0.20467E-02 0.66448E+00 0.17583E-01 0.35163E-01 0.66819E-04 0.27186E-05 0.25071E+00 0.22466E-08 0.27207E-01 0.37669E-05
 0.10980E-03 0.24158E+04 0.27359E-02 0.20436E-02 0.66449E+00 0.17567E-01 0.35152E-01 0.66781E-04 0.27148E-05 0.25073E+00 0.22472E-08 0.27208E-01 0.37763E-05
 0.10990E-03 0.24160E+04 0.27334E-02 0.20406E-02 0.66451E+00 0.17551E-01 0.35141E-01 0.66744E-04 0.27110E-05 0.25074E+00 0.22479E-08 0.27208E-01 0.37857E-05
 0.11000E-03 0.24162E+04 0.27309E-02 0.20375E-02 0.66453E+00 0.17535E-01 0.35130E-01 0.66706E-04 0.27073E-05 0.25075E+00 0.22485E-08 0.27209E-01 0.37951E-05
 0.11010E-03 0.24164E+04 0.27284E-02 0.20345E-02 0.66455E+00 0.17518E-01 0.35120E-01 0.66669E-04 0.27035E-05 0.25077E+00 0.22491E-08 0.27209E-01 0.38045E-05
 0.11020E-03 0.24166E+04 0.27259E-02 0.20315E-02 0.66457E+00 0.17502E-01 0.35109E-01 0.66632E-04 0.26998E-05 0.25078E+00 0.22498E-08 0.27209E-01 0.38140E-05
 0.11030E-03 0.24168E+04 0.27234E-02 0.20284E-02 0.66459E+00 0.17486E-01 0.35098E-01 0.66595E-04 0.26960E-05 0.25079E+00 0.22504E-08 0.27210E-01 0.38234E-05
 0.11040E-03 0.24169E+04 0.27210E-02 0.20254E-02 0.66461E+00 0.17470E-01 0.35088E-01 0.66558E-04 0.26923E-05 0.25081E+00 0.22510E-08 0.27210E-01 0.38328E-05
 0.11050E-03 0.24171E+04 0.27185E-02 0.20224E-02 0.66462E+00 0.17454E-01 0.35077E-01 0.66521E-04 0.26886E-05 0.25082E+00 0.22517E-08 0.27210E-01 0.38423E-05
 0.11060E-03 0.24173E+04 0.27161E-02 0.20195E-02 0.66464E+00 0.17438E-01 0.35066E-01 0.66484E-04 0.26849E-05 0.25083E+00 0.22523E-08 0.27211E-01 0.38517E-05
 0.11070E-03 0.24175E+04 0.27136E-02 0.20165E-02 0.66466E+00 0.17422E-01 0.35056E-01 0.66448E-04 0.26813E-05 0.25085E+00 0.22529E-08 0.27211E-01 0.38611E-05
 0.11080E-03 0.24177E+04 0.27112E-02 0.20135E-02 0.66468E+00 0.17406E-01 0.35045E-01 0.66411E-04 0.26776E-05 0.25086E+00 0.22535E-08 0.27212E-01 0.38706E-05
 0.11090E-03 0.24178E+04 0.27088E-02 0.20106E-02 0.66470E+00 0.17391E-01 0.35035E-01 0.66375E-04 0.26740E-05 0.25087E+00 0.22541E-08 0.27212E-01 0.38800E-05
 0.11100E-03 0.24180E+04 0.27063E-02 0.20077E-02 0.66472E+00 0.17375E-01 0.35024E-01 0.66339E-04 0.26703E-05 0.25089E+00 0.22547E-08 0.27212E-01 0.38895E-05
 0.11110E-03 0.24182E+04 0.27039E-02 0.20047E-02 0.66473E+00 0.17359E-01 0.35014E-01 0.66303E-04 0.26667E-05 0.25090E+00 0.22553E-08 0.27213E-01 0.38989E-05
 0.11120E-03 0.24184E+04 0.27015E-02 0.20018E-02 0.66475E+00 0.17344E-01 0.35003E-01 0.66267E-04 0.26631E-05 0.25091E+00 0.22559E-08 0.27213E-01 0.39084E-05
 0.11130E-03 0.24186E+04 0.26991E-02 0.19989E-02 0.66477E+00 0.17328E-01 0.34993E-01 0.66231E-04 0.26596E-05 0.25092E+00 0.22565E-08 0.27214E-01 0.39178E-05
 0.11140E-03 0.24187E+04 0.26967E-02 0.19960E-02 0.66479E+00 0.17312E-01 0.34982E-01 0.66195E-04 0.26560E-05 0.25094E+00 0.22571E-08 0.27214E-01 0.39272E-05
 0.11150E-03 0.24189E+04 0.26944E-02 0.19931E-02 0.66481E+00 0.17297E-01 0.34972E-01 0.66160E-04 0.26524E-05 0.25095E+00 0.22577E-08 0.27214E-01 0.39367E-05
 0.11160E-03 0.24191E+04 0.26920E-02 0.19903E-02 0.66482E+00 0.17281E-01 0.34962E-01 0.66124E-04 0.26489E-05 0.25096E+00 0.22583E-08 0.27215E-01 0.39462E-05
 0.11170E-03 0.24193E+04 0.26896E-02 0.19874E-02 0.66484E+00 0.17266E-01 0.34951E-01 0.66089E-04 0.26454E-05 0.25098E+00 0.22589E-08 0.27215E-01 0.39556E-05
 0.11180E-03 0.24194E+04 0.26873E-02 0.19846E-02 0.66486E+00 0.17251E-01 0.34941E-01 0.66054E-04 0.26418E-05 0.25099E+00 0.22595E-08 0.27215E-01 0.39651E-05
 0.11190E-03 0.24196E+04 0.26849E-02 0.19817E-02 0.66488E+00 0.17235E-01 0.34931E-01 0.66018E-04 0.26383E-05 0.25100E+00 0.22601E-08 0.27216E-01 0.39745E-05
 0.11200E-03 0.24198E+04 0.26826E-02 0.19789E-02 0.66490E+00 0.17220E-01 0.34920E-01 0.65983E-04 0.26349E-05 0.25101E+00 0.22606E-08 0.27216E-01 0.39840E-05
 0.11210E-03 0.24200E+04 0.26802E-02 0.19761E-02 0.66491E+00 0.17205E-01 0.34910E-01 0.65949E-04 0.26314E-05 0.25103E+00 0.22612E-08 0.27216E-01 0.39935E-05
 0.11220E-03 0.24201E+04 0.26779E-02 0.19733E-02 0.66493E+00 0.17190E-01 0.34900E-01 0.65914E-04 0.26279E-05 0.25104E+00 0.22618E-08 0.27217E-01 0.40029E-05
 0.11230E-03 0.24203E+04 0.26756E-02 0.19705E-02 0.66495E+00 0.17175E-01 0.34890E-01 0.65879E-04 0.26245E-05 0.25105E+00 0.22623E-08 0.27217E-01 0.40124E-05
 0.11240E-03 0.24205E+04 0.26732E-02 0.19677E-02 0.66497E+00 0.17160E-01 0.34879E-01 0.65845E-04 0.26210E-05 0.25106E+00 0.22629E-08 0.27218E-01 0.40219E-05
 0.11250E-03 0.24206E+04 0.26709E-02 0.19649E-02 0.66498E+00 0.17145E-01 0.34869E-01 0.65810E-04 0.26176E-05 0.25108E+00 0.22635E-08 0.27218E-01 0.40313E-05
 0.11260E-03 0.24208E+04 0.26686E-02 0.19622E-02 0.66500E+00 0.17130E-01 0.34859E-01 0.65776E-04 0.26142E-05 0.25109E+00 0.22640E-08 0.27218E-01 0.40408E-05
 0.11270E-03 0.24210E+04 0.26663E-02 0.19594E-02 0.66502E+00 0.17115E-01 0.34849E-01 0.65742E-04 0.26108E-05 0.25110E+00 0.22646E-08 0.27219E-01 0.40503E-05
 0.11280E-03 0.24212E+04 0.26641E-02 0.19567E-02 0.66504E+00 0.17100E-01 0.34839E-01 0.65708E-04 0.26074E-05 0.25111E+00 0.22651E-08 0.27219E-01 0.40597E-05
 0.11290E-03 0.24213E+04 0.26618E-02 0.19539E-02 0.66505E+00 0.17085E-01 0.34829E-01 0.65674E-04 0.26041E-05 0.25113E+00 0.22657E-08 0.27219E-01 0.40692E-05
 0.11300E-03 0.24215E+04 0.26595E-02 0.19512E-02 0.66507E+00 0.17070E-01 0.34818E-01 0.65640E-04 0.26007E-05 0.25114E+00 0.22662E-08 0.27220E-01 0.40787E-05
 0.11310E-03 0.24217E+04 0.26572E-02 0.19485E-02 0.66509E+00 0.17055E-01 0.34808E-01 0.65607E-04 0.25974E-05 0.25115E+00 0.22668E-08 0.27220E-01 0.40882E-05
 0.11320E-03 0.24218E+04 0.26550E-02 0.19458E-02 0.66510E+00 0.17041E-01 0.34798E-01 0.65573E-04 0.25940E-05 0.25116E+00 0.22673E-08 0.27220E-01 0.40977E-05
 0.11330E-03 0.24220E+04 0.26527E-02 0.19431E-02 0.66512E+00 0.17026E-01 0.34788E-01 0.65540E-04 0.25907E-05 0.25118E+00 0.22678E-08 0.27221E-01 0.41071E-05
 0.11340E-03 0.24222E+04 0.26505E-02 0.19404E-02 0.66514E+00 0.17011E-01 0.34778E-01 0.65506E-04 0.25874E-05 0.25119E+00 0.22684E-08 0.27221E-01 0.41166E-05
 0.11350E-03 0.24223E+04 0.26482E-02 0.19377E-02 0.66516E+00 0.16997E-01 0.34768E-01 0.65473E-04 0.25841E-05 0.25120E+00 0.22689E-08 0.27222E-01 0.41261E-05
 0.11360E-03 0.24225E+04 0.26460E-02 0.19351E-02 0.66517E+00 0.16982E-01 0.34758E-01 0.65440E-04 0.25808E-05 0.25121E+00 0.22694E-08 0.27222E-01 0.41356E-05
 0.11370E-03 0.24227E+04 0.26438E-02 0.19324E-02 0.66519E+00 0.16968E-01 0.34748E-01 0.65407E-04 0.25776E-05 0.25122E+00 0.22699E-08 0.27222E-01 0.41451E-05
 0.11380E-03 0.24228E+04 0.26416E-02 0.19297E-02 0.66521E+00 0.16953E-01 0.34739E-01 0.65374E-04 0.25743E-05 0.25124E+00 0.22705E-08 0.27223E-01 0.41546E-05
 0.11390E-03 0.24230E+04 0.26393E-02 0.19271E-02 0.66522E+00 0.16939E-01 0.34729E-01 0.65341E-04 0.25711E-05 0.25125E+00 0.22710E-08 0.27223E-01 0.41641E-05
 0.11400E-03 0.24232E+04 0.26371E-02 0.19245E-02 0.66524E+00 0.16925E-01 0.34719E-01 0.65308E-04 0.25678E-05 0.25126E+00 0.22715E-08 0.27223E-01 0.41736E-05
 0.11410E-03 0.24233E+04 0.26349E-02 0.19219E-02 0.66526E+00 0.16910E-01 0.34709E-01 0.65276E-04 0.25646E-05 0.25127E+00 0.22720E-08 0.27224E-01 0.41831E-05
 0.11420E-03 0.24235E+04 0.26327E-02 0.19193E-02 0.66527E+00 0.16896E-01 0.34699E-01 0.65243E-04 0.25614E-05 0.25128E+00 0.22725E-08 0.27224E-01 0.41925E-05
 0.11430E-03 0.24236E+04 0.26306E-02 0.19167E-02 0.66529E+00 0.16882E-01 0.34689E-01 0.65211E-04 0.25582E-05 0.25130E+00 0.22730E-08 0.27224E-01 0.42020E-05
 0.11440E-03 0.24238E+04 0.26284E-02 0.19141E-02 0.66531E+00 0.16868E-01 0.34679E-01 0.65179E-04 0.25550E-05 0.25131E+00 0.22735E-08 0.27225E-01 0.42115E-05
 0.11450E-03 0.24240E+04 0.26262E-02 0.19115E-02 0.66532E+00 0.16854E-01 0.34670E-01 0.65147E-04 0.25518E-05 0.25132E+00 0.22740E-08 0.27225E-01 0.42210E-05
 0.11460E-03 0.24241E+04 0.26240E-02 0.19089E-02 0.66534E+00 0.16839E-01 0.34660E-01 0.65115E-04 0.25487E-05 0.25133E+00 0.22745E-08 0.27225E-01 0.42305E-05
 0.11470E-03 0.24243E+04 0.26219E-02 0.19064E-02 0.66536E+00 0.16825E-01 0.34650E-01 0.65083E-04 0.25455E-05 0.25134E+00 0.22750E-08 0.27226E-01 0.42401E-05
 0.11480E-03 0.24245E+04 0.26197E-02 0.19038E-02 0.66537E+00 0.16811E-01 0.34640E-01 0.65051E-04 0.25424E-05 0.25135E+00 0.22755E-08 0.27226E-01 0.42496E-05
 0.11490E-03 0.24246E+04 0.26176E-02 0.19013E-02 0.66539E+00 0.16797E-01 0.34631E-01 0.65019E-04 0.25393E-05 0.25137E+00 0.22760E-08 0.27226E-01 0.42591E-05
 0.11500E-03 0.24248E+04 0.26154E-02 0.18987E-02 0.66540E+00 0.16784E-01 0.34621E-01 0.64988E-04 0.25362E-05 0.25138E+00 0.22765E-08 0.27227E-01 0.42686E-05
 0.11510E-03 0.24249E+04 0.26133E-02 0.18962E-02 0.66542E+00 0.16770E-01 0.34611E-01 0.64956E-04 0.25331E-05 0.25139E+00 0.22770E-08 0.27227E-01 0.42781E-05
 0.11520E-03 0.24251E+04 0.26112E-02 0.18937E-02 0.66544E+00 0.16756E-01 0.34602E-01 0.64925E-04 0.25300E-05 0.25140E+00 0.22775E-08 0.27227E-01 0.42876E-05
 0.11530E-03 0.24252E+04 0.26091E-02 0.18912E-02 0.66545E+00 0.16742E-01 0.34592E-01 0.64893E-04 0.25269E-05 0.25141E+00 0.22779E-08 0.27228E-01 0.42971E-05
 0.11540E-03 0.24254E+04 0.26069E-02 0.18887E-02 0.66547E+00 0.16728E-01 0.34583E-01 0.64862E-04 0.25238E-05 0.25142E+00 0.22784E-08 0.27228E-01 0.43066E-05
 0.11550E-03 0.24256E+04 0.26048E-02 0.18862E-02 0.66549E+00 0.16715E-01 0.34573E-01 0.64831E-04 0.25208E-05 0.25144E+00 0.22789E-08 0.27228E-01 0.43161E-05
 0.11560E-03 0.24257E+04 0.26027E-02 0.18837E-02 0.66550E+00 0.16701E-01 0.34563E-01 0.64800E-04 0.25177E-05 0.25145E+00 0.22794E-08 0.27229E-01 0.43256E-05
 0.11570E-03 0.24259E+04 0.26006E-02 0.18812E-02 0.66552E+00 0.16687E-01 0.34554E-01 0.64769E-04 0.25147E-05 0.25146E+00 0.22798E-08 0.27229E-01 0.43352E-05
 0.11580E-03 0.24260E+04 0.25986E-02 0.18788E-02 0.66553E+00 0.16674E-01 0.34544E-01 0.64739E-04 0.25117E-05 0.25147E+00 0.22803E-08 0.27229E-01 0.43447E-05
 0.11590E-03 0.24262E+04 0.25965E-02 0.18763E-02 0.66555E+00 0.16660E-01 0.34535E-01 0.64708E-04 0.25087E-05 0.25148E+00 0.22808E-08 0.27230E-01 0.43542E-05
 0.11600E-03 0.24263E+04 0.25944E-02 0.18739E-02 0.66556E+00 0.16647E-01 0.34525E-01 0.64677E-04 0.25057E-05 0.25149E+00 0.22812E-08 0.27230E-01 0.43637E-05
 0.11610E-03 0.24265E+04 0.25923E-02 0.18714E-02 0.66558E+00 0.16633E-01 0.34516E-01 0.64647E-04 0.25027E-05 0.25150E+00 0.22817E-08 0.27230E-01 0.43732E-05
 0.11620E-03 0.24266E+04 0.25903E-02 0.18690E-02 0.66560E+00 0.16620E-01 0.34507E-01 0.64616E-04 0.24997E-05 0.25152E+00 0.22821E-08 0.27231E-01 0.43828E-05
 0.11630E-03 0.24268E+04 0.25882E-02 0.18666E-02 0.66561E+00 0.16606E-01 0.34497E-01 0.64586E-04 0.24967E-05 0.25153E+00 0.22826E-08 0.27231E-01 0.43923E-05
 0.11640E-03 0.24270E+04 0.25861E-02 0.18642E-02 0.66563E+00 0.16593E-01 0.34488E-01 0.64556E-04 0.24938E-05 0.25154E+00 0.22830E-08 0.27231E-01 0.44018E-05
 0.11650E-03 0.24271E+04 0.25841E-02 0.18618E-02 0.66564E+00 0.16580E-01 0.34478E-01 0.64526E-04 0.24908E-05 0.25155E+00 0.22835E-08 0.27232E-01 0.44114E-05
