# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.357600E-03  0.290925E+04  0.252180E-01  0.193727E-01  0.143325E-01  0.288044E-01  0.301359E-01  0.127229E+00  0.907166E-05  0.933431E-13  0.903796E-14  0.676782E-13  0.547003E-14  0.521184E-01  0.364845E-01  0.846146E-07  0.528546E-09  0.350085E-15 -0.250422E-20  0.139815E-22  0.142594E-24  0.666295E+00  0.000000E+00
0.357800E-03  0.290926E+04  0.252177E-01  0.193722E-01  0.143322E-01  0.288042E-01  0.301358E-01  0.127230E+00  0.907191E-05  0.933473E-13  0.903842E-14  0.676823E-13  0.547045E-14  0.521182E-01  0.364849E-01  0.846139E-07  0.528557E-09  0.350100E-15 -0.255631E-20  0.137095E-22  0.140099E-24  0.666296E+00  0.000000E+00
0.358000E-03  0.290927E+04  0.252175E-01  0.193716E-01  0.143319E-01  0.288040E-01  0.301357E-01  0.127231E+00  0.907216E-05  0.933515E-13  0.903887E-14  0.676863E-13  0.547087E-14  0.521180E-01  0.364852E-01  0.846132E-07  0.528568E-09  0.350115E-15 -0.260097E-20  0.134274E-22  0.137485E-24  0.666296E+00  0.000000E+00
0.358200E-03  0.290928E+04  0.252172E-01  0.193711E-01  0.143316E-01  0.288038E-01  0.301356E-01  0.127231E+00  0.907241E-05  0.933558E-13  0.903933E-14  0.676904E-13  0.547129E-14  0.521178E-01  0.364855E-01  0.846126E-07  0.528579E-09  0.350130E-15 -0.263801E-20  0.131353E-22  0.134750E-24  0.666297E+00  0.000000E+00
0.358400E-03  0.290930E+04  0.252170E-01  0.193705E-01  0.143313E-01  0.288036E-01  0.301355E-01  0.127232E+00  0.907265E-05  0.933600E-13  0.903979E-14  0.676944E-13  0.547170E-14  0.521175E-01  0.364858E-01  0.846119E-07  0.528590E-09  0.350144E-15 -0.266720E-20  0.128331E-22  0.131894E-24  0.666297E+00  0.000000E+00
0.358600E-03  0.290931E+04  0.252167E-01  0.193700E-01  0.143310E-01  0.288034E-01  0.301354E-01  0.127233E+00  0.907290E-05  0.933642E-13  0.904024E-14  0.676984E-13  0.547212E-14  0.521173E-01  0.364861E-01  0.846112E-07  0.528601E-09  0.350159E-15 -0.268834E-20  0.125208E-22  0.128916E-24  0.666298E+00  0.000000E+00
0.358800E-03  0.290932E+04  0.252165E-01  0.193695E-01  0.143307E-01  0.288032E-01  0.301354E-01  0.127234E+00  0.907315E-05  0.933683E-13  0.904070E-14  0.677024E-13  0.547254E-14  0.521171E-01  0.364864E-01  0.846106E-07  0.528612E-09  0.350174E-15 -0.270121E-20  0.121985E-22  0.125815E-24  0.666299E+00  0.000000E+00
0.359000E-03  0.290933E+04  0.252162E-01  0.193689E-01  0.143303E-01  0.288030E-01  0.301353E-01  0.127234E+00  0.907339E-05  0.933725E-13  0.904115E-14  0.677065E-13  0.547295E-14  0.521168E-01  0.364867E-01  0.846099E-07  0.528624E-09  0.350189E-15 -0.270560E-20  0.118661E-22  0.122592E-24  0.666299E+00  0.000000E+00
0.359200E-03  0.290934E+04  0.252159E-01  0.193684E-01  0.143300E-01  0.288028E-01  0.301352E-01  0.127235E+00  0.907364E-05  0.933767E-13  0.904160E-14  0.677105E-13  0.547337E-14  0.521166E-01  0.364870E-01  0.846092E-07  0.528635E-09  0.350203E-15 -0.270130E-20  0.115237E-22  0.119246E-24  0.666300E+00  0.000000E+00
0.359400E-03  0.290935E+04  0.252157E-01  0.193679E-01  0.143297E-01  0.288026E-01  0.301351E-01  0.127236E+00  0.907388E-05  0.933809E-13  0.904205E-14  0.677145E-13  0.547378E-14  0.521164E-01  0.364873E-01  0.846086E-07  0.528645E-09  0.350218E-15 -0.268810E-20  0.111712E-22  0.115775E-24  0.666300E+00  0.000000E+00
0.359600E-03  0.290936E+04  0.252154E-01  0.193673E-01  0.143294E-01  0.288024E-01  0.301350E-01  0.127236E+00  0.907413E-05  0.933850E-13  0.904250E-14  0.677184E-13  0.547420E-14  0.521162E-01  0.364876E-01  0.846079E-07  0.528656E-09  0.350233E-15 -0.266578E-20  0.108087E-22  0.112180E-24  0.666301E+00  0.000000E+00
0.359800E-03  0.290937E+04  0.252152E-01  0.193668E-01  0.143291E-01  0.288022E-01  0.301349E-01  0.127237E+00  0.907437E-05  0.933892E-13  0.904295E-14  0.677224E-13  0.547461E-14  0.521160E-01  0.364879E-01  0.846073E-07  0.528667E-09  0.350247E-15 -0.263414E-20  0.104361E-22  0.108459E-24  0.666302E+00  0.000000E+00
0.360000E-03  0.290938E+04  0.252149E-01  0.193663E-01  0.143288E-01  0.288020E-01  0.301349E-01  0.127238E+00  0.907462E-05  0.933933E-13  0.904340E-14  0.677264E-13  0.547502E-14  0.521157E-01  0.364882E-01  0.846066E-07  0.528678E-09  0.350262E-15 -0.259296E-20  0.100535E-22  0.104613E-24  0.666302E+00  0.000000E+00
0.360200E-03  0.290939E+04  0.252147E-01  0.193658E-01  0.143285E-01  0.288019E-01  0.301348E-01  0.127239E+00  0.907486E-05  0.933974E-13  0.904385E-14  0.677304E-13  0.547543E-14  0.521155E-01  0.364885E-01  0.846059E-07  0.528689E-09  0.350277E-15 -0.254204E-20  0.966075E-23  0.100641E-24  0.666303E+00  0.000000E+00
0.360400E-03  0.290941E+04  0.252144E-01  0.193652E-01  0.143282E-01  0.288017E-01  0.301347E-01  0.127239E+00  0.907510E-05  0.934015E-13  0.904430E-14  0.677343E-13  0.547584E-14  0.521153E-01  0.364888E-01  0.846053E-07  0.528700E-09  0.350291E-15 -0.248115E-20  0.925800E-23  0.965416E-25  0.666303E+00  0.000000E+00
0.360600E-03  0.290942E+04  0.252142E-01  0.193647E-01  0.143279E-01  0.288015E-01  0.301346E-01  0.127240E+00  0.907534E-05  0.934057E-13  0.904474E-14  0.677383E-13  0.547625E-14  0.521151E-01  0.364891E-01  0.846046E-07  0.528711E-09  0.350306E-15 -0.241009E-20  0.884520E-23  0.923149E-25  0.666304E+00  0.000000E+00
0.360800E-03  0.290943E+04  0.252139E-01  0.193642E-01  0.143276E-01  0.288013E-01  0.301345E-01  0.127241E+00  0.907559E-05  0.934098E-13  0.904519E-14  0.677422E-13  0.547666E-14  0.521148E-01  0.364894E-01  0.846040E-07  0.528722E-09  0.350320E-15 -0.232864E-20  0.842235E-23  0.879602E-25  0.666304E+00  0.000000E+00
0.361000E-03  0.290944E+04  0.252137E-01  0.193637E-01  0.143273E-01  0.288011E-01  0.301345E-01  0.127241E+00  0.907583E-05  0.934139E-13  0.904563E-14  0.677461E-13  0.547707E-14  0.521146E-01  0.364897E-01  0.846033E-07  0.528733E-09  0.350335E-15 -0.223660E-20  0.798944E-23  0.834770E-25  0.666305E+00  0.000000E+00
0.361200E-03  0.290945E+04  0.252134E-01  0.193631E-01  0.143270E-01  0.288009E-01  0.301344E-01  0.127242E+00  0.907607E-05  0.934179E-13  0.904608E-14  0.677501E-13  0.547747E-14  0.521144E-01  0.364900E-01  0.846027E-07  0.528743E-09  0.350349E-15 -0.213375E-20  0.754649E-23  0.788645E-25  0.666306E+00  0.000000E+00
0.361400E-03  0.290946E+04  0.252132E-01  0.193626E-01  0.143267E-01  0.288007E-01  0.301343E-01  0.127243E+00  0.907631E-05  0.934220E-13  0.904652E-14  0.677540E-13  0.547788E-14  0.521142E-01  0.364903E-01  0.846020E-07  0.528754E-09  0.350364E-15 -0.201988E-20  0.709349E-23  0.741224E-25  0.666306E+00  0.000000E+00
0.361600E-03  0.290947E+04  0.252129E-01  0.193621E-01  0.143263E-01  0.288005E-01  0.301342E-01  0.127244E+00  0.907655E-05  0.934261E-13  0.904696E-14  0.677579E-13  0.547828E-14  0.521140E-01  0.364906E-01  0.846014E-07  0.528765E-09  0.350378E-15 -0.189478E-20  0.663044E-23  0.692500E-25  0.666307E+00  0.000000E+00
0.361800E-03  0.290948E+04  0.252127E-01  0.193616E-01  0.143260E-01  0.288003E-01  0.301341E-01  0.127244E+00  0.907679E-05  0.934302E-13  0.904740E-14  0.677618E-13  0.547869E-14  0.521137E-01  0.364909E-01  0.846007E-07  0.528776E-09  0.350392E-15 -0.175823E-20  0.615734E-23  0.642468E-25  0.666307E+00  0.000000E+00
0.362000E-03  0.290949E+04  0.252125E-01  0.193610E-01  0.143257E-01  0.288001E-01  0.301340E-01  0.127245E+00  0.907702E-05  0.934342E-13  0.904784E-14  0.677657E-13  0.547909E-14  0.521135E-01  0.364912E-01  0.846001E-07  0.528786E-09  0.350407E-15 -0.161003E-20  0.567420E-23  0.591121E-25  0.666308E+00  0.000000E+00
0.362200E-03  0.290950E+04  0.252122E-01  0.193605E-01  0.143254E-01  0.287999E-01  0.301340E-01  0.127246E+00  0.907726E-05  0.934383E-13  0.904828E-14  0.677696E-13  0.547950E-14  0.521133E-01  0.364914E-01  0.845995E-07  0.528797E-09  0.350421E-15 -0.144997E-20  0.518101E-23  0.538455E-25  0.666308E+00  0.000000E+00
0.362400E-03  0.290951E+04  0.252120E-01  0.193600E-01  0.143251E-01  0.287997E-01  0.301339E-01  0.127246E+00  0.907750E-05  0.934423E-13  0.904872E-14  0.677735E-13  0.547990E-14  0.521131E-01  0.364917E-01  0.845988E-07  0.528808E-09  0.350435E-15 -0.127782E-20  0.467777E-23  0.484463E-25  0.666309E+00  0.000000E+00
0.362600E-03  0.290952E+04  0.252117E-01  0.193595E-01  0.143248E-01  0.287996E-01  0.301338E-01  0.127247E+00  0.907774E-05  0.934463E-13  0.904916E-14  0.677773E-13  0.548030E-14  0.521129E-01  0.364920E-01  0.845982E-07  0.528818E-09  0.350450E-15 -0.109339E-20  0.416449E-23  0.429140E-25  0.666309E+00  0.000000E+00
0.362800E-03  0.290953E+04  0.252115E-01  0.193590E-01  0.143245E-01  0.287994E-01  0.301337E-01  0.127248E+00  0.907797E-05  0.934504E-13  0.904959E-14  0.677812E-13  0.548070E-14  0.521127E-01  0.364923E-01  0.845975E-07  0.528829E-09  0.350464E-15 -0.896447E-21  0.364117E-23  0.372480E-25  0.666310E+00  0.000000E+00
0.363000E-03  0.290954E+04  0.252112E-01  0.193585E-01  0.143242E-01  0.287992E-01  0.301336E-01  0.127248E+00  0.907821E-05  0.934544E-13  0.905003E-14  0.677850E-13  0.548110E-14  0.521124E-01  0.364926E-01  0.845969E-07  0.528839E-09  0.350478E-15 -0.773116E-21  0.321666E-23  0.327590E-25  0.666311E+00  0.000000E+00
0.363200E-03  0.290956E+04  0.252110E-01  0.193580E-01  0.143239E-01  0.287990E-01  0.301336E-01  0.127249E+00  0.907845E-05  0.934584E-13  0.905046E-14  0.677889E-13  0.548150E-14  0.521122E-01  0.364929E-01  0.845963E-07  0.528850E-09  0.350492E-15 -0.738613E-21  0.291043E-23  0.296808E-25  0.666311E+00  0.000000E+00
0.363400E-03  0.290957E+04  0.252107E-01  0.193575E-01  0.143236E-01  0.287988E-01  0.301335E-01  0.127250E+00  0.907868E-05  0.934624E-13  0.905090E-14  0.677927E-13  0.548190E-14  0.521120E-01  0.364932E-01  0.845956E-07  0.528860E-09  0.350506E-15 -0.703647E-21  0.261014E-23  0.266597E-25  0.666312E+00  0.000000E+00
0.363600E-03  0.290958E+04  0.252105E-01  0.193569E-01  0.143233E-01  0.287986E-01  0.301334E-01  0.127250E+00  0.907892E-05  0.934664E-13  0.905133E-14  0.677966E-13  0.548229E-14  0.521118E-01  0.364935E-01  0.845950E-07  0.528871E-09  0.350520E-15 -0.668292E-21  0.231616E-23  0.236996E-25  0.666312E+00  0.000000E+00
0.363800E-03  0.290959E+04  0.252103E-01  0.193564E-01  0.143231E-01  0.287984E-01  0.301333E-01  0.127251E+00  0.907915E-05  0.934703E-13  0.905176E-14  0.678004E-13  0.548269E-14  0.521116E-01  0.364938E-01  0.845944E-07  0.528882E-09  0.350534E-15 -0.632619E-21  0.202884E-23  0.208041E-25  0.666313E+00  0.000000E+00
0.364000E-03  0.290960E+04  0.252100E-01  0.193559E-01  0.143228E-01  0.287982E-01  0.301332E-01  0.127252E+00  0.907938E-05  0.934743E-13  0.905219E-14  0.678042E-13  0.548308E-14  0.521114E-01  0.364941E-01  0.845937E-07  0.528892E-09  0.350549E-15 -0.596701E-21  0.174854E-23  0.179769E-25  0.666313E+00  0.000000E+00
0.364200E-03  0.290961E+04  0.252098E-01  0.193554E-01  0.143225E-01  0.287981E-01  0.301332E-01  0.127253E+00  0.907962E-05  0.934783E-13  0.905262E-14  0.678080E-13  0.548348E-14  0.521111E-01  0.364943E-01  0.845931E-07  0.528902E-09  0.350563E-15 -0.560612E-21  0.147561E-23  0.152220E-25  0.666314E+00  0.000000E+00
0.364400E-03  0.290962E+04  0.252095E-01  0.193549E-01  0.143222E-01  0.287979E-01  0.301331E-01  0.127253E+00  0.907985E-05  0.934822E-13  0.905305E-14  0.678118E-13  0.548387E-14  0.521109E-01  0.364946E-01  0.845925E-07  0.528913E-09  0.350577E-15 -0.524423E-21  0.121043E-23  0.125429E-25  0.666315E+00  0.000000E+00
0.364600E-03  0.290963E+04  0.252093E-01  0.193544E-01  0.143219E-01  0.287977E-01  0.301330E-01  0.127254E+00  0.908008E-05  0.934862E-13  0.905348E-14  0.678156E-13  0.548427E-14  0.521107E-01  0.364949E-01  0.845919E-07  0.528923E-09  0.350591E-15 -0.488208E-21  0.953353E-24  0.994349E-26  0.666315E+00  0.000000E+00
0.364800E-03  0.290964E+04  0.252091E-01  0.193539E-01  0.143216E-01  0.287975E-01  0.301329E-01  0.127255E+00  0.908031E-05  0.934901E-13  0.905391E-14  0.678194E-13  0.548466E-14  0.521105E-01  0.364952E-01  0.845912E-07  0.528934E-09  0.350604E-15 -0.452040E-21  0.704732E-24  0.742750E-26  0.666316E+00  0.000000E+00
0.365000E-03  0.290965E+04  0.252088E-01  0.193534E-01  0.143213E-01  0.287973E-01  0.301328E-01  0.127255E+00  0.908054E-05  0.934941E-13  0.905433E-14  0.678232E-13  0.548505E-14  0.521103E-01  0.364955E-01  0.845906E-07  0.528944E-09  0.350618E-15 -0.415991E-21  0.464929E-24  0.499868E-26  0.666316E+00  0.000000E+00
0.365200E-03  0.290966E+04  0.252086E-01  0.193529E-01  0.143210E-01  0.287971E-01  0.301328E-01  0.127256E+00  0.908078E-05  0.934980E-13  0.905476E-14  0.678269E-13  0.548544E-14  0.521101E-01  0.364958E-01  0.845900E-07  0.528954E-09  0.350632E-15 -0.380134E-21  0.234305E-24  0.266078E-26  0.666317E+00  0.000000E+00
0.365400E-03  0.290967E+04  0.252083E-01  0.193524E-01  0.143207E-01  0.287969E-01  0.301327E-01  0.127257E+00  0.908101E-05  0.935019E-13  0.905518E-14  0.678307E-13  0.548583E-14  0.521099E-01  0.364961E-01  0.845894E-07  0.528965E-09  0.350646E-15 -0.344542E-21  0.132185E-25  0.417558E-27  0.666317E+00  0.000000E+00
0.365600E-03  0.290968E+04  0.252081E-01  0.193519E-01  0.143204E-01  0.287968E-01  0.301326E-01  0.127257E+00  0.908124E-05  0.935058E-13  0.905561E-14  0.678345E-13  0.548622E-14  0.521097E-01  0.364963E-01  0.845888E-07  0.528975E-09  0.350660E-15 -0.309287E-21 -0.197970E-24 -0.172723E-26  0.666318E+00  0.000000E+00
0.365800E-03  0.290969E+04  0.252079E-01  0.193514E-01  0.143201E-01  0.287966E-01  0.301325E-01  0.127258E+00  0.908147E-05  0.935097E-13  0.905603E-14  0.678382E-13  0.548661E-14  0.521095E-01  0.364966E-01  0.845881E-07  0.528985E-09  0.350674E-15 -0.274443E-21 -0.398902E-24 -0.376984E-26  0.666318E+00  0.000000E+00
0.366000E-03  0.290970E+04  0.252076E-01  0.193509E-01  0.143198E-01  0.287964E-01  0.301324E-01  0.127259E+00  0.908169E-05  0.935136E-13  0.905645E-14  0.678419E-13  0.548700E-14  0.521092E-01  0.364969E-01  0.845875E-07  0.528996E-09  0.350688E-15 -0.240082E-21 -0.589217E-24 -0.570651E-26  0.666319E+00  0.000000E+00
0.366200E-03  0.290971E+04  0.252074E-01  0.193504E-01  0.143195E-01  0.287962E-01  0.301324E-01  0.127259E+00  0.908192E-05  0.935175E-13  0.905688E-14  0.678457E-13  0.548738E-14  0.521090E-01  0.364972E-01  0.845869E-07  0.529006E-09  0.350701E-15 -0.206276E-21 -0.768555E-24 -0.753349E-26  0.666319E+00  0.000000E+00
0.366400E-03  0.290972E+04  0.252072E-01  0.193499E-01  0.143193E-01  0.287960E-01  0.301323E-01  0.127260E+00  0.908215E-05  0.935214E-13  0.905730E-14  0.678494E-13  0.548777E-14  0.521088E-01  0.364975E-01  0.845863E-07  0.529016E-09  0.350715E-15 -0.173099E-21 -0.936558E-24 -0.924702E-26  0.666320E+00  0.000000E+00
0.366600E-03  0.290973E+04  0.252069E-01  0.193494E-01  0.143190E-01  0.287958E-01  0.301322E-01  0.127261E+00  0.908238E-05  0.935253E-13  0.905772E-14  0.678531E-13  0.548815E-14  0.521086E-01  0.364978E-01  0.845857E-07  0.529026E-09  0.350729E-15 -0.140624E-21 -0.109287E-23 -0.108434E-25  0.666321E+00  0.000000E+00
0.366800E-03  0.290974E+04  0.252067E-01  0.193489E-01  0.143187E-01  0.287957E-01  0.301321E-01  0.127261E+00  0.908261E-05  0.935291E-13  0.905814E-14  0.678568E-13  0.548854E-14  0.521084E-01  0.364980E-01  0.845851E-07  0.529037E-09  0.350742E-15 -0.108922E-21 -0.123712E-23 -0.123187E-25  0.666321E+00  0.000000E+00
0.367000E-03  0.290975E+04  0.252065E-01  0.193484E-01  0.143184E-01  0.287955E-01  0.301321E-01  0.127262E+00  0.908283E-05  0.935330E-13  0.905855E-14  0.678605E-13  0.548892E-14  0.521082E-01  0.364983E-01  0.845845E-07  0.529047E-09  0.350756E-15 -0.780681E-22 -0.136896E-23 -0.136694E-25  0.666322E+00  0.000000E+00
0.367200E-03  0.290976E+04  0.252062E-01  0.193480E-01  0.143181E-01  0.287953E-01  0.301320E-01  0.127263E+00  0.908306E-05  0.935368E-13  0.905897E-14  0.678642E-13  0.548931E-14  0.521080E-01  0.364986E-01  0.845839E-07  0.529057E-09  0.350770E-15 -0.481333E-22 -0.148802E-23 -0.148916E-25  0.666322E+00  0.000000E+00
0.367400E-03  0.290977E+04  0.252060E-01  0.193475E-01  0.143178E-01  0.287951E-01  0.301319E-01  0.127263E+00  0.908328E-05  0.935407E-13  0.905939E-14  0.678679E-13  0.548969E-14  0.521078E-01  0.364989E-01  0.845833E-07  0.529067E-09  0.350783E-15 -0.191910E-22 -0.159395E-23 -0.159816E-25  0.666323E+00  0.000000E+00
0.367600E-03  0.290978E+04  0.252058E-01  0.193470E-01  0.143175E-01  0.287949E-01  0.301318E-01  0.127264E+00  0.908351E-05  0.935445E-13  0.905980E-14  0.678716E-13  0.549007E-14  0.521076E-01  0.364991E-01  0.845827E-07  0.529077E-09  0.350797E-15  0.868607E-23 -0.168639E-23 -0.169356E-25  0.666323E+00  0.000000E+00
0.367800E-03  0.290979E+04  0.252055E-01  0.193465E-01  0.143172E-01  0.287948E-01  0.301317E-01  0.127265E+00  0.908373E-05  0.935483E-13  0.906022E-14  0.678753E-13  0.549045E-14  0.521074E-01  0.364994E-01  0.845820E-07  0.529087E-09  0.350810E-15  0.354252E-22 -0.176497E-23 -0.177499E-25  0.666324E+00  0.000000E+00
0.368000E-03  0.290980E+04  0.252053E-01  0.193460E-01  0.143170E-01  0.287946E-01  0.301317E-01  0.127265E+00  0.908396E-05  0.935521E-13  0.906063E-14  0.678789E-13  0.549083E-14  0.521072E-01  0.364997E-01  0.845814E-07  0.529097E-09  0.350824E-15  0.609536E-22 -0.182934E-23 -0.184208E-25  0.666324E+00  0.000000E+00
0.368200E-03  0.290981E+04  0.252051E-01  0.193455E-01  0.143167E-01  0.287944E-01  0.301316E-01  0.127266E+00  0.908418E-05  0.935559E-13  0.906105E-14  0.678826E-13  0.549121E-14  0.521070E-01  0.365000E-01  0.845808E-07  0.529107E-09  0.350837E-15  0.851984E-22 -0.187914E-23 -0.189443E-25  0.666325E+00  0.000000E+00
0.368400E-03  0.290982E+04  0.252048E-01  0.193450E-01  0.143164E-01  0.287942E-01  0.301315E-01  0.127266E+00  0.908441E-05  0.935597E-13  0.906146E-14  0.678862E-13  0.549159E-14  0.521068E-01  0.365003E-01  0.845802E-07  0.529117E-09  0.350851E-15  0.108087E-21 -0.191401E-23 -0.193169E-25  0.666325E+00  0.000000E+00
0.368600E-03  0.290983E+04  0.252046E-01  0.193445E-01  0.143161E-01  0.287941E-01  0.301314E-01  0.127267E+00  0.908463E-05  0.935635E-13  0.906187E-14  0.678899E-13  0.549197E-14  0.521066E-01  0.365005E-01  0.845796E-07  0.529127E-09  0.350864E-15  0.129546E-21 -0.193359E-23 -0.195348E-25  0.666326E+00  0.000000E+00
0.368800E-03  0.290984E+04  0.252044E-01  0.193441E-01  0.143158E-01  0.287939E-01  0.301314E-01  0.127268E+00  0.908485E-05  0.935673E-13  0.906228E-14  0.678935E-13  0.549234E-14  0.521063E-01  0.365008E-01  0.845791E-07  0.529137E-09  0.350878E-15  0.149504E-21 -0.193752E-23 -0.195942E-25  0.666326E+00  0.000000E+00
0.369000E-03  0.290985E+04  0.252042E-01  0.193436E-01  0.143156E-01  0.287937E-01  0.301313E-01  0.127268E+00  0.908507E-05  0.935711E-13  0.906269E-14  0.678972E-13  0.549272E-14  0.521061E-01  0.365011E-01  0.845785E-07  0.529147E-09  0.350891E-15  0.167887E-21 -0.192543E-23 -0.194913E-25  0.666327E+00  0.000000E+00
0.369200E-03  0.290986E+04  0.252039E-01  0.193431E-01  0.143153E-01  0.287935E-01  0.301312E-01  0.127269E+00  0.908530E-05  0.935749E-13  0.906310E-14  0.679008E-13  0.549310E-14  0.521059E-01  0.365013E-01  0.845779E-07  0.529157E-09  0.350905E-15  0.184623E-21 -0.189698E-23 -0.192224E-25  0.666327E+00  0.000000E+00
0.369400E-03  0.290987E+04  0.252037E-01  0.193426E-01  0.143150E-01  0.287933E-01  0.301311E-01  0.127270E+00  0.908552E-05  0.935786E-13  0.906351E-14  0.679044E-13  0.549347E-14  0.521057E-01  0.365016E-01  0.845773E-07  0.529167E-09  0.350918E-15  0.199639E-21 -0.185179E-23 -0.187838E-25  0.666328E+00  0.000000E+00
0.369600E-03  0.290988E+04  0.252035E-01  0.193421E-01  0.143147E-01  0.287932E-01  0.301311E-01  0.127270E+00  0.908574E-05  0.935824E-13  0.906391E-14  0.679080E-13  0.549384E-14  0.521055E-01  0.365019E-01  0.845767E-07  0.529177E-09  0.350931E-15  0.212861E-21 -0.178952E-23 -0.181716E-25  0.666328E+00  0.000000E+00
0.369800E-03  0.290989E+04  0.252032E-01  0.193417E-01  0.143144E-01  0.287930E-01  0.301310E-01  0.127271E+00  0.908596E-05  0.935861E-13  0.906432E-14  0.679116E-13  0.549422E-14  0.521053E-01  0.365022E-01  0.845761E-07  0.529187E-09  0.350944E-15  0.224218E-21 -0.170980E-23 -0.173822E-25  0.666329E+00  0.000000E+00
0.370000E-03  0.290990E+04  0.252030E-01  0.193412E-01  0.143142E-01  0.287928E-01  0.301309E-01  0.127272E+00  0.908618E-05  0.935899E-13  0.906473E-14  0.679152E-13  0.549459E-14  0.521051E-01  0.365024E-01  0.845755E-07  0.529197E-09  0.350958E-15  0.233637E-21 -0.161227E-23 -0.164118E-25  0.666330E+00  0.000000E+00
0.370200E-03  0.290991E+04  0.252028E-01  0.193407E-01  0.143139E-01  0.287926E-01  0.301308E-01  0.127272E+00  0.908640E-05  0.935936E-13  0.906513E-14  0.679188E-13  0.549496E-14  0.521049E-01  0.365027E-01  0.845749E-07  0.529207E-09  0.350971E-15  0.241045E-21 -0.149658E-23 -0.152566E-25  0.666330E+00  0.000000E+00
0.370400E-03  0.290992E+04  0.252026E-01  0.193402E-01  0.143136E-01  0.287925E-01  0.301308E-01  0.127273E+00  0.908662E-05  0.935973E-13  0.906554E-14  0.679224E-13  0.549533E-14  0.521047E-01  0.365030E-01  0.845743E-07  0.529217E-09  0.350984E-15  0.246368E-21 -0.136235E-23 -0.139129E-25  0.666331E+00  0.000000E+00
0.370600E-03  0.290993E+04  0.252023E-01  0.193398E-01  0.143133E-01  0.287923E-01  0.301307E-01  0.127274E+00  0.908683E-05  0.936010E-13  0.906594E-14  0.679259E-13  0.549570E-14  0.521045E-01  0.365032E-01  0.845737E-07  0.529226E-09  0.350997E-15  0.249535E-21 -0.120924E-23 -0.123769E-25  0.666331E+00  0.000000E+00
0.370800E-03  0.290994E+04  0.252021E-01  0.193393E-01  0.143131E-01  0.287921E-01  0.301306E-01  0.127274E+00  0.908705E-05  0.936048E-13  0.906634E-14  0.679295E-13  0.549607E-14  0.521043E-01  0.365035E-01  0.845732E-07  0.529236E-09  0.351010E-15  0.250472E-21 -0.103688E-23 -0.106448E-25  0.666332E+00  0.000000E+00
0.371000E-03  0.290995E+04  0.252019E-01  0.193388E-01  0.143128E-01  0.287919E-01  0.301305E-01  0.127275E+00  0.908727E-05  0.936085E-13  0.906674E-14  0.679330E-13  0.549644E-14  0.521041E-01  0.365038E-01  0.845726E-07  0.529246E-09  0.351024E-15  0.249107E-21 -0.844918E-24 -0.871298E-26  0.666332E+00  0.000000E+00
0.371200E-03  0.290996E+04  0.252017E-01  0.193384E-01  0.143125E-01  0.287918E-01  0.301305E-01  0.127275E+00  0.908749E-05  0.936122E-13  0.906714E-14  0.679366E-13  0.549681E-14  0.521039E-01  0.365040E-01  0.845720E-07  0.529256E-09  0.351037E-15  0.245367E-21 -0.632988E-24 -0.657760E-26  0.666333E+00  0.000000E+00
0.371400E-03  0.290997E+04  0.252014E-01  0.193379E-01  0.143122E-01  0.287916E-01  0.301304E-01  0.127276E+00  0.908770E-05  0.936158E-13  0.906754E-14  0.679401E-13  0.549718E-14  0.521037E-01  0.365043E-01  0.845714E-07  0.529265E-09  0.351050E-15  0.239179E-21 -0.400733E-24 -0.423493E-26  0.666333E+00  0.000000E+00
0.371600E-03  0.290998E+04  0.252012E-01  0.193374E-01  0.143120E-01  0.287914E-01  0.301303E-01  0.127277E+00  0.908792E-05  0.936195E-13  0.906794E-14  0.679437E-13  0.549754E-14  0.521035E-01  0.365046E-01  0.845708E-07  0.529275E-09  0.351063E-15  0.244092E-21 -0.258528E-24 -0.281435E-26  0.666334E+00  0.000000E+00
0.371800E-03  0.290999E+04  0.252010E-01  0.193369E-01  0.143117E-01  0.287913E-01  0.301302E-01  0.127277E+00  0.908814E-05  0.936232E-13  0.906834E-14  0.679472E-13  0.549791E-14  0.521033E-01  0.365048E-01  0.845703E-07  0.529285E-09  0.351076E-15  0.267032E-21 -0.262894E-24 -0.289416E-26  0.666334E+00  0.000000E+00
0.372000E-03  0.291000E+04  0.252008E-01  0.193365E-01  0.143114E-01  0.287911E-01  0.301302E-01  0.127278E+00  0.908835E-05  0.936269E-13  0.906874E-14  0.679507E-13  0.549827E-14  0.521031E-01  0.365051E-01  0.845697E-07  0.529295E-09  0.351089E-15  0.289638E-21 -0.264815E-24 -0.294944E-26  0.666335E+00  0.000000E+00
0.372200E-03  0.291001E+04  0.252006E-01  0.193360E-01  0.143111E-01  0.287909E-01  0.301301E-01  0.127279E+00  0.908857E-05  0.936305E-13  0.906914E-14  0.679542E-13  0.549864E-14  0.521029E-01  0.365054E-01  0.845691E-07  0.529304E-09  0.351102E-15  0.311892E-21 -0.264371E-24 -0.298090E-26  0.666335E+00  0.000000E+00
