# T(SEC)      TMP(K)       H2         H          O          O2         OH        H2O        HO2        CH2        CH2(S)     CH3       CH4        CO         CO2        HCO        CH2O      CH3O       C2H4       C2H5       C2H6       N2         AR
0.175400E-03  0.287944E+04  0.258905E-01  0.208430E-01  0.151797E-01  0.293259E-01  0.303385E-01  0.125301E+00  0.843278E-05  0.829089E-13  0.791239E-14  0.578451E-13  0.447214E-14  0.527011E-01  0.356923E-01  0.867735E-07  0.501648E-09  0.316637E-15 -0.448180E-18 -0.799100E-21 -0.837451E-23  0.664719E+00  0.000000E+00
0.175600E-03  0.287951E+04  0.258890E-01  0.208395E-01  0.151776E-01  0.293246E-01  0.303381E-01  0.125306E+00  0.843424E-05  0.829320E-13  0.791486E-14  0.578664E-13  0.447424E-14  0.526997E-01  0.356942E-01  0.867675E-07  0.501706E-09  0.316703E-15 -0.467831E-18 -0.718287E-21 -0.754479E-23  0.664723E+00  0.000000E+00
0.175800E-03  0.287958E+04  0.258874E-01  0.208359E-01  0.151756E-01  0.293234E-01  0.303376E-01  0.125311E+00  0.843571E-05  0.829550E-13  0.791732E-14  0.578876E-13  0.447634E-14  0.526984E-01  0.356960E-01  0.867615E-07  0.501763E-09  0.316769E-15 -0.487180E-18 -0.634061E-21 -0.667986E-23  0.664727E+00  0.000000E+00
0.176000E-03  0.287965E+04  0.258858E-01  0.208323E-01  0.151736E-01  0.293222E-01  0.303372E-01  0.125315E+00  0.843716E-05  0.829779E-13  0.791978E-14  0.579088E-13  0.447844E-14  0.526971E-01  0.356978E-01  0.867555E-07  0.501821E-09  0.316834E-15 -0.506201E-18 -0.546365E-21 -0.577915E-23  0.664730E+00  0.000000E+00
0.176200E-03  0.287972E+04  0.258843E-01  0.208288E-01  0.151715E-01  0.293210E-01  0.303368E-01  0.125320E+00  0.843862E-05  0.830008E-13  0.792224E-14  0.579299E-13  0.448053E-14  0.526958E-01  0.356996E-01  0.867495E-07  0.501879E-09  0.316900E-15 -0.524865E-18 -0.455145E-21 -0.484209E-23  0.664734E+00  0.000000E+00
0.176400E-03  0.287979E+04  0.258827E-01  0.208252E-01  0.151695E-01  0.293198E-01  0.303364E-01  0.125324E+00  0.844008E-05  0.830237E-13  0.792469E-14  0.579510E-13  0.448262E-14  0.526944E-01  0.357014E-01  0.867436E-07  0.501936E-09  0.316965E-15 -0.543146E-18 -0.360343E-21 -0.386809E-23  0.664738E+00  0.000000E+00
0.176600E-03  0.287986E+04  0.258811E-01  0.208217E-01  0.151675E-01  0.293186E-01  0.303359E-01  0.125329E+00  0.844153E-05  0.830465E-13  0.792714E-14  0.579720E-13  0.448471E-14  0.526931E-01  0.357033E-01  0.867377E-07  0.501994E-09  0.317031E-15 -0.561015E-18 -0.261904E-21 -0.285659E-23  0.664742E+00  0.000000E+00
0.176800E-03  0.287993E+04  0.258796E-01  0.208182E-01  0.151655E-01  0.293173E-01  0.303355E-01  0.125333E+00  0.844298E-05  0.830693E-13  0.792958E-14  0.579931E-13  0.448679E-14  0.526918E-01  0.357051E-01  0.867317E-07  0.502051E-09  0.317096E-15 -0.578444E-18 -0.159771E-21 -0.180698E-23  0.664745E+00  0.000000E+00
0.177000E-03  0.288000E+04  0.258780E-01  0.208146E-01  0.151635E-01  0.293161E-01  0.303351E-01  0.125338E+00  0.844442E-05  0.830921E-13  0.793202E-14  0.580141E-13  0.448887E-14  0.526905E-01  0.357069E-01  0.867259E-07  0.502109E-09  0.317161E-15 -0.595404E-18 -0.538874E-22 -0.718689E-24  0.664749E+00  0.000000E+00
0.177200E-03  0.288007E+04  0.258765E-01  0.208111E-01  0.151615E-01  0.293149E-01  0.303347E-01  0.125342E+00  0.844587E-05  0.831148E-13  0.793446E-14  0.580350E-13  0.449095E-14  0.526892E-01  0.357087E-01  0.867200E-07  0.502166E-09  0.317227E-15 -0.611866E-18  0.558038E-22  0.408877E-24  0.664753E+00  0.000000E+00
0.177400E-03  0.288014E+04  0.258749E-01  0.208076E-01  0.151595E-01  0.293137E-01  0.303343E-01  0.125347E+00  0.844731E-05  0.831375E-13  0.793689E-14  0.580559E-13  0.449302E-14  0.526879E-01  0.357105E-01  0.867141E-07  0.502223E-09  0.317292E-15 -0.627800E-18  0.169360E-21  0.157631E-23  0.664756E+00  0.000000E+00
0.177600E-03  0.288021E+04  0.258734E-01  0.208041E-01  0.151575E-01  0.293125E-01  0.303338E-01  0.125351E+00  0.844875E-05  0.831601E-13  0.793932E-14  0.580768E-13  0.449509E-14  0.526866E-01  0.357123E-01  0.867083E-07  0.502280E-09  0.317357E-15 -0.643176E-18  0.286840E-21  0.278422E-23  0.664760E+00  0.000000E+00
0.177800E-03  0.288028E+04  0.258718E-01  0.208006E-01  0.151555E-01  0.293113E-01  0.303334E-01  0.125356E+00  0.845018E-05  0.831827E-13  0.794174E-14  0.580977E-13  0.449716E-14  0.526853E-01  0.357141E-01  0.867024E-07  0.502337E-09  0.317422E-15 -0.657964E-18  0.408300E-21  0.403319E-23  0.664764E+00  0.000000E+00
0.178000E-03  0.288035E+04  0.258703E-01  0.207971E-01  0.151535E-01  0.293101E-01  0.303330E-01  0.125360E+00  0.845162E-05  0.832053E-13  0.794416E-14  0.581185E-13  0.449922E-14  0.526840E-01  0.357159E-01  0.866966E-07  0.502394E-09  0.317487E-15 -0.672133E-18  0.533801E-21  0.532384E-23  0.664767E+00  0.000000E+00
0.178200E-03  0.288042E+04  0.258687E-01  0.207936E-01  0.151515E-01  0.293089E-01  0.303326E-01  0.125365E+00  0.845305E-05  0.832278E-13  0.794658E-14  0.581393E-13  0.450128E-14  0.526827E-01  0.357177E-01  0.866908E-07  0.502451E-09  0.317552E-15 -0.685652E-18  0.663399E-21  0.665677E-23  0.664771E+00  0.000000E+00
0.178400E-03  0.288049E+04  0.258672E-01  0.207902E-01  0.151495E-01  0.293077E-01  0.303322E-01  0.125369E+00  0.845448E-05  0.832503E-13  0.794899E-14  0.581601E-13  0.450334E-14  0.526814E-01  0.357194E-01  0.866850E-07  0.502508E-09  0.317617E-15 -0.699846E-18  0.742486E-21  0.747112E-23  0.664775E+00  0.000000E+00
0.178600E-03  0.288056E+04  0.258657E-01  0.207867E-01  0.151476E-01  0.293066E-01  0.303317E-01  0.125374E+00  0.845590E-05  0.832728E-13  0.795140E-14  0.581808E-13  0.450540E-14  0.526801E-01  0.357212E-01  0.866792E-07  0.502564E-09  0.317681E-15 -0.713612E-18  0.814233E-21  0.821028E-23  0.664778E+00  0.000000E+00
0.178800E-03  0.288063E+04  0.258642E-01  0.207832E-01  0.151456E-01  0.293054E-01  0.303313E-01  0.125378E+00  0.845733E-05  0.832953E-13  0.795381E-14  0.582016E-13  0.450746E-14  0.526788E-01  0.357230E-01  0.866735E-07  0.502621E-09  0.317746E-15 -0.726750E-18  0.885526E-21  0.894499E-23  0.664782E+00  0.000000E+00
0.179000E-03  0.288070E+04  0.258626E-01  0.207798E-01  0.151436E-01  0.293042E-01  0.303309E-01  0.125382E+00  0.845875E-05  0.833177E-13  0.795621E-14  0.582223E-13  0.450951E-14  0.526775E-01  0.357248E-01  0.866677E-07  0.502678E-09  0.317811E-15 -0.739229E-18  0.956273E-21  0.967429E-23  0.664786E+00  0.000000E+00
0.179200E-03  0.288076E+04  0.258611E-01  0.207763E-01  0.151417E-01  0.293030E-01  0.303305E-01  0.125387E+00  0.846017E-05  0.833400E-13  0.795861E-14  0.582429E-13  0.451156E-14  0.526762E-01  0.357265E-01  0.866620E-07  0.502734E-09  0.317875E-15 -0.751021E-18  0.102638E-20  0.103972E-22  0.664789E+00  0.000000E+00
0.179400E-03  0.288083E+04  0.258596E-01  0.207729E-01  0.151397E-01  0.293018E-01  0.303301E-01  0.125391E+00  0.846158E-05  0.833624E-13  0.796101E-14  0.582636E-13  0.451361E-14  0.526749E-01  0.357283E-01  0.866563E-07  0.502790E-09  0.317940E-15 -0.762095E-18  0.109575E-20  0.111128E-22  0.664793E+00  0.000000E+00
0.179600E-03  0.288090E+04  0.258581E-01  0.207695E-01  0.151377E-01  0.293006E-01  0.303297E-01  0.125396E+00  0.846300E-05  0.833847E-13  0.796340E-14  0.582842E-13  0.451566E-14  0.526736E-01  0.357301E-01  0.866506E-07  0.502846E-09  0.318004E-15 -0.772421E-18  0.116429E-20  0.118201E-22  0.664796E+00  0.000000E+00
0.179800E-03  0.288097E+04  0.258565E-01  0.207660E-01  0.151358E-01  0.292995E-01  0.303292E-01  0.125400E+00  0.846441E-05  0.834069E-13  0.796579E-14  0.583048E-13  0.451770E-14  0.526723E-01  0.357318E-01  0.866449E-07  0.502903E-09  0.318069E-15 -0.781970E-18  0.123190E-20  0.125180E-22  0.664800E+00  0.000000E+00
0.180000E-03  0.288104E+04  0.258550E-01  0.207626E-01  0.151338E-01  0.292983E-01  0.303288E-01  0.125404E+00  0.846582E-05  0.834292E-13  0.796817E-14  0.583253E-13  0.451974E-14  0.526711E-01  0.357336E-01  0.866392E-07  0.502959E-09  0.318133E-15 -0.790710E-18  0.129848E-20  0.132056E-22  0.664804E+00  0.000000E+00
0.180200E-03  0.288111E+04  0.258535E-01  0.207592E-01  0.151319E-01  0.292971E-01  0.303284E-01  0.125409E+00  0.846722E-05  0.834513E-13  0.797055E-14  0.583458E-13  0.452178E-14  0.526698E-01  0.357354E-01  0.866336E-07  0.503015E-09  0.318197E-15 -0.798609E-18  0.136392E-20  0.138817E-22  0.664807E+00  0.000000E+00
0.180400E-03  0.288117E+04  0.258520E-01  0.207558E-01  0.151300E-01  0.292960E-01  0.303280E-01  0.125413E+00  0.846863E-05  0.834735E-13  0.797293E-14  0.583663E-13  0.452382E-14  0.526685E-01  0.357371E-01  0.866279E-07  0.503071E-09  0.318261E-15 -0.805637E-18  0.142813E-20  0.145454E-22  0.664811E+00  0.000000E+00
0.180600E-03  0.288124E+04  0.258505E-01  0.207524E-01  0.151280E-01  0.292948E-01  0.303276E-01  0.125418E+00  0.847003E-05  0.834956E-13  0.797530E-14  0.583868E-13  0.452585E-14  0.526672E-01  0.357389E-01  0.866223E-07  0.503126E-09  0.318325E-15 -0.811761E-18  0.149099E-20  0.151955E-22  0.664814E+00  0.000000E+00
0.180800E-03  0.288131E+04  0.258490E-01  0.207490E-01  0.151261E-01  0.292936E-01  0.303272E-01  0.125422E+00  0.847143E-05  0.835177E-13  0.797767E-14  0.584072E-13  0.452788E-14  0.526660E-01  0.357406E-01  0.866167E-07  0.503182E-09  0.318389E-15 -0.816949E-18  0.155240E-20  0.158310E-22  0.664818E+00  0.000000E+00
0.181000E-03  0.288138E+04  0.258475E-01  0.207456E-01  0.151242E-01  0.292925E-01  0.303268E-01  0.125426E+00  0.847282E-05  0.835398E-13  0.798004E-14  0.584276E-13  0.452991E-14  0.526647E-01  0.357424E-01  0.866111E-07  0.503238E-09  0.318453E-15 -0.821168E-18  0.161225E-20  0.164507E-22  0.664822E+00  0.000000E+00
0.181200E-03  0.288144E+04  0.258460E-01  0.207423E-01  0.151222E-01  0.292913E-01  0.303263E-01  0.125431E+00  0.847422E-05  0.835618E-13  0.798240E-14  0.584480E-13  0.453193E-14  0.526634E-01  0.357441E-01  0.866055E-07  0.503293E-09  0.318517E-15 -0.824386E-18  0.167043E-20  0.170534E-22  0.664825E+00  0.000000E+00
0.181400E-03  0.288151E+04  0.258445E-01  0.207389E-01  0.151203E-01  0.292901E-01  0.303259E-01  0.125435E+00  0.847561E-05  0.835837E-13  0.798476E-14  0.584683E-13  0.453395E-14  0.526622E-01  0.357458E-01  0.866000E-07  0.503349E-09  0.318581E-15 -0.826569E-18  0.172683E-20  0.176382E-22  0.664829E+00  0.000000E+00
0.181600E-03  0.288158E+04  0.258430E-01  0.207355E-01  0.151184E-01  0.292890E-01  0.303255E-01  0.125439E+00  0.847700E-05  0.836057E-13  0.798711E-14  0.584886E-13  0.453597E-14  0.526609E-01  0.357476E-01  0.865944E-07  0.503404E-09  0.318645E-15 -0.827683E-18  0.178133E-20  0.182037E-22  0.664832E+00  0.000000E+00
0.181800E-03  0.288165E+04  0.258416E-01  0.207322E-01  0.151165E-01  0.292878E-01  0.303251E-01  0.125444E+00  0.847838E-05  0.836276E-13  0.798947E-14  0.585089E-13  0.453799E-14  0.526596E-01  0.357493E-01  0.865889E-07  0.503460E-09  0.318708E-15 -0.827695E-18  0.183382E-20  0.187488E-22  0.664836E+00  0.000000E+00
0.182000E-03  0.288171E+04  0.258401E-01  0.207288E-01  0.151146E-01  0.292867E-01  0.303247E-01  0.125448E+00  0.847977E-05  0.836495E-13  0.799181E-14  0.585291E-13  0.454000E-14  0.526584E-01  0.357510E-01  0.865834E-07  0.503515E-09  0.318772E-15 -0.826569E-18  0.188419E-20  0.192723E-22  0.664839E+00  0.000000E+00
0.182200E-03  0.288178E+04  0.258386E-01  0.207255E-01  0.151127E-01  0.292855E-01  0.303243E-01  0.125452E+00  0.848115E-05  0.836713E-13  0.799416E-14  0.585493E-13  0.454201E-14  0.526571E-01  0.357527E-01  0.865779E-07  0.503570E-09  0.318836E-15 -0.824271E-18  0.193230E-20  0.197731E-22  0.664843E+00  0.000000E+00
0.182400E-03  0.288185E+04  0.258371E-01  0.207222E-01  0.151108E-01  0.292844E-01  0.303239E-01  0.125456E+00  0.848253E-05  0.836931E-13  0.799650E-14  0.585695E-13  0.454402E-14  0.526559E-01  0.357545E-01  0.865724E-07  0.503625E-09  0.318899E-15 -0.820766E-18  0.197804E-20  0.202497E-22  0.664846E+00  0.000000E+00
0.182600E-03  0.288191E+04  0.258356E-01  0.207188E-01  0.151089E-01  0.292832E-01  0.303235E-01  0.125461E+00  0.848390E-05  0.837149E-13  0.799883E-14  0.585897E-13  0.454602E-14  0.526546E-01  0.357562E-01  0.865669E-07  0.503680E-09  0.318962E-15 -0.816019E-18  0.202130E-20  0.207011E-22  0.664850E+00  0.000000E+00
0.182800E-03  0.288198E+04  0.258342E-01  0.207155E-01  0.151070E-01  0.292821E-01  0.303231E-01  0.125465E+00  0.848528E-05  0.837366E-13  0.800117E-14  0.586098E-13  0.454803E-14  0.526534E-01  0.357579E-01  0.865614E-07  0.503735E-09  0.319026E-15 -0.809993E-18  0.206193E-20  0.211259E-22  0.664853E+00  0.000000E+00
0.183000E-03  0.288205E+04  0.258327E-01  0.207122E-01  0.151051E-01  0.292809E-01  0.303227E-01  0.125469E+00  0.848665E-05  0.837583E-13  0.800350E-14  0.586299E-13  0.455003E-14  0.526521E-01  0.357596E-01  0.865560E-07  0.503790E-09  0.319089E-15 -0.802653E-18  0.209983E-20  0.215228E-22  0.664857E+00  0.000000E+00
0.183200E-03  0.288211E+04  0.258312E-01  0.207089E-01  0.151032E-01  0.292798E-01  0.303223E-01  0.125473E+00  0.848802E-05  0.837800E-13  0.800582E-14  0.586500E-13  0.455202E-14  0.526509E-01  0.357613E-01  0.865505E-07  0.503844E-09  0.319152E-15 -0.793961E-18  0.213486E-20  0.218906E-22  0.664860E+00  0.000000E+00
0.183400E-03  0.288218E+04  0.258298E-01  0.207056E-01  0.151013E-01  0.292787E-01  0.303219E-01  0.125478E+00  0.848939E-05  0.838016E-13  0.800814E-14  0.586700E-13  0.455402E-14  0.526496E-01  0.357630E-01  0.865451E-07  0.503899E-09  0.319215E-15 -0.783881E-18  0.216689E-20  0.222279E-22  0.664864E+00  0.000000E+00
0.183600E-03  0.288224E+04  0.258283E-01  0.207023E-01  0.150994E-01  0.292775E-01  0.303215E-01  0.125482E+00  0.849075E-05  0.838232E-13  0.801046E-14  0.586900E-13  0.455601E-14  0.526484E-01  0.357647E-01  0.865397E-07  0.503954E-09  0.319279E-15 -0.772376E-18  0.219580E-20  0.225334E-22  0.664867E+00  0.000000E+00
0.183800E-03  0.288231E+04  0.258268E-01  0.206990E-01  0.150975E-01  0.292764E-01  0.303211E-01  0.125486E+00  0.849211E-05  0.838448E-13  0.801278E-14  0.587100E-13  0.455800E-14  0.526472E-01  0.357664E-01  0.865343E-07  0.504008E-09  0.319342E-15 -0.759408E-18  0.222144E-20  0.228057E-22  0.664871E+00  0.000000E+00
0.184000E-03  0.288237E+04  0.258254E-01  0.206957E-01  0.150957E-01  0.292753E-01  0.303207E-01  0.125490E+00  0.849347E-05  0.838663E-13  0.801509E-14  0.587300E-13  0.455999E-14  0.526459E-01  0.357681E-01  0.865289E-07  0.504063E-09  0.319404E-15 -0.744939E-18  0.224369E-20  0.230434E-22  0.664874E+00  0.000000E+00
0.184200E-03  0.288244E+04  0.258239E-01  0.206924E-01  0.150938E-01  0.292741E-01  0.303202E-01  0.125495E+00  0.849483E-05  0.838878E-13  0.801740E-14  0.587499E-13  0.456198E-14  0.526447E-01  0.357698E-01  0.865236E-07  0.504117E-09  0.319467E-15 -0.728931E-18  0.226241E-20  0.232453E-22  0.664878E+00  0.000000E+00
0.184400E-03  0.288250E+04  0.258225E-01  0.206892E-01  0.150919E-01  0.292730E-01  0.303198E-01  0.125499E+00  0.849618E-05  0.839093E-13  0.801970E-14  0.587698E-13  0.456396E-14  0.526435E-01  0.357715E-01  0.865182E-07  0.504171E-09  0.319530E-15 -0.711345E-18  0.227746E-20  0.234098E-22  0.664881E+00  0.000000E+00
0.184600E-03  0.288257E+04  0.258210E-01  0.206859E-01  0.150901E-01  0.292719E-01  0.303194E-01  0.125503E+00  0.849754E-05  0.839307E-13  0.802200E-14  0.587897E-13  0.456594E-14  0.526422E-01  0.357732E-01  0.865129E-07  0.504225E-09  0.319593E-15 -0.692141E-18  0.228870E-20  0.235355E-22  0.664885E+00  0.000000E+00
0.184800E-03  0.288264E+04  0.258196E-01  0.206827E-01  0.150882E-01  0.292708E-01  0.303190E-01  0.125507E+00  0.849889E-05  0.839521E-13  0.802430E-14  0.588095E-13  0.456792E-14  0.526410E-01  0.357749E-01  0.865076E-07  0.504279E-09  0.319656E-15 -0.671282E-18  0.229600E-20  0.236210E-22  0.664888E+00  0.000000E+00
0.185000E-03  0.288270E+04  0.258181E-01  0.206794E-01  0.150864E-01  0.292697E-01  0.303186E-01  0.125511E+00  0.850023E-05  0.839734E-13  0.802659E-14  0.588294E-13  0.456989E-14  0.526398E-01  0.357766E-01  0.865023E-07  0.504333E-09  0.319718E-15 -0.648726E-18  0.229921E-20  0.236649E-22  0.664891E+00  0.000000E+00
0.185200E-03  0.288276E+04  0.258167E-01  0.206762E-01  0.150845E-01  0.292685E-01  0.303182E-01  0.125516E+00  0.850158E-05  0.839948E-13  0.802888E-14  0.588492E-13  0.457187E-14  0.526386E-01  0.357782E-01  0.864970E-07  0.504387E-09  0.319781E-15 -0.624434E-18  0.229819E-20  0.236657E-22  0.664895E+00  0.000000E+00
0.185400E-03  0.288283E+04  0.258153E-01  0.206729E-01  0.150827E-01  0.292674E-01  0.303178E-01  0.125520E+00  0.850292E-05  0.840161E-13  0.803117E-14  0.588689E-13  0.457384E-14  0.526373E-01  0.357799E-01  0.864917E-07  0.504441E-09  0.319843E-15 -0.598365E-18  0.229278E-20  0.236218E-22  0.664898E+00  0.000000E+00
0.185600E-03  0.288289E+04  0.258138E-01  0.206697E-01  0.150808E-01  0.292663E-01  0.303174E-01  0.125524E+00  0.850426E-05  0.840373E-13  0.803345E-14  0.588887E-13  0.457581E-14  0.526361E-01  0.357816E-01  0.864864E-07  0.504495E-09  0.319906E-15 -0.570478E-18  0.228285E-20  0.235318E-22  0.664902E+00  0.000000E+00
0.185800E-03  0.288296E+04  0.258124E-01  0.206665E-01  0.150790E-01  0.292652E-01  0.303170E-01  0.125528E+00  0.850560E-05  0.840585E-13  0.803573E-14  0.589084E-13  0.457777E-14  0.526349E-01  0.357833E-01  0.864812E-07  0.504548E-09  0.319968E-15 -0.540733E-18  0.226824E-20  0.233941E-22  0.664905E+00  0.000000E+00
0.186000E-03  0.288302E+04  0.258110E-01  0.206633E-01  0.150772E-01  0.292641E-01  0.303166E-01  0.125532E+00  0.850694E-05  0.840797E-13  0.803801E-14  0.589281E-13  0.457974E-14  0.526337E-01  0.357849E-01  0.864759E-07  0.504602E-09  0.320030E-15 -0.509087E-18  0.224881E-20  0.232072E-22  0.664909E+00  0.000000E+00
0.186200E-03  0.288309E+04  0.258095E-01  0.206601E-01  0.150753E-01  0.292630E-01  0.303162E-01  0.125536E+00  0.850827E-05  0.841009E-13  0.804028E-14  0.589477E-13  0.458170E-14  0.526325E-01  0.357866E-01  0.864707E-07  0.504655E-09  0.320092E-15 -0.475499E-18  0.222439E-20  0.229695E-22  0.664912E+00  0.000000E+00
0.186400E-03  0.288315E+04  0.258081E-01  0.206569E-01  0.150735E-01  0.292619E-01  0.303159E-01  0.125540E+00  0.850960E-05  0.841220E-13  0.804255E-14  0.589673E-13  0.458366E-14  0.526313E-01  0.357882E-01  0.864655E-07  0.504709E-09  0.320155E-15 -0.439927E-18  0.219484E-20  0.226795E-22  0.664915E+00  0.000000E+00
0.186600E-03  0.288321E+04  0.258067E-01  0.206537E-01  0.150717E-01  0.292608E-01  0.303155E-01  0.125545E+00  0.851093E-05  0.841431E-13  0.804482E-14  0.589869E-13  0.458562E-14  0.526301E-01  0.357899E-01  0.864603E-07  0.504762E-09  0.320217E-15 -0.402328E-18  0.216001E-20  0.223356E-22  0.664919E+00  0.000000E+00
0.186800E-03  0.288328E+04  0.258053E-01  0.206505E-01  0.150699E-01  0.292597E-01  0.303151E-01  0.125549E+00  0.851225E-05  0.841642E-13  0.804708E-14  0.590065E-13  0.458757E-14  0.526288E-01  0.357915E-01  0.864551E-07  0.504815E-09  0.320279E-15 -0.362658E-18  0.211972E-20  0.219361E-22  0.664922E+00  0.000000E+00
0.187000E-03  0.288334E+04  0.258039E-01  0.206473E-01  0.150680E-01  0.292586E-01  0.303147E-01  0.125553E+00  0.851358E-05  0.841852E-13  0.804934E-14  0.590261E-13  0.458952E-14  0.526276E-01  0.357932E-01  0.864499E-07  0.504869E-09  0.320341E-15 -0.320875E-18  0.207383E-20  0.214794E-22  0.664925E+00  0.000000E+00
0.187200E-03  0.288341E+04  0.258024E-01  0.206441E-01  0.150662E-01  0.292575E-01  0.303143E-01  0.125557E+00  0.851490E-05  0.842062E-13  0.805159E-14  0.590456E-13  0.459148E-14  0.526264E-01  0.357948E-01  0.864448E-07  0.504922E-09  0.320402E-15 -0.276936E-18  0.202217E-20  0.209639E-22  0.664929E+00  0.000000E+00
