  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.37540E-03 0.29064E+04 0.25533E-01 0.18991E-01 0.13457E-01 0.26821E-01 0.29215E-01 0.12770E+00 0.85873E-05 0.31353E-06 0.22670E-11 0.18604E-12 0.91981E-13 0.85421E-14 0.53967E-13 0.44973E-14 0.52323E-01 0.36346E-01 0.84313E-07 0.54205E-09 0.14539E-13 0.33944E-15 0.28574E-15 0.14701E-17 0.13189E-16 0.58733E-21 0.67977E-22 0.27253E-26 0.40808E-28 0.34773E-15 0.70195E-16 0.38293E-18 0.38716E-05 0.32373E-06 0.35896E-07 0.12731E-07 0.44343E-07 0.56297E-02 0.12428E-05 0.57914E-06 0.34504E-06 0.98447E-10 0.15452E-08 0.49458E-14 0.13567E-16 0.30695E-13 0.32602E-10 0.30950E-08 0.11669E-08 0.66397E+00 0.00000E+00 0.68015E-40 0.93206E-42 0.15038E-20 0.23872E-22
 0.37560E-03 0.29064E+04 0.25534E-01 0.18990E-01 0.13456E-01 0.26820E-01 0.29214E-01 0.12770E+00 0.85871E-05 0.31353E-06 0.22670E-11 0.18604E-12 0.91983E-13 0.85423E-14 0.53970E-13 0.44976E-14 0.52323E-01 0.36346E-01 0.84313E-07 0.54206E-09 0.14540E-13 0.33945E-15 0.28575E-15 0.14702E-17 0.13190E-16 0.58737E-21 0.67982E-22 0.27255E-26 0.40813E-28 0.34774E-15 0.70198E-16 0.38296E-18 0.38725E-05 0.32383E-06 0.35910E-07 0.12736E-07 0.44342E-07 0.56326E-02 0.12435E-05 0.57917E-06 0.34522E-06 0.98480E-10 0.15457E-08 0.49475E-14 0.13567E-16 0.30708E-13 0.32614E-10 0.30962E-08 0.11673E-08 0.66397E+00 0.00000E+00 0.68025E-40 0.93221E-42 0.15039E-20 0.23874E-22
 0.37580E-03 0.29064E+04 0.25534E-01 0.18990E-01 0.13456E-01 0.26819E-01 0.29214E-01 0.12770E+00 0.85869E-05 0.31353E-06 0.22670E-11 0.18605E-12 0.91986E-13 0.85426E-14 0.53972E-13 0.44979E-14 0.52323E-01 0.36346E-01 0.84313E-07 0.54207E-09 0.14540E-13 0.33946E-15 0.28577E-15 0.14703E-17 0.13191E-16 0.58740E-21 0.67987E-22 0.27258E-26 0.40817E-28 0.34775E-15 0.70201E-16 0.38298E-18 0.38734E-05 0.32393E-06 0.35923E-07 0.12741E-07 0.44342E-07 0.56355E-02 0.12441E-05 0.57920E-06 0.34539E-06 0.98513E-10 0.15463E-08 0.49492E-14 0.13568E-16 0.30721E-13 0.32627E-10 0.30974E-08 0.11677E-08 0.66397E+00 0.00000E+00 0.68035E-40 0.93237E-42 0.15039E-20 0.23875E-22
 0.37600E-03 0.29064E+04 0.25534E-01 0.18990E-01 0.13455E-01 0.26818E-01 0.29213E-01 0.12770E+00 0.85866E-05 0.31353E-06 0.22670E-11 0.18605E-12 0.91988E-13 0.85428E-14 0.53975E-13 0.44982E-14 0.52323E-01 0.36346E-01 0.84313E-07 0.54208E-09 0.14540E-13 0.33947E-15 0.28578E-15 0.14703E-17 0.13192E-16 0.58743E-21 0.67993E-22 0.27260E-26 0.40821E-28 0.34777E-15 0.70204E-16 0.38300E-18 0.38744E-05 0.32402E-06 0.35937E-07 0.12746E-07 0.44341E-07 0.56384E-02 0.12447E-05 0.57924E-06 0.34557E-06 0.98546E-10 0.15468E-08 0.49509E-14 0.13568E-16 0.30734E-13 0.32639E-10 0.30986E-08 0.11681E-08 0.66397E+00 0.00000E+00 0.68046E-40 0.93253E-42 0.15040E-20 0.23877E-22
 0.37620E-03 0.29064E+04 0.25534E-01 0.18989E-01 0.13455E-01 0.26817E-01 0.29213E-01 0.12770E+00 0.85864E-05 0.31352E-06 0.22670E-11 0.18605E-12 0.91991E-13 0.85430E-14 0.53977E-13 0.44985E-14 0.52323E-01 0.36346E-01 0.84313E-07 0.54209E-09 0.14540E-13 0.33948E-15 0.28579E-15 0.14704E-17 0.13193E-16 0.58747E-21 0.67998E-22 0.27263E-26 0.40825E-28 0.34778E-15 0.70207E-16 0.38303E-18 0.38753E-05 0.32412E-06 0.35951E-07 0.12752E-07 0.44340E-07 0.56414E-02 0.12454E-05 0.57927E-06 0.34575E-06 0.98579E-10 0.15474E-08 0.49526E-14 0.13568E-16 0.30747E-13 0.32651E-10 0.30998E-08 0.11685E-08 0.66397E+00 0.00000E+00 0.68056E-40 0.93268E-42 0.15040E-20 0.23878E-22
 0.37640E-03 0.29064E+04 0.25534E-01 0.18989E-01 0.13454E-01 0.26816E-01 0.29212E-01 0.12770E+00 0.85862E-05 0.31352E-06 0.22669E-11 0.18605E-12 0.91993E-13 0.85432E-14 0.53980E-13 0.44988E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54210E-09 0.14541E-13 0.33949E-15 0.28580E-15 0.14704E-17 0.13193E-16 0.58750E-21 0.68003E-22 0.27265E-26 0.40830E-28 0.34779E-15 0.70210E-16 0.38305E-18 0.38762E-05 0.32422E-06 0.35965E-07 0.12757E-07 0.44340E-07 0.56443E-02 0.12460E-05 0.57930E-06 0.34592E-06 0.98611E-10 0.15480E-08 0.49543E-14 0.13568E-16 0.30760E-13 0.32663E-10 0.31009E-08 0.11689E-08 0.66397E+00 0.00000E+00 0.68066E-40 0.93284E-42 0.15041E-20 0.23879E-22
 0.37660E-03 0.29064E+04 0.25534E-01 0.18989E-01 0.13454E-01 0.26815E-01 0.29212E-01 0.12770E+00 0.85860E-05 0.31352E-06 0.22669E-11 0.18605E-12 0.91996E-13 0.85434E-14 0.53982E-13 0.44991E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54212E-09 0.14541E-13 0.33950E-15 0.28581E-15 0.14705E-17 0.13194E-16 0.58753E-21 0.68008E-22 0.27268E-26 0.40834E-28 0.34780E-15 0.70213E-16 0.38307E-18 0.38771E-05 0.32431E-06 0.35979E-07 0.12762E-07 0.44339E-07 0.56472E-02 0.12466E-05 0.57933E-06 0.34610E-06 0.98644E-10 0.15485E-08 0.49560E-14 0.13568E-16 0.30773E-13 0.32675E-10 0.31021E-08 0.11693E-08 0.66397E+00 0.00000E+00 0.68076E-40 0.93300E-42 0.15041E-20 0.23881E-22
 0.37680E-03 0.29064E+04 0.25534E-01 0.18989E-01 0.13453E-01 0.26814E-01 0.29211E-01 0.12770E+00 0.85858E-05 0.31352E-06 0.22669E-11 0.18605E-12 0.91998E-13 0.85437E-14 0.53985E-13 0.44994E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54213E-09 0.14541E-13 0.33951E-15 0.28582E-15 0.14706E-17 0.13195E-16 0.58757E-21 0.68013E-22 0.27271E-26 0.40838E-28 0.34781E-15 0.70216E-16 0.38309E-18 0.38780E-05 0.32441E-06 0.35993E-07 0.12767E-07 0.44338E-07 0.56501E-02 0.12473E-05 0.57936E-06 0.34627E-06 0.98677E-10 0.15491E-08 0.49577E-14 0.13569E-16 0.30786E-13 0.32688E-10 0.31033E-08 0.11698E-08 0.66396E+00 0.00000E+00 0.68086E-40 0.93315E-42 0.15042E-20 0.23882E-22
 0.37700E-03 0.29064E+04 0.25534E-01 0.18988E-01 0.13453E-01 0.26813E-01 0.29211E-01 0.12770E+00 0.85856E-05 0.31352E-06 0.22669E-11 0.18605E-12 0.92001E-13 0.85439E-14 0.53987E-13 0.44997E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54214E-09 0.14541E-13 0.33952E-15 0.28584E-15 0.14706E-17 0.13196E-16 0.58760E-21 0.68019E-22 0.27273E-26 0.40842E-28 0.34782E-15 0.70219E-16 0.38312E-18 0.38789E-05 0.32451E-06 0.36006E-07 0.12772E-07 0.44338E-07 0.56530E-02 0.12479E-05 0.57940E-06 0.34645E-06 0.98710E-10 0.15496E-08 0.49594E-14 0.13569E-16 0.30799E-13 0.32700E-10 0.31045E-08 0.11702E-08 0.66396E+00 0.00000E+00 0.68097E-40 0.93331E-42 0.15043E-20 0.23883E-22
 0.37720E-03 0.29064E+04 0.25535E-01 0.18988E-01 0.13452E-01 0.26812E-01 0.29210E-01 0.12770E+00 0.85854E-05 0.31352E-06 0.22669E-11 0.18605E-12 0.92003E-13 0.85441E-14 0.53990E-13 0.45000E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54215E-09 0.14542E-13 0.33952E-15 0.28585E-15 0.14707E-17 0.13196E-16 0.58763E-21 0.68024E-22 0.27276E-26 0.40847E-28 0.34784E-15 0.70222E-16 0.38314E-18 0.38798E-05 0.32460E-06 0.36020E-07 0.12778E-07 0.44337E-07 0.56560E-02 0.12485E-05 0.57943E-06 0.34663E-06 0.98743E-10 0.15502E-08 0.49611E-14 0.13569E-16 0.30812E-13 0.32712E-10 0.31057E-08 0.11706E-08 0.66396E+00 0.00000E+00 0.68107E-40 0.93347E-42 0.15043E-20 0.23885E-22
 0.37740E-03 0.29064E+04 0.25535E-01 0.18988E-01 0.13452E-01 0.26810E-01 0.29210E-01 0.12770E+00 0.85852E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92006E-13 0.85443E-14 0.53992E-13 0.45003E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54216E-09 0.14542E-13 0.33953E-15 0.28586E-15 0.14707E-17 0.13197E-16 0.58767E-21 0.68029E-22 0.27278E-26 0.40851E-28 0.34785E-15 0.70224E-16 0.38316E-18 0.38807E-05 0.32470E-06 0.36034E-07 0.12783E-07 0.44336E-07 0.56589E-02 0.12492E-05 0.57946E-06 0.34680E-06 0.98775E-10 0.15508E-08 0.49628E-14 0.13569E-16 0.30825E-13 0.32724E-10 0.31068E-08 0.11710E-08 0.66396E+00 0.00000E+00 0.68117E-40 0.93362E-42 0.15044E-20 0.23886E-22
 0.37760E-03 0.29064E+04 0.25535E-01 0.18987E-01 0.13451E-01 0.26809E-01 0.29209E-01 0.12770E+00 0.85850E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92008E-13 0.85445E-14 0.53995E-13 0.45006E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54217E-09 0.14542E-13 0.33954E-15 0.28587E-15 0.14708E-17 0.13198E-16 0.58770E-21 0.68034E-22 0.27281E-26 0.40855E-28 0.34786E-15 0.70227E-16 0.38318E-18 0.38816E-05 0.32480E-06 0.36048E-07 0.12788E-07 0.44336E-07 0.56618E-02 0.12498E-05 0.57949E-06 0.34698E-06 0.98808E-10 0.15513E-08 0.49645E-14 0.13569E-16 0.30838E-13 0.32736E-10 0.31080E-08 0.11714E-08 0.66396E+00 0.00000E+00 0.68127E-40 0.93378E-42 0.15044E-20 0.23887E-22
 0.37780E-03 0.29064E+04 0.25535E-01 0.18987E-01 0.13451E-01 0.26808E-01 0.29209E-01 0.12770E+00 0.85848E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92010E-13 0.85447E-14 0.53997E-13 0.45008E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54218E-09 0.14542E-13 0.33955E-15 0.28588E-15 0.14709E-17 0.13199E-16 0.58773E-21 0.68039E-22 0.27283E-26 0.40859E-28 0.34787E-15 0.70230E-16 0.38321E-18 0.38825E-05 0.32489E-06 0.36062E-07 0.12793E-07 0.44335E-07 0.56647E-02 0.12504E-05 0.57952E-06 0.34715E-06 0.98841E-10 0.15519E-08 0.49662E-14 0.13569E-16 0.30851E-13 0.32748E-10 0.31092E-08 0.11718E-08 0.66396E+00 0.00000E+00 0.68137E-40 0.93393E-42 0.15045E-20 0.23889E-22
 0.37800E-03 0.29064E+04 0.25535E-01 0.18987E-01 0.13450E-01 0.26807E-01 0.29208E-01 0.12770E+00 0.85846E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92013E-13 0.85450E-14 0.54000E-13 0.45011E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54219E-09 0.14543E-13 0.33956E-15 0.28589E-15 0.14709E-17 0.13200E-16 0.58777E-21 0.68044E-22 0.27286E-26 0.40863E-28 0.34788E-15 0.70233E-16 0.38323E-18 0.38834E-05 0.32499E-06 0.36075E-07 0.12798E-07 0.44334E-07 0.56676E-02 0.12511E-05 0.57956E-06 0.34733E-06 0.98873E-10 0.15524E-08 0.49679E-14 0.13570E-16 0.30864E-13 0.32761E-10 0.31104E-08 0.11722E-08 0.66396E+00 0.00000E+00 0.68147E-40 0.93409E-42 0.15045E-20 0.23890E-22
 0.37820E-03 0.29064E+04 0.25535E-01 0.18986E-01 0.13450E-01 0.26806E-01 0.29208E-01 0.12770E+00 0.85844E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92015E-13 0.85452E-14 0.54002E-13 0.45014E-14 0.52324E-01 0.36346E-01 0.84313E-07 0.54220E-09 0.14543E-13 0.33957E-15 0.28590E-15 0.14710E-17 0.13200E-16 0.58780E-21 0.68049E-22 0.27288E-26 0.40868E-28 0.34789E-15 0.70236E-16 0.38325E-18 0.38843E-05 0.32509E-06 0.36089E-07 0.12803E-07 0.44334E-07 0.56705E-02 0.12517E-05 0.57959E-06 0.34751E-06 0.98906E-10 0.15530E-08 0.49696E-14 0.13570E-16 0.30877E-13 0.32773E-10 0.31116E-08 0.11726E-08 0.66396E+00 0.00000E+00 0.68157E-40 0.93424E-42 0.15046E-20 0.23892E-22
 0.37840E-03 0.29064E+04 0.25535E-01 0.18986E-01 0.13449E-01 0.26805E-01 0.29207E-01 0.12770E+00 0.85842E-05 0.31351E-06 0.22669E-11 0.18606E-12 0.92018E-13 0.85454E-14 0.54004E-13 0.45017E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54221E-09 0.14543E-13 0.33958E-15 0.28592E-15 0.14710E-17 0.13201E-16 0.58783E-21 0.68055E-22 0.27291E-26 0.40872E-28 0.34790E-15 0.70239E-16 0.38327E-18 0.38852E-05 0.32518E-06 0.36103E-07 0.12808E-07 0.44333E-07 0.56734E-02 0.12523E-05 0.57962E-06 0.34768E-06 0.98939E-10 0.15535E-08 0.49713E-14 0.13570E-16 0.30890E-13 0.32785E-10 0.31127E-08 0.11731E-08 0.66396E+00 0.00000E+00 0.68167E-40 0.93440E-42 0.15046E-20 0.23893E-22
 0.37860E-03 0.29064E+04 0.25535E-01 0.18986E-01 0.13449E-01 0.26804E-01 0.29207E-01 0.12770E+00 0.85840E-05 0.31350E-06 0.22668E-11 0.18606E-12 0.92020E-13 0.85456E-14 0.54007E-13 0.45020E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54223E-09 0.14543E-13 0.33959E-15 0.28593E-15 0.14711E-17 0.13202E-16 0.58786E-21 0.68060E-22 0.27293E-26 0.40876E-28 0.34792E-15 0.70242E-16 0.38330E-18 0.38862E-05 0.32528E-06 0.36117E-07 0.12814E-07 0.44332E-07 0.56763E-02 0.12530E-05 0.57965E-06 0.34786E-06 0.98971E-10 0.15541E-08 0.49730E-14 0.13570E-16 0.30903E-13 0.32797E-10 0.31139E-08 0.11735E-08 0.66396E+00 0.00000E+00 0.68177E-40 0.93455E-42 0.15047E-20 0.23894E-22
 0.37880E-03 0.29064E+04 0.25535E-01 0.18986E-01 0.13448E-01 0.26803E-01 0.29206E-01 0.12770E+00 0.85838E-05 0.31350E-06 0.22668E-11 0.18606E-12 0.92023E-13 0.85458E-14 0.54009E-13 0.45023E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54224E-09 0.14544E-13 0.33960E-15 0.28594E-15 0.14712E-17 0.13203E-16 0.58790E-21 0.68065E-22 0.27296E-26 0.40880E-28 0.34793E-15 0.70245E-16 0.38332E-18 0.38871E-05 0.32538E-06 0.36131E-07 0.12819E-07 0.44332E-07 0.56793E-02 0.12536E-05 0.57968E-06 0.34803E-06 0.99004E-10 0.15547E-08 0.49747E-14 0.13570E-16 0.30916E-13 0.32809E-10 0.31151E-08 0.11739E-08 0.66395E+00 0.00000E+00 0.68187E-40 0.93470E-42 0.15047E-20 0.23896E-22
 0.37900E-03 0.29064E+04 0.25536E-01 0.18985E-01 0.13448E-01 0.26802E-01 0.29206E-01 0.12770E+00 0.85836E-05 0.31350E-06 0.22668E-11 0.18607E-12 0.92025E-13 0.85460E-14 0.54012E-13 0.45026E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54225E-09 0.14544E-13 0.33961E-15 0.28595E-15 0.14712E-17 0.13204E-16 0.58793E-21 0.68070E-22 0.27298E-26 0.40884E-28 0.34794E-15 0.70248E-16 0.38334E-18 0.38880E-05 0.32547E-06 0.36144E-07 0.12824E-07 0.44331E-07 0.56822E-02 0.12542E-05 0.57972E-06 0.34821E-06 0.99037E-10 0.15552E-08 0.49764E-14 0.13570E-16 0.30929E-13 0.32821E-10 0.31163E-08 0.11743E-08 0.66395E+00 0.00000E+00 0.68197E-40 0.93486E-42 0.15048E-20 0.23897E-22
 0.37920E-03 0.29064E+04 0.25536E-01 0.18985E-01 0.13447E-01 0.26801E-01 0.29205E-01 0.12770E+00 0.85833E-05 0.31350E-06 0.22668E-11 0.18607E-12 0.92027E-13 0.85462E-14 0.54014E-13 0.45029E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54226E-09 0.14544E-13 0.33962E-15 0.28596E-15 0.14713E-17 0.13204E-16 0.58796E-21 0.68075E-22 0.27301E-26 0.40888E-28 0.34795E-15 0.70250E-16 0.38336E-18 0.38889E-05 0.32557E-06 0.36158E-07 0.12829E-07 0.44330E-07 0.56851E-02 0.12549E-05 0.57975E-06 0.34838E-06 0.99069E-10 0.15558E-08 0.49781E-14 0.13571E-16 0.30942E-13 0.32833E-10 0.31174E-08 0.11747E-08 0.66395E+00 0.00000E+00 0.68207E-40 0.93501E-42 0.15048E-20 0.23898E-22
 0.37940E-03 0.29064E+04 0.25536E-01 0.18985E-01 0.13447E-01 0.26800E-01 0.29205E-01 0.12770E+00 0.85831E-05 0.31350E-06 0.22668E-11 0.18607E-12 0.92030E-13 0.85465E-14 0.54017E-13 0.45032E-14 0.52324E-01 0.36345E-01 0.84313E-07 0.54227E-09 0.14544E-13 0.33963E-15 0.28597E-15 0.14713E-17 0.13205E-16 0.58800E-21 0.68080E-22 0.27303E-26 0.40893E-28 0.34796E-15 0.70253E-16 0.38338E-18 0.38898E-05 0.32566E-06 0.36172E-07 0.12834E-07 0.44330E-07 0.56880E-02 0.12555E-05 0.57978E-06 0.34856E-06 0.99102E-10 0.15563E-08 0.49798E-14 0.13571E-16 0.30955E-13 0.32846E-10 0.31186E-08 0.11751E-08 0.66395E+00 0.00000E+00 0.68217E-40 0.93517E-42 0.15049E-20 0.23900E-22
 0.37960E-03 0.29064E+04 0.25536E-01 0.18984E-01 0.13446E-01 0.26799E-01 0.29204E-01 0.12770E+00 0.85829E-05 0.31349E-06 0.22668E-11 0.18607E-12 0.92032E-13 0.85467E-14 0.54019E-13 0.45035E-14 0.52325E-01 0.36345E-01 0.84313E-07 0.54228E-09 0.14545E-13 0.33963E-15 0.28598E-15 0.14714E-17 0.13206E-16 0.58803E-21 0.68085E-22 0.27306E-26 0.40897E-28 0.34797E-15 0.70256E-16 0.38340E-18 0.38907E-05 0.32576E-06 0.36186E-07 0.12839E-07 0.44329E-07 0.56909E-02 0.12561E-05 0.57981E-06 0.34873E-06 0.99134E-10 0.15569E-08 0.49815E-14 0.13571E-16 0.30968E-13 0.32858E-10 0.31198E-08 0.11755E-08 0.66395E+00 0.00000E+00 0.68227E-40 0.93532E-42 0.15050E-20 0.23901E-22
 0.37980E-03 0.29064E+04 0.25536E-01 0.18984E-01 0.13446E-01 0.26798E-01 0.29204E-01 0.12771E+00 0.85827E-05 0.31349E-06 0.22668E-11 0.18607E-12 0.92034E-13 0.85469E-14 0.54021E-13 0.45037E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54229E-09 0.14545E-13 0.33964E-15 0.28600E-15 0.14714E-17 0.13207E-16 0.58806E-21 0.68090E-22 0.27308E-26 0.40901E-28 0.34798E-15 0.70259E-16 0.38343E-18 0.38916E-05 0.32586E-06 0.36199E-07 0.12845E-07 0.44328E-07 0.56938E-02 0.12568E-05 0.57984E-06 0.34891E-06 0.99167E-10 0.15574E-08 0.49832E-14 0.13571E-16 0.30981E-13 0.32870E-10 0.31210E-08 0.11759E-08 0.66395E+00 0.00000E+00 0.68237E-40 0.93547E-42 0.15050E-20 0.23902E-22
 0.38000E-03 0.29064E+04 0.25536E-01 0.18984E-01 0.13445E-01 0.26797E-01 0.29203E-01 0.12771E+00 0.85825E-05 0.31349E-06 0.22668E-11 0.18607E-12 0.92037E-13 0.85471E-14 0.54024E-13 0.45040E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54230E-09 0.14545E-13 0.33965E-15 0.28601E-15 0.14715E-17 0.13207E-16 0.58809E-21 0.68095E-22 0.27311E-26 0.40905E-28 0.34799E-15 0.70262E-16 0.38345E-18 0.38925E-05 0.32595E-06 0.36213E-07 0.12850E-07 0.44328E-07 0.56967E-02 0.12574E-05 0.57988E-06 0.34908E-06 0.99199E-10 0.15580E-08 0.49849E-14 0.13571E-16 0.30994E-13 0.32882E-10 0.31221E-08 0.11763E-08 0.66395E+00 0.00000E+00 0.68247E-40 0.93562E-42 0.15051E-20 0.23904E-22
 0.38020E-03 0.29064E+04 0.25536E-01 0.18983E-01 0.13445E-01 0.26796E-01 0.29203E-01 0.12771E+00 0.85823E-05 0.31349E-06 0.22668E-11 0.18607E-12 0.92039E-13 0.85473E-14 0.54026E-13 0.45043E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54231E-09 0.14545E-13 0.33966E-15 0.28602E-15 0.14716E-17 0.13208E-16 0.58813E-21 0.68100E-22 0.27313E-26 0.40909E-28 0.34801E-15 0.70265E-16 0.38347E-18 0.38934E-05 0.32605E-06 0.36227E-07 0.12855E-07 0.44327E-07 0.56996E-02 0.12580E-05 0.57991E-06 0.34926E-06 0.99232E-10 0.15585E-08 0.49866E-14 0.13571E-16 0.31007E-13 0.32894E-10 0.31233E-08 0.11768E-08 0.66395E+00 0.00000E+00 0.68257E-40 0.93578E-42 0.15051E-20 0.23905E-22
 0.38040E-03 0.29064E+04 0.25536E-01 0.18983E-01 0.13444E-01 0.26795E-01 0.29202E-01 0.12771E+00 0.85821E-05 0.31349E-06 0.22667E-11 0.18607E-12 0.92042E-13 0.85475E-14 0.54029E-13 0.45046E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54232E-09 0.14546E-13 0.33967E-15 0.28603E-15 0.14716E-17 0.13209E-16 0.58816E-21 0.68105E-22 0.27316E-26 0.40913E-28 0.34802E-15 0.70268E-16 0.38349E-18 0.38943E-05 0.32614E-06 0.36241E-07 0.12860E-07 0.44326E-07 0.57025E-02 0.12587E-05 0.57994E-06 0.34943E-06 0.99264E-10 0.15591E-08 0.49883E-14 0.13572E-16 0.31020E-13 0.32906E-10 0.31245E-08 0.11772E-08 0.66395E+00 0.00000E+00 0.68267E-40 0.93593E-42 0.15052E-20 0.23906E-22
 0.38060E-03 0.29064E+04 0.25537E-01 0.18983E-01 0.13444E-01 0.26794E-01 0.29202E-01 0.12771E+00 0.85819E-05 0.31348E-06 0.22667E-11 0.18608E-12 0.92044E-13 0.85477E-14 0.54031E-13 0.45049E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54233E-09 0.14546E-13 0.33968E-15 0.28604E-15 0.14717E-17 0.13210E-16 0.58819E-21 0.68111E-22 0.27318E-26 0.40917E-28 0.34803E-15 0.70270E-16 0.38351E-18 0.38952E-05 0.32624E-06 0.36254E-07 0.12865E-07 0.44326E-07 0.57054E-02 0.12593E-05 0.57997E-06 0.34961E-06 0.99297E-10 0.15596E-08 0.49900E-14 0.13572E-16 0.31032E-13 0.32918E-10 0.31257E-08 0.11776E-08 0.66394E+00 0.00000E+00 0.68277E-40 0.93608E-42 0.15052E-20 0.23908E-22
 0.38080E-03 0.29064E+04 0.25537E-01 0.18983E-01 0.13443E-01 0.26792E-01 0.29201E-01 0.12771E+00 0.85817E-05 0.31348E-06 0.22667E-11 0.18608E-12 0.92046E-13 0.85479E-14 0.54033E-13 0.45052E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54234E-09 0.14546E-13 0.33969E-15 0.28605E-15 0.14717E-17 0.13210E-16 0.58822E-21 0.68116E-22 0.27321E-26 0.40922E-28 0.34804E-15 0.70273E-16 0.38354E-18 0.38961E-05 0.32634E-06 0.36268E-07 0.12870E-07 0.44325E-07 0.57083E-02 0.12599E-05 0.58000E-06 0.34978E-06 0.99329E-10 0.15602E-08 0.49917E-14 0.13572E-16 0.31045E-13 0.32930E-10 0.31268E-08 0.11780E-08 0.66394E+00 0.00000E+00 0.68287E-40 0.93623E-42 0.15053E-20 0.23909E-22
 0.38100E-03 0.29064E+04 0.25537E-01 0.18982E-01 0.13443E-01 0.26791E-01 0.29201E-01 0.12771E+00 0.85815E-05 0.31348E-06 0.22667E-11 0.18608E-12 0.92049E-13 0.85481E-14 0.54036E-13 0.45055E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54235E-09 0.14546E-13 0.33970E-15 0.28606E-15 0.14718E-17 0.13211E-16 0.58825E-21 0.68121E-22 0.27323E-26 0.40926E-28 0.34805E-15 0.70276E-16 0.38356E-18 0.38970E-05 0.32643E-06 0.36282E-07 0.12875E-07 0.44324E-07 0.57112E-02 0.12606E-05 0.58003E-06 0.34996E-06 0.99362E-10 0.15608E-08 0.49933E-14 0.13572E-16 0.31058E-13 0.32942E-10 0.31280E-08 0.11784E-08 0.66394E+00 0.00000E+00 0.68296E-40 0.93638E-42 0.15053E-20 0.23910E-22
 0.38120E-03 0.29064E+04 0.25537E-01 0.18982E-01 0.13442E-01 0.26790E-01 0.29200E-01 0.12771E+00 0.85813E-05 0.31348E-06 0.22667E-11 0.18608E-12 0.92051E-13 0.85483E-14 0.54038E-13 0.45057E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54237E-09 0.14547E-13 0.33971E-15 0.28608E-15 0.14718E-17 0.13212E-16 0.58829E-21 0.68126E-22 0.27326E-26 0.40930E-28 0.34806E-15 0.70279E-16 0.38358E-18 0.38979E-05 0.32653E-06 0.36295E-07 0.12880E-07 0.44324E-07 0.57141E-02 0.12612E-05 0.58007E-06 0.35013E-06 0.99394E-10 0.15613E-08 0.49950E-14 0.13572E-16 0.31071E-13 0.32954E-10 0.31292E-08 0.11788E-08 0.66394E+00 0.00000E+00 0.68306E-40 0.93654E-42 0.15054E-20 0.23912E-22
 0.38140E-03 0.29064E+04 0.25537E-01 0.18982E-01 0.13442E-01 0.26789E-01 0.29200E-01 0.12771E+00 0.85811E-05 0.31348E-06 0.22667E-11 0.18608E-12 0.92053E-13 0.85485E-14 0.54041E-13 0.45060E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54238E-09 0.14547E-13 0.33972E-15 0.28609E-15 0.14719E-17 0.13213E-16 0.58832E-21 0.68131E-22 0.27328E-26 0.40934E-28 0.34807E-15 0.70282E-16 0.38360E-18 0.38988E-05 0.32662E-06 0.36309E-07 0.12886E-07 0.44323E-07 0.57170E-02 0.12618E-05 0.58010E-06 0.35031E-06 0.99426E-10 0.15619E-08 0.49967E-14 0.13572E-16 0.31084E-13 0.32966E-10 0.31303E-08 0.11792E-08 0.66394E+00 0.00000E+00 0.68316E-40 0.93669E-42 0.15054E-20 0.23913E-22
