  T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       C          CH         CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH2OH      CH3O       CH3OH      C2H        C2H2       C2H3       C2H4       C2H5       C2H6       HCCO       CH2CO      HCCOH      N          NH         NH2        NH3        NNH        NO         NO2        N2O        HNO        CN         HCN        H2CN       HCNN       HCNO       HOCN       HNCO       NCO        N2         AR         C3H7       C3H8       CH2CHO     CH3CHO    
 0.38160E-03 0.29064E+04 0.25537E-01 0.18981E-01 0.13441E-01 0.26788E-01 0.29199E-01 0.12771E+00 0.85808E-05 0.31347E-06 0.22667E-11 0.18608E-12 0.92055E-13 0.85487E-14 0.54043E-13 0.45063E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54239E-09 0.14547E-13 0.33972E-15 0.28610E-15 0.14720E-17 0.13214E-16 0.58835E-21 0.68136E-22 0.27331E-26 0.40938E-28 0.34808E-15 0.70285E-16 0.38362E-18 0.38997E-05 0.32672E-06 0.36323E-07 0.12891E-07 0.44323E-07 0.57199E-02 0.12624E-05 0.58013E-06 0.35048E-06 0.99459E-10 0.15624E-08 0.49984E-14 0.13572E-16 0.31097E-13 0.32978E-10 0.31315E-08 0.11796E-08 0.66394E+00 0.00000E+00 0.68326E-40 0.93684E-42 0.15055E-20 0.23914E-22
 0.38180E-03 0.29064E+04 0.25537E-01 0.18981E-01 0.13441E-01 0.26787E-01 0.29199E-01 0.12771E+00 0.85806E-05 0.31347E-06 0.22667E-11 0.18608E-12 0.92058E-13 0.85489E-14 0.54045E-13 0.45066E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54240E-09 0.14547E-13 0.33973E-15 0.28611E-15 0.14720E-17 0.13214E-16 0.58838E-21 0.68141E-22 0.27333E-26 0.40942E-28 0.34809E-15 0.70287E-16 0.38364E-18 0.39006E-05 0.32681E-06 0.36337E-07 0.12896E-07 0.44322E-07 0.57228E-02 0.12631E-05 0.58016E-06 0.35066E-06 0.99491E-10 0.15630E-08 0.50001E-14 0.13573E-16 0.31110E-13 0.32990E-10 0.31327E-08 0.11800E-08 0.66394E+00 0.00000E+00 0.68336E-40 0.93699E-42 0.15055E-20 0.23916E-22
 0.38200E-03 0.29064E+04 0.25537E-01 0.18981E-01 0.13440E-01 0.26786E-01 0.29198E-01 0.12771E+00 0.85804E-05 0.31347E-06 0.22667E-11 0.18608E-12 0.92060E-13 0.85491E-14 0.54048E-13 0.45069E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54241E-09 0.14548E-13 0.33974E-15 0.28612E-15 0.14721E-17 0.13215E-16 0.58842E-21 0.68146E-22 0.27335E-26 0.40946E-28 0.34810E-15 0.70290E-16 0.38366E-18 0.39015E-05 0.32691E-06 0.36350E-07 0.12901E-07 0.44321E-07 0.57257E-02 0.12637E-05 0.58019E-06 0.35083E-06 0.99524E-10 0.15635E-08 0.50018E-14 0.13573E-16 0.31123E-13 0.33002E-10 0.31339E-08 0.11804E-08 0.66394E+00 0.00000E+00 0.68345E-40 0.93714E-42 0.15056E-20 0.23917E-22
 0.38220E-03 0.29064E+04 0.25538E-01 0.18981E-01 0.13440E-01 0.26785E-01 0.29198E-01 0.12771E+00 0.85802E-05 0.31347E-06 0.22666E-11 0.18608E-12 0.92062E-13 0.85493E-14 0.54050E-13 0.45072E-14 0.52325E-01 0.36345E-01 0.84312E-07 0.54242E-09 0.14548E-13 0.33975E-15 0.28613E-15 0.14721E-17 0.13216E-16 0.58845E-21 0.68151E-22 0.27338E-26 0.40950E-28 0.34812E-15 0.70293E-16 0.38368E-18 0.39024E-05 0.32701E-06 0.36364E-07 0.12906E-07 0.44321E-07 0.57286E-02 0.12643E-05 0.58022E-06 0.35101E-06 0.99556E-10 0.15641E-08 0.50035E-14 0.13573E-16 0.31135E-13 0.33014E-10 0.31350E-08 0.11808E-08 0.66394E+00 0.00000E+00 0.68355E-40 0.93729E-42 0.15056E-20 0.23918E-22
 0.38240E-03 0.29064E+04 0.25538E-01 0.18980E-01 0.13439E-01 0.26784E-01 0.29197E-01 0.12771E+00 0.85800E-05 0.31347E-06 0.22666E-11 0.18608E-12 0.92065E-13 0.85495E-14 0.54052E-13 0.45074E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54243E-09 0.14548E-13 0.33976E-15 0.28614E-15 0.14722E-17 0.13217E-16 0.58848E-21 0.68156E-22 0.27340E-26 0.40954E-28 0.34813E-15 0.70296E-16 0.38371E-18 0.39033E-05 0.32710E-06 0.36378E-07 0.12911E-07 0.44320E-07 0.57315E-02 0.12650E-05 0.58025E-06 0.35118E-06 0.99588E-10 0.15646E-08 0.50052E-14 0.13573E-16 0.31148E-13 0.33026E-10 0.31362E-08 0.11813E-08 0.66393E+00 0.00000E+00 0.68365E-40 0.93744E-42 0.15057E-20 0.23920E-22
 0.38260E-03 0.29064E+04 0.25538E-01 0.18980E-01 0.13439E-01 0.26783E-01 0.29197E-01 0.12771E+00 0.85798E-05 0.31346E-06 0.22666E-11 0.18609E-12 0.92067E-13 0.85497E-14 0.54055E-13 0.45077E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54244E-09 0.14548E-13 0.33977E-15 0.28615E-15 0.14722E-17 0.13217E-16 0.58851E-21 0.68161E-22 0.27343E-26 0.40958E-28 0.34814E-15 0.70299E-16 0.38373E-18 0.39042E-05 0.32720E-06 0.36391E-07 0.12916E-07 0.44319E-07 0.57344E-02 0.12656E-05 0.58029E-06 0.35136E-06 0.99621E-10 0.15652E-08 0.50068E-14 0.13573E-16 0.31161E-13 0.33038E-10 0.31374E-08 0.11817E-08 0.66393E+00 0.00000E+00 0.68375E-40 0.93759E-42 0.15058E-20 0.23921E-22
 0.38280E-03 0.29064E+04 0.25538E-01 0.18980E-01 0.13438E-01 0.26782E-01 0.29196E-01 0.12771E+00 0.85796E-05 0.31346E-06 0.22666E-11 0.18609E-12 0.92069E-13 0.85499E-14 0.54057E-13 0.45080E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54245E-09 0.14549E-13 0.33978E-15 0.28617E-15 0.14723E-17 0.13218E-16 0.58854E-21 0.68166E-22 0.27345E-26 0.40962E-28 0.34815E-15 0.70301E-16 0.38375E-18 0.39051E-05 0.32729E-06 0.36405E-07 0.12921E-07 0.44319E-07 0.57373E-02 0.12662E-05 0.58032E-06 0.35153E-06 0.99653E-10 0.15657E-08 0.50085E-14 0.13573E-16 0.31174E-13 0.33050E-10 0.31385E-08 0.11821E-08 0.66393E+00 0.00000E+00 0.68384E-40 0.93774E-42 0.15058E-20 0.23922E-22
 0.38300E-03 0.29064E+04 0.25538E-01 0.18979E-01 0.13438E-01 0.26781E-01 0.29196E-01 0.12771E+00 0.85794E-05 0.31346E-06 0.22666E-11 0.18609E-12 0.92071E-13 0.85501E-14 0.54060E-13 0.45083E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54246E-09 0.14549E-13 0.33979E-15 0.28618E-15 0.14724E-17 0.13219E-16 0.58857E-21 0.68171E-22 0.27348E-26 0.40967E-28 0.34816E-15 0.70304E-16 0.38377E-18 0.39060E-05 0.32739E-06 0.36419E-07 0.12927E-07 0.44318E-07 0.57402E-02 0.12668E-05 0.58035E-06 0.35170E-06 0.99685E-10 0.15663E-08 0.50102E-14 0.13573E-16 0.31187E-13 0.33062E-10 0.31397E-08 0.11825E-08 0.66393E+00 0.00000E+00 0.68394E-40 0.93789E-42 0.15059E-20 0.23924E-22
 0.38320E-03 0.29064E+04 0.25538E-01 0.18979E-01 0.13437E-01 0.26780E-01 0.29195E-01 0.12771E+00 0.85792E-05 0.31346E-06 0.22666E-11 0.18609E-12 0.92074E-13 0.85503E-14 0.54062E-13 0.45086E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54247E-09 0.14549E-13 0.33980E-15 0.28619E-15 0.14724E-17 0.13220E-16 0.58861E-21 0.68176E-22 0.27350E-26 0.40971E-28 0.34817E-15 0.70307E-16 0.38379E-18 0.39069E-05 0.32748E-06 0.36432E-07 0.12932E-07 0.44317E-07 0.57431E-02 0.12675E-05 0.58038E-06 0.35188E-06 0.99717E-10 0.15668E-08 0.50119E-14 0.13574E-16 0.31200E-13 0.33074E-10 0.31409E-08 0.11829E-08 0.66393E+00 0.00000E+00 0.68404E-40 0.93804E-42 0.15059E-20 0.23925E-22
 0.38340E-03 0.29064E+04 0.25538E-01 0.18979E-01 0.13437E-01 0.26779E-01 0.29195E-01 0.12771E+00 0.85790E-05 0.31345E-06 0.22666E-11 0.18609E-12 0.92076E-13 0.85505E-14 0.54064E-13 0.45088E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54248E-09 0.14549E-13 0.33980E-15 0.28620E-15 0.14725E-17 0.13220E-16 0.58864E-21 0.68181E-22 0.27353E-26 0.40975E-28 0.34818E-15 0.70310E-16 0.38381E-18 0.39078E-05 0.32758E-06 0.36446E-07 0.12937E-07 0.44317E-07 0.57460E-02 0.12681E-05 0.58041E-06 0.35205E-06 0.99750E-10 0.15674E-08 0.50136E-14 0.13574E-16 0.31213E-13 0.33086E-10 0.31420E-08 0.11833E-08 0.66393E+00 0.00000E+00 0.68413E-40 0.93819E-42 0.15060E-20 0.23926E-22
 0.38360E-03 0.29064E+04 0.25538E-01 0.18979E-01 0.13436E-01 0.26778E-01 0.29194E-01 0.12771E+00 0.85787E-05 0.31345E-06 0.22665E-11 0.18609E-12 0.92078E-13 0.85507E-14 0.54067E-13 0.45091E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54249E-09 0.14550E-13 0.33981E-15 0.28621E-15 0.14725E-17 0.13221E-16 0.58867E-21 0.68186E-22 0.27355E-26 0.40979E-28 0.34819E-15 0.70312E-16 0.38383E-18 0.39086E-05 0.32767E-06 0.36460E-07 0.12942E-07 0.44316E-07 0.57488E-02 0.12687E-05 0.58044E-06 0.35223E-06 0.99782E-10 0.15679E-08 0.50152E-14 0.13574E-16 0.31225E-13 0.33098E-10 0.31432E-08 0.11837E-08 0.66393E+00 0.00000E+00 0.68423E-40 0.93834E-42 0.15060E-20 0.23928E-22
 0.38380E-03 0.29064E+04 0.25539E-01 0.18978E-01 0.13436E-01 0.26777E-01 0.29194E-01 0.12771E+00 0.85785E-05 0.31345E-06 0.22665E-11 0.18609E-12 0.92080E-13 0.85509E-14 0.54069E-13 0.45094E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54250E-09 0.14550E-13 0.33982E-15 0.28622E-15 0.14726E-17 0.13222E-16 0.58870E-21 0.68190E-22 0.27357E-26 0.40983E-28 0.34820E-15 0.70315E-16 0.38385E-18 0.39095E-05 0.32777E-06 0.36473E-07 0.12947E-07 0.44316E-07 0.57517E-02 0.12693E-05 0.58047E-06 0.35240E-06 0.99814E-10 0.15685E-08 0.50169E-14 0.13574E-16 0.31238E-13 0.33110E-10 0.31443E-08 0.11841E-08 0.66393E+00 0.00000E+00 0.68433E-40 0.93848E-42 0.15061E-20 0.23929E-22
 0.38400E-03 0.29064E+04 0.25539E-01 0.18978E-01 0.13435E-01 0.26776E-01 0.29193E-01 0.12771E+00 0.85783E-05 0.31345E-06 0.22665E-11 0.18609E-12 0.92083E-13 0.85511E-14 0.54071E-13 0.45097E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54251E-09 0.14550E-13 0.33983E-15 0.28623E-15 0.14726E-17 0.13223E-16 0.58873E-21 0.68195E-22 0.27360E-26 0.40987E-28 0.34821E-15 0.70318E-16 0.38387E-18 0.39104E-05 0.32786E-06 0.36487E-07 0.12952E-07 0.44315E-07 0.57546E-02 0.12700E-05 0.58051E-06 0.35258E-06 0.99846E-10 0.15690E-08 0.50186E-14 0.13574E-16 0.31251E-13 0.33122E-10 0.31455E-08 0.11845E-08 0.66393E+00 0.00000E+00 0.68442E-40 0.93863E-42 0.15061E-20 0.23930E-22
 0.38420E-03 0.29064E+04 0.25539E-01 0.18978E-01 0.13435E-01 0.26775E-01 0.29193E-01 0.12771E+00 0.85781E-05 0.31345E-06 0.22665E-11 0.18609E-12 0.92085E-13 0.85513E-14 0.54074E-13 0.45100E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54252E-09 0.14550E-13 0.33984E-15 0.28624E-15 0.14727E-17 0.13223E-16 0.58876E-21 0.68200E-22 0.27362E-26 0.40991E-28 0.34822E-15 0.70321E-16 0.38389E-18 0.39113E-05 0.32796E-06 0.36500E-07 0.12957E-07 0.44314E-07 0.57575E-02 0.12706E-05 0.58054E-06 0.35275E-06 0.99879E-10 0.15696E-08 0.50203E-14 0.13574E-16 0.31264E-13 0.33134E-10 0.31467E-08 0.11849E-08 0.66392E+00 0.00000E+00 0.68452E-40 0.93878E-42 0.15062E-20 0.23931E-22
 0.38440E-03 0.29064E+04 0.25539E-01 0.18977E-01 0.13434E-01 0.26774E-01 0.29192E-01 0.12771E+00 0.85779E-05 0.31344E-06 0.22665E-11 0.18609E-12 0.92087E-13 0.85515E-14 0.54076E-13 0.45102E-14 0.52326E-01 0.36345E-01 0.84312E-07 0.54253E-09 0.14551E-13 0.33985E-15 0.28625E-15 0.14727E-17 0.13224E-16 0.58880E-21 0.68205E-22 0.27365E-26 0.40995E-28 0.34823E-15 0.70324E-16 0.38392E-18 0.39122E-05 0.32805E-06 0.36514E-07 0.12962E-07 0.44314E-07 0.57604E-02 0.12712E-05 0.58057E-06 0.35292E-06 0.99911E-10 0.15701E-08 0.50220E-14 0.13574E-16 0.31277E-13 0.33146E-10 0.31478E-08 0.11853E-08 0.66392E+00 0.00000E+00 0.68462E-40 0.93893E-42 0.15062E-20 0.23933E-22
 0.38460E-03 0.29064E+04 0.25539E-01 0.18977E-01 0.13434E-01 0.26773E-01 0.29192E-01 0.12771E+00 0.85777E-05 0.31344E-06 0.22665E-11 0.18609E-12 0.92089E-13 0.85517E-14 0.54078E-13 0.45105E-14 0.52326E-01 0.36345E-01 0.84311E-07 0.54254E-09 0.14551E-13 0.33986E-15 0.28626E-15 0.14728E-17 0.13225E-16 0.58883E-21 0.68210E-22 0.27367E-26 0.40999E-28 0.34824E-15 0.70326E-16 0.38394E-18 0.39131E-05 0.32815E-06 0.36528E-07 0.12967E-07 0.44313E-07 0.57633E-02 0.12719E-05 0.58060E-06 0.35310E-06 0.99943E-10 0.15707E-08 0.50236E-14 0.13575E-16 0.31289E-13 0.33158E-10 0.31490E-08 0.11857E-08 0.66392E+00 0.00000E+00 0.68471E-40 0.93908E-42 0.15063E-20 0.23934E-22
 0.38480E-03 0.29064E+04 0.25539E-01 0.18977E-01 0.13433E-01 0.26771E-01 0.29191E-01 0.12771E+00 0.85775E-05 0.31344E-06 0.22665E-11 0.18610E-12 0.92092E-13 0.85519E-14 0.54081E-13 0.45108E-14 0.52326E-01 0.36345E-01 0.84311E-07 0.54255E-09 0.14551E-13 0.33986E-15 0.28628E-15 0.14728E-17 0.13226E-16 0.58886E-21 0.68215E-22 0.27370E-26 0.41003E-28 0.34825E-15 0.70329E-16 0.38396E-18 0.39140E-05 0.32824E-06 0.36541E-07 0.12972E-07 0.44312E-07 0.57662E-02 0.12725E-05 0.58063E-06 0.35327E-06 0.99975E-10 0.15712E-08 0.50253E-14 0.13575E-16 0.31302E-13 0.33170E-10 0.31502E-08 0.11861E-08 0.66392E+00 0.00000E+00 0.68481E-40 0.93923E-42 0.15063E-20 0.23935E-22
 0.38500E-03 0.29064E+04 0.25539E-01 0.18977E-01 0.13433E-01 0.26770E-01 0.29191E-01 0.12771E+00 0.85773E-05 0.31344E-06 0.22665E-11 0.18610E-12 0.92094E-13 0.85521E-14 0.54083E-13 0.45111E-14 0.52326E-01 0.36345E-01 0.84311E-07 0.54256E-09 0.14551E-13 0.33987E-15 0.28629E-15 0.14729E-17 0.13226E-16 0.58889E-21 0.68220E-22 0.27372E-26 0.41007E-28 0.34827E-15 0.70332E-16 0.38398E-18 0.39149E-05 0.32834E-06 0.36555E-07 0.12978E-07 0.44312E-07 0.57690E-02 0.12731E-05 0.58066E-06 0.35344E-06 0.10001E-09 0.15718E-08 0.50270E-14 0.13575E-16 0.31315E-13 0.33182E-10 0.31513E-08 0.11865E-08 0.66392E+00 0.00000E+00 0.68490E-40 0.93937E-42 0.15064E-20 0.23937E-22
 0.38520E-03 0.29064E+04 0.25539E-01 0.18976E-01 0.13432E-01 0.26769E-01 0.29190E-01 0.12771E+00 0.85771E-05 0.31343E-06 0.22664E-11 0.18610E-12 0.92096E-13 0.85523E-14 0.54085E-13 0.45113E-14 0.52326E-01 0.36345E-01 0.84311E-07 0.54258E-09 0.14552E-13 0.33988E-15 0.28630E-15 0.14730E-17 0.13227E-16 0.58892E-21 0.68225E-22 0.27374E-26 0.41011E-28 0.34828E-15 0.70334E-16 0.38400E-18 0.39158E-05 0.32843E-06 0.36568E-07 0.12983E-07 0.44311E-07 0.57719E-02 0.12737E-05 0.58069E-06 0.35362E-06 0.10004E-09 0.15723E-08 0.50287E-14 0.13575E-16 0.31328E-13 0.33194E-10 0.31525E-08 0.11869E-08 0.66392E+00 0.00000E+00 0.68500E-40 0.93952E-42 0.15064E-20 0.23938E-22
 0.38540E-03 0.29064E+04 0.25540E-01 0.18976E-01 0.13432E-01 0.26768E-01 0.29190E-01 0.12772E+00 0.85768E-05 0.31343E-06 0.22664E-11 0.18610E-12 0.92098E-13 0.85525E-14 0.54087E-13 0.45116E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54259E-09 0.14552E-13 0.33989E-15 0.28631E-15 0.14730E-17 0.13228E-16 0.58895E-21 0.68230E-22 0.27377E-26 0.41015E-28 0.34829E-15 0.70337E-16 0.38402E-18 0.39167E-05 0.32853E-06 0.36582E-07 0.12988E-07 0.44311E-07 0.57748E-02 0.12744E-05 0.58073E-06 0.35379E-06 0.10007E-09 0.15729E-08 0.50304E-14 0.13575E-16 0.31340E-13 0.33206E-10 0.31536E-08 0.11873E-08 0.66392E+00 0.00000E+00 0.68509E-40 0.93967E-42 0.15065E-20 0.23939E-22
 0.38560E-03 0.29064E+04 0.25540E-01 0.18976E-01 0.13431E-01 0.26767E-01 0.29189E-01 0.12772E+00 0.85766E-05 0.31343E-06 0.22664E-11 0.18610E-12 0.92100E-13 0.85527E-14 0.54090E-13 0.45119E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54260E-09 0.14552E-13 0.33990E-15 0.28632E-15 0.14731E-17 0.13228E-16 0.58898E-21 0.68235E-22 0.27379E-26 0.41019E-28 0.34830E-15 0.70340E-16 0.38404E-18 0.39176E-05 0.32862E-06 0.36596E-07 0.12993E-07 0.44310E-07 0.57777E-02 0.12750E-05 0.58076E-06 0.35397E-06 0.10010E-09 0.15734E-08 0.50320E-14 0.13575E-16 0.31353E-13 0.33218E-10 0.31548E-08 0.11878E-08 0.66392E+00 0.00000E+00 0.68519E-40 0.93982E-42 0.15065E-20 0.23941E-22
 0.38580E-03 0.29064E+04 0.25540E-01 0.18975E-01 0.13431E-01 0.26766E-01 0.29189E-01 0.12772E+00 0.85764E-05 0.31343E-06 0.22664E-11 0.18610E-12 0.92103E-13 0.85529E-14 0.54092E-13 0.45122E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54261E-09 0.14552E-13 0.33991E-15 0.28633E-15 0.14731E-17 0.13229E-16 0.58901E-21 0.68240E-22 0.27382E-26 0.41023E-28 0.34831E-15 0.70343E-16 0.38406E-18 0.39185E-05 0.32872E-06 0.36609E-07 0.12998E-07 0.44309E-07 0.57806E-02 0.12756E-05 0.58079E-06 0.35414E-06 0.10014E-09 0.15740E-08 0.50337E-14 0.13575E-16 0.31366E-13 0.33230E-10 0.31560E-08 0.11882E-08 0.66392E+00 0.00000E+00 0.68529E-40 0.93996E-42 0.15066E-20 0.23942E-22
 0.38600E-03 0.29064E+04 0.25540E-01 0.18975E-01 0.13430E-01 0.26765E-01 0.29188E-01 0.12772E+00 0.85762E-05 0.31342E-06 0.22664E-11 0.18610E-12 0.92105E-13 0.85531E-14 0.54094E-13 0.45124E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54262E-09 0.14553E-13 0.33992E-15 0.28634E-15 0.14732E-17 0.13230E-16 0.58904E-21 0.68244E-22 0.27384E-26 0.41027E-28 0.34832E-15 0.70345E-16 0.38408E-18 0.39193E-05 0.32881E-06 0.36623E-07 0.13003E-07 0.44309E-07 0.57834E-02 0.12762E-05 0.58082E-06 0.35431E-06 0.10017E-09 0.15745E-08 0.50354E-14 0.13576E-16 0.31379E-13 0.33242E-10 0.31571E-08 0.11886E-08 0.66391E+00 0.00000E+00 0.68538E-40 0.94011E-42 0.15066E-20 0.23943E-22
 0.38620E-03 0.29064E+04 0.25540E-01 0.18975E-01 0.13430E-01 0.26764E-01 0.29188E-01 0.12772E+00 0.85760E-05 0.31342E-06 0.22664E-11 0.18610E-12 0.92107E-13 0.85533E-14 0.54097E-13 0.45127E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54263E-09 0.14553E-13 0.33992E-15 0.28635E-15 0.14732E-17 0.13231E-16 0.58908E-21 0.68249E-22 0.27386E-26 0.41031E-28 0.34833E-15 0.70348E-16 0.38410E-18 0.39202E-05 0.32891E-06 0.36636E-07 0.13008E-07 0.44308E-07 0.57863E-02 0.12768E-05 0.58085E-06 0.35449E-06 0.10020E-09 0.15750E-08 0.50370E-14 0.13576E-16 0.31391E-13 0.33253E-10 0.31583E-08 0.11890E-08 0.66391E+00 0.00000E+00 0.68547E-40 0.94025E-42 0.15067E-20 0.23945E-22
 0.38640E-03 0.29064E+04 0.25540E-01 0.18975E-01 0.13429E-01 0.26763E-01 0.29187E-01 0.12772E+00 0.85758E-05 0.31342E-06 0.22663E-11 0.18610E-12 0.92109E-13 0.85535E-14 0.54099E-13 0.45130E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54264E-09 0.14553E-13 0.33993E-15 0.28636E-15 0.14733E-17 0.13231E-16 0.58911E-21 0.68254E-22 0.27389E-26 0.41035E-28 0.34834E-15 0.70351E-16 0.38412E-18 0.39211E-05 0.32900E-06 0.36650E-07 0.13013E-07 0.44307E-07 0.57892E-02 0.12775E-05 0.58088E-06 0.35466E-06 0.10023E-09 0.15756E-08 0.50387E-14 0.13576E-16 0.31404E-13 0.33265E-10 0.31594E-08 0.11894E-08 0.66391E+00 0.00000E+00 0.68557E-40 0.94040E-42 0.15067E-20 0.23946E-22
 0.38660E-03 0.29064E+04 0.25540E-01 0.18974E-01 0.13429E-01 0.26762E-01 0.29187E-01 0.12772E+00 0.85756E-05 0.31342E-06 0.22663E-11 0.18610E-12 0.92111E-13 0.85537E-14 0.54101E-13 0.45133E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54265E-09 0.14553E-13 0.33994E-15 0.28637E-15 0.14733E-17 0.13232E-16 0.58914E-21 0.68259E-22 0.27391E-26 0.41039E-28 0.34835E-15 0.70353E-16 0.38414E-18 0.39220E-05 0.32910E-06 0.36663E-07 0.13018E-07 0.44307E-07 0.57921E-02 0.12781E-05 0.58091E-06 0.35483E-06 0.10026E-09 0.15761E-08 0.50404E-14 0.13576E-16 0.31417E-13 0.33277E-10 0.31606E-08 0.11898E-08 0.66391E+00 0.00000E+00 0.68566E-40 0.94055E-42 0.15068E-20 0.23947E-22
 0.38680E-03 0.29064E+04 0.25540E-01 0.18974E-01 0.13428E-01 0.26761E-01 0.29186E-01 0.12772E+00 0.85754E-05 0.31342E-06 0.22663E-11 0.18610E-12 0.92113E-13 0.85538E-14 0.54103E-13 0.45135E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54266E-09 0.14554E-13 0.33995E-15 0.28639E-15 0.14734E-17 0.13233E-16 0.58917E-21 0.68264E-22 0.27393E-26 0.41043E-28 0.34836E-15 0.70356E-16 0.38416E-18 0.39229E-05 0.32919E-06 0.36677E-07 0.13023E-07 0.44306E-07 0.57949E-02 0.12787E-05 0.58094E-06 0.35501E-06 0.10030E-09 0.15767E-08 0.50421E-14 0.13576E-16 0.31430E-13 0.33289E-10 0.31617E-08 0.11902E-08 0.66391E+00 0.00000E+00 0.68576E-40 0.94069E-42 0.15068E-20 0.23948E-22
 0.38700E-03 0.29064E+04 0.25541E-01 0.18974E-01 0.13428E-01 0.26760E-01 0.29186E-01 0.12772E+00 0.85751E-05 0.31341E-06 0.22663E-11 0.18610E-12 0.92115E-13 0.85540E-14 0.54106E-13 0.45138E-14 0.52327E-01 0.36345E-01 0.84311E-07 0.54267E-09 0.14554E-13 0.33996E-15 0.28640E-15 0.14734E-17 0.13234E-16 0.58920E-21 0.68269E-22 0.27396E-26 0.41047E-28 0.34837E-15 0.70359E-16 0.38418E-18 0.39238E-05 0.32929E-06 0.36691E-07 0.13028E-07 0.44306E-07 0.57978E-02 0.12793E-05 0.58097E-06 0.35518E-06 0.10033E-09 0.15772E-08 0.50437E-14 0.13576E-16 0.31442E-13 0.33301E-10 0.31629E-08 0.11906E-08 0.66391E+00 0.00000E+00 0.68585E-40 0.94084E-42 0.15069E-20 0.23950E-22
 0.38720E-03 0.29064E+04 0.25541E-01 0.18973E-01 0.13427E-01 0.26759E-01 0.29185E-01 0.12772E+00 0.85749E-05 0.31341E-06 0.22663E-11 0.18611E-12 0.92118E-13 0.85542E-14 0.54108E-13 0.45141E-14 0.52327E-01 0.36344E-01 0.84311E-07 0.54268E-09 0.14554E-13 0.33997E-15 0.28641E-15 0.14735E-17 0.13234E-16 0.58923E-21 0.68274E-22 0.27398E-26 0.41051E-28 0.34838E-15 0.70362E-16 0.38420E-18 0.39247E-05 0.32938E-06 0.36704E-07 0.13033E-07 0.44305E-07 0.58007E-02 0.12800E-05 0.58101E-06 0.35535E-06 0.10036E-09 0.15778E-08 0.50454E-14 0.13576E-16 0.31455E-13 0.33313E-10 0.31640E-08 0.11910E-08 0.66391E+00 0.00000E+00 0.68595E-40 0.94098E-42 0.15070E-20 0.23951E-22
 0.38740E-03 0.29064E+04 0.25541E-01 0.18973E-01 0.13427E-01 0.26758E-01 0.29185E-01 0.12772E+00 0.85747E-05 0.31341E-06 0.22663E-11 0.18611E-12 0.92120E-13 0.85544E-14 0.54110E-13 0.45144E-14 0.52327E-01 0.36344E-01 0.84311E-07 0.54269E-09 0.14554E-13 0.33998E-15 0.28642E-15 0.14735E-17 0.13235E-16 0.58926E-21 0.68278E-22 0.27401E-26 0.41055E-28 0.34839E-15 0.70364E-16 0.38422E-18 0.39256E-05 0.32948E-06 0.36718E-07 0.13038E-07 0.44304E-07 0.58036E-02 0.12806E-05 0.58104E-06 0.35552E-06 0.10039E-09 0.15783E-08 0.50471E-14 0.13577E-16 0.31468E-13 0.33325E-10 0.31652E-08 0.11914E-08 0.66391E+00 0.00000E+00 0.68604E-40 0.94113E-42 0.15070E-20 0.23952E-22
 0.38760E-03 0.29064E+04 0.25541E-01 0.18973E-01 0.13426E-01 0.26757E-01 0.29184E-01 0.12772E+00 0.85745E-05 0.31341E-06 0.22663E-11 0.18611E-12 0.92122E-13 0.85546E-14 0.54113E-13 0.45146E-14 0.52327E-01 0.36344E-01 0.84311E-07 0.54270E-09 0.14554E-13 0.33998E-15 0.28643E-15 0.14736E-17 0.13236E-16 0.58929E-21 0.68283E-22 0.27403E-26 0.41059E-28 0.34840E-15 0.70367E-16 0.38424E-18 0.39264E-05 0.32957E-06 0.36731E-07 0.13043E-07 0.44304E-07 0.58064E-02 0.12812E-05 0.58107E-06 0.35570E-06 0.10042E-09 0.15789E-08 0.50487E-14 0.13577E-16 0.31480E-13 0.33337E-10 0.31664E-08 0.11918E-08 0.66391E+00 0.00000E+00 0.68614E-40 0.94127E-42 0.15071E-20 0.23954E-22
