 T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH3O       C2H2       C2H3       C2H4       C2H5       C2H6       N2         AR        
 0.54200E-04 0.27798E+04 0.27570E-01 0.25589E-01 0.17880E-01 0.31399E-01 0.30570E-01 0.11975E+00 0.69751E-05 0.46583E-06 0.56941E-13 0.51865E-14 0.35611E-13 0.24146E-14 0.55610E-01 0.32093E-01 0.99833E-07 0.45007E-09 0.27634E-15 0.43260E-17 0.35385E-21 0.23939E-22 0.43905E-27-0.63375E-27 0.65953E+00 0.00000E+00
 0.54400E-04 0.27802E+04 0.27589E-01 0.25607E-01 0.17883E-01 0.31364E-01 0.30577E-01 0.11972E+00 0.69739E-05 0.46558E-06 0.57017E-13 0.51938E-14 0.35650E-13 0.24178E-14 0.55517E-01 0.32188E-01 0.99721E-07 0.44969E-09 0.27628E-15 0.43128E-17 0.25755E-21 0.12815E-22 0.17099E-26-0.47154E-27 0.65954E+00 0.00000E+00
 0.54600E-04 0.27805E+04 0.27607E-01 0.25624E-01 0.17886E-01 0.31330E-01 0.30584E-01 0.11970E+00 0.69730E-05 0.46532E-06 0.57090E-13 0.52010E-14 0.35689E-13 0.24211E-14 0.55430E-01 0.32276E-01 0.99615E-07 0.44934E-09 0.27623E-15 0.43101E-17 0.18455E-21-0.24030E-24 0.31011E-26-0.30240E-27 0.65956E+00 0.00000E+00
 0.54800E-04 0.27808E+04 0.27623E-01 0.25639E-01 0.17888E-01 0.31299E-01 0.30590E-01 0.11968E+00 0.69725E-05 0.46506E-06 0.57162E-13 0.52079E-14 0.35727E-13 0.24235E-14 0.55349E-01 0.32360E-01 0.99513E-07 0.44902E-09 0.27619E-15 0.42911E-17 0.20432E-21 0.90539E-23 0.15998E-26-0.63013E-28 0.65957E+00 0.00000E+00
 0.55000E-04 0.27811E+04 0.27638E-01 0.25651E-01 0.17890E-01 0.31269E-01 0.30595E-01 0.11966E+00 0.69722E-05 0.46479E-06 0.57233E-13 0.52148E-14 0.35765E-13 0.24263E-14 0.55273E-01 0.32438E-01 0.99415E-07 0.44873E-09 0.27614E-15 0.42746E-17 0.19923E-21 0.21088E-22 0.21585E-26 0.42034E-27 0.65958E+00 0.00000E+00
 0.55200E-04 0.27814E+04 0.27651E-01 0.25662E-01 0.17890E-01 0.31241E-01 0.30601E-01 0.11964E+00 0.69721E-05 0.46452E-06 0.57302E-13 0.52215E-14 0.35803E-13 0.24288E-14 0.55202E-01 0.32511E-01 0.99321E-07 0.44846E-09 0.27610E-15 0.42699E-17 0.22296E-21 0.28536E-22 0.21328E-26 0.40455E-27 0.65960E+00 0.00000E+00
 0.55400E-04 0.27817E+04 0.27663E-01 0.25671E-01 0.17891E-01 0.31215E-01 0.30605E-01 0.11962E+00 0.69723E-05 0.46425E-06 0.57370E-13 0.52282E-14 0.35842E-13 0.24312E-14 0.55135E-01 0.32579E-01 0.99230E-07 0.44823E-09 0.27606E-15 0.42737E-17 0.25996E-21 0.32553E-22 0.17385E-26 0.13334E-27 0.65961E+00 0.00000E+00
 0.55600E-04 0.27820E+04 0.27674E-01 0.25678E-01 0.17890E-01 0.31190E-01 0.30610E-01 0.11961E+00 0.69727E-05 0.46398E-06 0.57437E-13 0.52347E-14 0.35881E-13 0.24338E-14 0.55072E-01 0.32644E-01 0.99143E-07 0.44801E-09 0.27603E-15 0.42789E-17 0.28320E-21 0.36191E-22 0.15115E-26 0.57754E-28 0.65962E+00 0.00000E+00
 0.55800E-04 0.27823E+04 0.27684E-01 0.25684E-01 0.17890E-01 0.31166E-01 0.30614E-01 0.11960E+00 0.69733E-05 0.46370E-06 0.57503E-13 0.52413E-14 0.35921E-13 0.24366E-14 0.55014E-01 0.32704E-01 0.99059E-07 0.44782E-09 0.27600E-15 0.42891E-17 0.27714E-21 0.32377E-22 0.16014E-26 0.64375E-28 0.65964E+00 0.00000E+00
 0.56000E-04 0.27826E+04 0.27693E-01 0.25689E-01 0.17888E-01 0.31144E-01 0.30618E-01 0.11959E+00 0.69741E-05 0.46342E-06 0.57569E-13 0.52478E-14 0.35960E-13 0.24394E-14 0.54959E-01 0.32760E-01 0.98978E-07 0.44765E-09 0.27597E-15 0.43022E-17 0.28618E-21 0.29169E-22 0.12703E-26-0.83452E-28 0.65965E+00 0.00000E+00
 0.56200E-04 0.27829E+04 0.27701E-01 0.25693E-01 0.17887E-01 0.31124E-01 0.30621E-01 0.11958E+00 0.69751E-05 0.46314E-06 0.57634E-13 0.52542E-14 0.36001E-13 0.24424E-14 0.54908E-01 0.32813E-01 0.98899E-07 0.44749E-09 0.27595E-15 0.43142E-17 0.28878E-21 0.25679E-22 0.10044E-26-0.19494E-27 0.65967E+00 0.00000E+00
 0.56400E-04 0.27832E+04 0.27708E-01 0.25695E-01 0.17885E-01 0.31104E-01 0.30625E-01 0.11957E+00 0.69763E-05 0.46285E-06 0.57698E-13 0.52606E-14 0.36042E-13 0.24455E-14 0.54860E-01 0.32863E-01 0.98824E-07 0.44736E-09 0.27593E-15 0.43195E-17 0.27956E-21 0.24531E-22 0.10733E-26-0.14365E-27 0.65968E+00 0.00000E+00
 0.56600E-04 0.27835E+04 0.27715E-01 0.25696E-01 0.17882E-01 0.31085E-01 0.30628E-01 0.11957E+00 0.69776E-05 0.46257E-06 0.57762E-13 0.52669E-14 0.36083E-13 0.24488E-14 0.54815E-01 0.32910E-01 0.98751E-07 0.44724E-09 0.27591E-15 0.43206E-17 0.26732E-21 0.25431E-22 0.12785E-26-0.21451E-28 0.65969E+00 0.00000E+00
 0.56800E-04 0.27838E+04 0.27720E-01 0.25696E-01 0.17880E-01 0.31068E-01 0.30631E-01 0.11957E+00 0.69791E-05 0.46228E-06 0.57825E-13 0.52732E-14 0.36124E-13 0.24521E-14 0.54773E-01 0.32954E-01 0.98680E-07 0.44713E-09 0.27590E-15 0.43241E-17 0.26587E-21 0.26295E-22 0.12313E-26-0.15671E-28 0.65971E+00 0.00000E+00
 0.57000E-04 0.27840E+04 0.27725E-01 0.25695E-01 0.17877E-01 0.31051E-01 0.30633E-01 0.11956E+00 0.69807E-05 0.46200E-06 0.57888E-13 0.52795E-14 0.36166E-13 0.24554E-14 0.54733E-01 0.32996E-01 0.98611E-07 0.44705E-09 0.27589E-15 0.43269E-17 0.26595E-21 0.27796E-22 0.12588E-26-0.19134E-29 0.65972E+00 0.00000E+00
 0.57200E-04 0.27843E+04 0.27729E-01 0.25693E-01 0.17873E-01 0.31035E-01 0.30636E-01 0.11956E+00 0.69825E-05 0.46171E-06 0.57950E-13 0.52857E-14 0.36207E-13 0.24587E-14 0.54696E-01 0.33035E-01 0.98545E-07 0.44697E-09 0.27588E-15 0.43317E-17 0.26358E-21 0.27774E-22 0.14428E-26 0.17859E-28 0.65973E+00 0.00000E+00
 0.57400E-04 0.27846E+04 0.27733E-01 0.25691E-01 0.17870E-01 0.31020E-01 0.30638E-01 0.11956E+00 0.69843E-05 0.46142E-06 0.58011E-13 0.52918E-14 0.36249E-13 0.24620E-14 0.54661E-01 0.33071E-01 0.98480E-07 0.44691E-09 0.27587E-15 0.43343E-17 0.26933E-21 0.30565E-22 0.15527E-26 0.29517E-28 0.65975E+00 0.00000E+00
 0.57600E-04 0.27849E+04 0.27736E-01 0.25687E-01 0.17866E-01 0.31006E-01 0.30640E-01 0.11956E+00 0.69863E-05 0.46113E-06 0.58072E-13 0.52979E-14 0.36291E-13 0.24653E-14 0.54628E-01 0.33106E-01 0.98417E-07 0.44686E-09 0.27586E-15 0.43373E-17 0.27784E-21 0.33968E-22 0.16185E-26 0.32190E-28 0.65976E+00 0.00000E+00
 0.57800E-04 0.27852E+04 0.27739E-01 0.25683E-01 0.17861E-01 0.30992E-01 0.30642E-01 0.11957E+00 0.69884E-05 0.46084E-06 0.58132E-13 0.53040E-14 0.36333E-13 0.24687E-14 0.54597E-01 0.33138E-01 0.98356E-07 0.44682E-09 0.27586E-15 0.43437E-17 0.28064E-21 0.34909E-22 0.16767E-26 0.28792E-28 0.65977E+00 0.00000E+00
 0.58000E-04 0.27854E+04 0.27741E-01 0.25678E-01 0.17857E-01 0.30979E-01 0.30643E-01 0.11957E+00 0.69905E-05 0.46054E-06 0.58192E-13 0.53101E-14 0.36376E-13 0.24721E-14 0.54569E-01 0.33169E-01 0.98297E-07 0.44679E-09 0.27586E-15 0.43553E-17 0.27141E-21 0.31379E-22 0.17304E-26 0.23365E-28 0.65979E+00 0.00000E+00
 0.58200E-04 0.27857E+04 0.27742E-01 0.25673E-01 0.17853E-01 0.30967E-01 0.30645E-01 0.11957E+00 0.69928E-05 0.46025E-06 0.58252E-13 0.53161E-14 0.36418E-13 0.24755E-14 0.54541E-01 0.33198E-01 0.98239E-07 0.44677E-09 0.27586E-15 0.43647E-17 0.27335E-21 0.31080E-22 0.17308E-26 0.50831E-29 0.65980E+00 0.00000E+00
 0.58400E-04 0.27860E+04 0.27743E-01 0.25667E-01 0.17848E-01 0.30955E-01 0.30646E-01 0.11958E+00 0.69951E-05 0.45996E-06 0.58311E-13 0.53221E-14 0.36460E-13 0.24790E-14 0.54516E-01 0.33225E-01 0.98182E-07 0.44676E-09 0.27586E-15 0.43746E-17 0.27310E-21 0.30222E-22 0.17079E-26-0.89819E-29 0.65981E+00 0.00000E+00
 0.58600E-04 0.27862E+04 0.27744E-01 0.25661E-01 0.17843E-01 0.30944E-01 0.30648E-01 0.11958E+00 0.69975E-05 0.45967E-06 0.58370E-13 0.53280E-14 0.36503E-13 0.24825E-14 0.54492E-01 0.33251E-01 0.98127E-07 0.44676E-09 0.27586E-15 0.43837E-17 0.26919E-21 0.29147E-22 0.16782E-26-0.34866E-29 0.65983E+00 0.00000E+00
 0.58800E-04 0.27865E+04 0.27744E-01 0.25654E-01 0.17838E-01 0.30934E-01 0.30649E-01 0.11959E+00 0.70000E-05 0.45937E-06 0.58429E-13 0.53340E-14 0.36546E-13 0.24861E-14 0.54469E-01 0.33275E-01 0.98072E-07 0.44677E-09 0.27587E-15 0.43921E-17 0.26278E-21 0.27912E-22 0.16401E-26 0.15346E-28 0.65984E+00 0.00000E+00
 0.59000E-04 0.27868E+04 0.27744E-01 0.25646E-01 0.17833E-01 0.30923E-01 0.30650E-01 0.11960E+00 0.70026E-05 0.45908E-06 0.58487E-13 0.53399E-14 0.36589E-13 0.24896E-14 0.54448E-01 0.33298E-01 0.98019E-07 0.44678E-09 0.27587E-15 0.44017E-17 0.25817E-21 0.26251E-22 0.15710E-26 0.16095E-28 0.65985E+00 0.00000E+00
 0.59200E-04 0.27870E+04 0.27744E-01 0.25638E-01 0.17827E-01 0.30914E-01 0.30651E-01 0.11960E+00 0.70052E-05 0.45878E-06 0.58545E-13 0.53458E-14 0.36632E-13 0.24932E-14 0.54428E-01 0.33320E-01 0.97968E-07 0.44680E-09 0.27588E-15 0.44104E-17 0.25530E-21 0.25054E-22 0.15064E-26 0.15829E-28 0.65987E+00 0.00000E+00
 0.59400E-04 0.27873E+04 0.27743E-01 0.25630E-01 0.17822E-01 0.30904E-01 0.30652E-01 0.11961E+00 0.70079E-05 0.45849E-06 0.58603E-13 0.53517E-14 0.36675E-13 0.24968E-14 0.54409E-01 0.33341E-01 0.97917E-07 0.44683E-09 0.27589E-15 0.44173E-17 0.25698E-21 0.25035E-22 0.14672E-26 0.10833E-28 0.65988E+00 0.00000E+00
 0.59600E-04 0.27876E+04 0.27742E-01 0.25621E-01 0.17816E-01 0.30895E-01 0.30653E-01 0.11962E+00 0.70106E-05 0.45820E-06 0.58661E-13 0.53576E-14 0.36719E-13 0.25005E-14 0.54391E-01 0.33361E-01 0.97867E-07 0.44686E-09 0.27590E-15 0.44240E-17 0.25870E-21 0.25176E-22 0.14372E-26 0.91060E-29 0.65989E+00 0.00000E+00
 0.59800E-04 0.27878E+04 0.27741E-01 0.25612E-01 0.17810E-01 0.30887E-01 0.30654E-01 0.11963E+00 0.70134E-05 0.45790E-06 0.58718E-13 0.53634E-14 0.36762E-13 0.25041E-14 0.54374E-01 0.33379E-01 0.97818E-07 0.44690E-09 0.27591E-15 0.44309E-17 0.25983E-21 0.25341E-22 0.14214E-26 0.11895E-28 0.65991E+00 0.00000E+00
 0.60000E-04 0.27881E+04 0.27739E-01 0.25603E-01 0.17805E-01 0.30878E-01 0.30654E-01 0.11964E+00 0.70162E-05 0.45761E-06 0.58775E-13 0.53692E-14 0.36805E-13 0.25078E-14 0.54358E-01 0.33397E-01 0.97770E-07 0.44694E-09 0.27593E-15 0.44383E-17 0.26147E-21 0.25769E-22 0.14348E-26 0.17126E-28 0.65992E+00 0.00000E+00
 0.60200E-04 0.27883E+04 0.27738E-01 0.25594E-01 0.17799E-01 0.30870E-01 0.30655E-01 0.11965E+00 0.70191E-05 0.45731E-06 0.58832E-13 0.53750E-14 0.36848E-13 0.25114E-14 0.54343E-01 0.33414E-01 0.97722E-07 0.44699E-09 0.27594E-15 0.44471E-17 0.26290E-21 0.26235E-22 0.14814E-26 0.25051E-28 0.65993E+00 0.00000E+00
 0.60400E-04 0.27886E+04 0.27736E-01 0.25584E-01 0.17793E-01 0.30863E-01 0.30655E-01 0.11966E+00 0.70220E-05 0.45702E-06 0.58889E-13 0.53808E-14 0.36892E-13 0.25151E-14 0.54329E-01 0.33430E-01 0.97676E-07 0.44705E-09 0.27596E-15 0.44550E-17 0.26521E-21 0.27025E-22 0.15287E-26 0.30494E-28 0.65995E+00 0.00000E+00
 0.60600E-04 0.27889E+04 0.27734E-01 0.25574E-01 0.17786E-01 0.30855E-01 0.30656E-01 0.11967E+00 0.70249E-05 0.45673E-06 0.58945E-13 0.53866E-14 0.36935E-13 0.25187E-14 0.54315E-01 0.33445E-01 0.97630E-07 0.44710E-09 0.27597E-15 0.44633E-17 0.26695E-21 0.27661E-22 0.15733E-26 0.33193E-28 0.65996E+00 0.00000E+00
 0.60800E-04 0.27891E+04 0.27732E-01 0.25563E-01 0.17780E-01 0.30848E-01 0.30656E-01 0.11968E+00 0.70279E-05 0.45643E-06 0.59001E-13 0.53923E-14 0.36979E-13 0.25224E-14 0.54302E-01 0.33460E-01 0.97585E-07 0.44716E-09 0.27599E-15 0.44722E-17 0.26716E-21 0.27782E-22 0.15927E-26 0.30337E-28 0.65997E+00 0.00000E+00
 0.61000E-04 0.27894E+04 0.27729E-01 0.25553E-01 0.17774E-01 0.30841E-01 0.30657E-01 0.11969E+00 0.70309E-05 0.45614E-06 0.59058E-13 0.53981E-14 0.37022E-13 0.25261E-14 0.54290E-01 0.33474E-01 0.97540E-07 0.44723E-09 0.27601E-15 0.44817E-17 0.26584E-21 0.27371E-22 0.15833E-26 0.22627E-28 0.65998E+00 0.00000E+00
 0.61200E-04 0.27896E+04 0.27726E-01 0.25542E-01 0.17768E-01 0.30834E-01 0.30657E-01 0.11970E+00 0.70340E-05 0.45585E-06 0.59113E-13 0.54038E-14 0.37066E-13 0.25298E-14 0.54278E-01 0.33487E-01 0.97496E-07 0.44730E-09 0.27603E-15 0.44912E-17 0.26529E-21 0.27235E-22 0.15904E-26 0.18917E-28 0.66000E+00 0.00000E+00
 0.61400E-04 0.27899E+04 0.27724E-01 0.25531E-01 0.17761E-01 0.30828E-01 0.30657E-01 0.11971E+00 0.70370E-05 0.45556E-06 0.59169E-13 0.54095E-14 0.37110E-13 0.25335E-14 0.54267E-01 0.33500E-01 0.97453E-07 0.44737E-09 0.27605E-15 0.45006E-17 0.26468E-21 0.27039E-22 0.15867E-26 0.17461E-28 0.66001E+00 0.00000E+00
 0.61600E-04 0.27901E+04 0.27721E-01 0.25520E-01 0.17755E-01 0.30821E-01 0.30657E-01 0.11972E+00 0.70401E-05 0.45527E-06 0.59225E-13 0.54153E-14 0.37153E-13 0.25372E-14 0.54256E-01 0.33513E-01 0.97410E-07 0.44744E-09 0.27607E-15 0.45094E-17 0.26469E-21 0.26983E-22 0.15751E-26 0.21918E-28 0.66002E+00 0.00000E+00
 0.61800E-04 0.27904E+04 0.27718E-01 0.25509E-01 0.17749E-01 0.30815E-01 0.30658E-01 0.11974E+00 0.70432E-05 0.45497E-06 0.59280E-13 0.54210E-14 0.37197E-13 0.25410E-14 0.54246E-01 0.33524E-01 0.97367E-07 0.44752E-09 0.27609E-15 0.45182E-17 0.26472E-21 0.26877E-22 0.15562E-26 0.26679E-28 0.66004E+00 0.00000E+00
 0.62000E-04 0.27906E+04 0.27715E-01 0.25497E-01 0.17742E-01 0.30809E-01 0.30658E-01 0.11975E+00 0.70464E-05 0.45468E-06 0.59336E-13 0.54266E-14 0.37241E-13 0.25447E-14 0.54237E-01 0.33536E-01 0.97325E-07 0.44760E-09 0.27611E-15 0.45271E-17 0.26455E-21 0.26667E-22 0.15346E-26 0.27842E-28 0.66005E+00 0.00000E+00
 0.62200E-04 0.27909E+04 0.27711E-01 0.25486E-01 0.17736E-01 0.30803E-01 0.30658E-01 0.11976E+00 0.70495E-05 0.45439E-06 0.59391E-13 0.54323E-14 0.37285E-13 0.25485E-14 0.54228E-01 0.33547E-01 0.97284E-07 0.44768E-09 0.27613E-15 0.45359E-17 0.26492E-21 0.26600E-22 0.15221E-26 0.26769E-28 0.66006E+00 0.00000E+00
 0.62400E-04 0.27911E+04 0.27708E-01 0.25474E-01 0.17729E-01 0.30798E-01 0.30658E-01 0.11977E+00 0.70527E-05 0.45410E-06 0.59446E-13 0.54380E-14 0.37328E-13 0.25522E-14 0.54219E-01 0.33557E-01 0.97243E-07 0.44776E-09 0.27616E-15 0.45447E-17 0.26619E-21 0.26813E-22 0.15323E-26 0.20946E-28 0.66008E+00 0.00000E+00
 0.62600E-04 0.27914E+04 0.27705E-01 0.25462E-01 0.17722E-01 0.30792E-01 0.30658E-01 0.11979E+00 0.70559E-05 0.45381E-06 0.59501E-13 0.54436E-14 0.37372E-13 0.25560E-14 0.54210E-01 0.33567E-01 0.97202E-07 0.44785E-09 0.27618E-15 0.45533E-17 0.26724E-21 0.26952E-22 0.15337E-26 0.18994E-28 0.66009E+00 0.00000E+00
 0.62800E-04 0.27916E+04 0.27701E-01 0.25450E-01 0.17716E-01 0.30786E-01 0.30658E-01 0.11980E+00 0.70591E-05 0.45352E-06 0.59556E-13 0.54493E-14 0.37416E-13 0.25598E-14 0.54202E-01 0.33577E-01 0.97162E-07 0.44793E-09 0.27621E-15 0.45621E-17 0.26826E-21 0.27125E-22 0.15407E-26 0.18520E-28 0.66010E+00 0.00000E+00
 0.63000E-04 0.27919E+04 0.27698E-01 0.25439E-01 0.17709E-01 0.30781E-01 0.30658E-01 0.11981E+00 0.70623E-05 0.45323E-06 0.59611E-13 0.54549E-14 0.37460E-13 0.25635E-14 0.54194E-01 0.33587E-01 0.97122E-07 0.44802E-09 0.27623E-15 0.45711E-17 0.26888E-21 0.27265E-22 0.15528E-26 0.20816E-28 0.66011E+00 0.00000E+00
 0.63200E-04 0.27921E+04 0.27694E-01 0.25427E-01 0.17703E-01 0.30776E-01 0.30658E-01 0.11983E+00 0.70655E-05 0.45295E-06 0.59666E-13 0.54605E-14 0.37503E-13 0.25673E-14 0.54187E-01 0.33596E-01 0.97082E-07 0.44811E-09 0.27626E-15 0.45805E-17 0.26892E-21 0.27328E-22 0.15678E-26 0.26063E-28 0.66013E+00 0.00000E+00
 0.63400E-04 0.27924E+04 0.27690E-01 0.25414E-01 0.17696E-01 0.30771E-01 0.30658E-01 0.11984E+00 0.70688E-05 0.45266E-06 0.59720E-13 0.54662E-14 0.37547E-13 0.25711E-14 0.54180E-01 0.33605E-01 0.97043E-07 0.44820E-09 0.27629E-15 0.45897E-17 0.26938E-21 0.27485E-22 0.15850E-26 0.28250E-28 0.66014E+00 0.00000E+00
 0.63600E-04 0.27926E+04 0.27686E-01 0.25402E-01 0.17689E-01 0.30766E-01 0.30658E-01 0.11985E+00 0.70720E-05 0.45237E-06 0.59775E-13 0.54718E-14 0.37591E-13 0.25749E-14 0.54173E-01 0.33613E-01 0.97004E-07 0.44830E-09 0.27632E-15 0.45990E-17 0.26966E-21 0.27588E-22 0.15974E-26 0.28789E-28 0.66015E+00 0.00000E+00
 0.63800E-04 0.27929E+04 0.27683E-01 0.25390E-01 0.17682E-01 0.30761E-01 0.30658E-01 0.11987E+00 0.70753E-05 0.45209E-06 0.59829E-13 0.54774E-14 0.37635E-13 0.25787E-14 0.54166E-01 0.33622E-01 0.96965E-07 0.44839E-09 0.27634E-15 0.46083E-17 0.26977E-21 0.27584E-22 0.15972E-26 0.25750E-28 0.66017E+00 0.00000E+00
 0.64000E-04 0.27931E+04 0.27679E-01 0.25378E-01 0.17676E-01 0.30756E-01 0.30658E-01 0.11988E+00 0.70786E-05 0.45180E-06 0.59883E-13 0.54830E-14 0.37679E-13 0.25824E-14 0.54160E-01 0.33630E-01 0.96927E-07 0.44849E-09 0.27637E-15 0.46177E-17 0.26976E-21 0.27526E-22 0.15908E-26 0.21602E-28 0.66018E+00 0.00000E+00
 0.64200E-04 0.27934E+04 0.27675E-01 0.25365E-01 0.17669E-01 0.30751E-01 0.30657E-01 0.11989E+00 0.70818E-05 0.45151E-06 0.59937E-13 0.54886E-14 0.37722E-13 0.25862E-14 0.54153E-01 0.33638E-01 0.96889E-07 0.44859E-09 0.27640E-15 0.46271E-17 0.26978E-21 0.27494E-22 0.15886E-26 0.20044E-28 0.66019E+00 0.00000E+00
 0.64400E-04 0.27936E+04 0.27671E-01 0.25353E-01 0.17662E-01 0.30746E-01 0.30657E-01 0.11991E+00 0.70851E-05 0.45123E-06 0.59991E-13 0.54941E-14 0.37766E-13 0.25900E-14 0.54147E-01 0.33646E-01 0.96851E-07 0.44868E-09 0.27643E-15 0.46365E-17 0.26997E-21 0.27483E-22 0.15858E-26 0.20390E-28 0.66020E+00 0.00000E+00
 0.64600E-04 0.27938E+04 0.27667E-01 0.25341E-01 0.17655E-01 0.30742E-01 0.30657E-01 0.11992E+00 0.70884E-05 0.45095E-06 0.60045E-13 0.54997E-14 0.37810E-13 0.25938E-14 0.54141E-01 0.33653E-01 0.96813E-07 0.44878E-09 0.27646E-15 0.46456E-17 0.27057E-21 0.27555E-22 0.15868E-26 0.24719E-28 0.66022E+00 0.00000E+00
 0.64800E-04 0.27941E+04 0.27663E-01 0.25328E-01 0.17649E-01 0.30737E-01 0.30657E-01 0.11993E+00 0.70917E-05 0.45066E-06 0.60099E-13 0.55053E-14 0.37854E-13 0.25976E-14 0.54136E-01 0.33661E-01 0.96776E-07 0.44888E-09 0.27649E-15 0.46549E-17 0.27107E-21 0.27586E-22 0.15845E-26 0.27121E-28 0.66023E+00 0.00000E+00
 0.65000E-04 0.27943E+04 0.27658E-01 0.25316E-01 0.17642E-01 0.30733E-01 0.30657E-01 0.11995E+00 0.70950E-05 0.45038E-06 0.60153E-13 0.55108E-14 0.37897E-13 0.26014E-14 0.54130E-01 0.33668E-01 0.96739E-07 0.44899E-09 0.27652E-15 0.46641E-17 0.27157E-21 0.27618E-22 0.15828E-26 0.28040E-28 0.66024E+00 0.00000E+00
 0.65200E-04 0.27946E+04 0.27654E-01 0.25303E-01 0.17635E-01 0.30728E-01 0.30656E-01 0.11996E+00 0.70983E-05 0.45010E-06 0.60207E-13 0.55164E-14 0.37941E-13 0.26053E-14 0.54125E-01 0.33675E-01 0.96702E-07 0.44909E-09 0.27655E-15 0.46734E-17 0.27208E-21 0.27673E-22 0.15853E-26 0.26808E-28 0.66025E+00 0.00000E+00
 0.65400E-04 0.27948E+04 0.27650E-01 0.25291E-01 0.17628E-01 0.30724E-01 0.30656E-01 0.11998E+00 0.71017E-05 0.44981E-06 0.60261E-13 0.55219E-14 0.37985E-13 0.26091E-14 0.54119E-01 0.33682E-01 0.96665E-07 0.44919E-09 0.27659E-15 0.46827E-17 0.27253E-21 0.27752E-22 0.15934E-26 0.22584E-28 0.66027E+00 0.00000E+00
 0.65600E-04 0.27951E+04 0.27646E-01 0.25278E-01 0.17621E-01 0.30719E-01 0.30656E-01 0.11999E+00 0.71050E-05 0.44953E-06 0.60314E-13 0.55275E-14 0.38029E-13 0.26129E-14 0.54114E-01 0.33689E-01 0.96629E-07 0.44929E-09 0.27662E-15 0.46920E-17 0.27307E-21 0.27832E-22 0.15996E-26 0.21199E-28 0.66028E+00 0.00000E+00
 0.65800E-04 0.27953E+04 0.27642E-01 0.25266E-01 0.17615E-01 0.30715E-01 0.30656E-01 0.12000E+00 0.71083E-05 0.44925E-06 0.60368E-13 0.55330E-14 0.38072E-13 0.26167E-14 0.54109E-01 0.33695E-01 0.96592E-07 0.44940E-09 0.27665E-15 0.47014E-17 0.27353E-21 0.27907E-22 0.16061E-26 0.20937E-28 0.66029E+00 0.00000E+00
 0.66000E-04 0.27955E+04 0.27637E-01 0.25253E-01 0.17608E-01 0.30711E-01 0.30655E-01 0.12002E+00 0.71116E-05 0.44897E-06 0.60421E-13 0.55385E-14 0.38116E-13 0.26205E-14 0.54104E-01 0.33702E-01 0.96556E-07 0.44950E-09 0.27669E-15 0.47108E-17 0.27384E-21 0.27953E-22 0.16107E-26 0.23198E-28 0.66030E+00 0.00000E+00
 0.66200E-04 0.27958E+04 0.27633E-01 0.25241E-01 0.17601E-01 0.30707E-01 0.30655E-01 0.12003E+00 0.71149E-05 0.44869E-06 0.60475E-13 0.55441E-14 0.38160E-13 0.26243E-14 0.54099E-01 0.33708E-01 0.96520E-07 0.44961E-09 0.27672E-15 0.47203E-17 0.27404E-21 0.27980E-22 0.16138E-26 0.26772E-28 0.66032E+00 0.00000E+00
 0.66400E-04 0.27960E+04 0.27629E-01 0.25228E-01 0.17594E-01 0.30703E-01 0.30655E-01 0.12005E+00 0.71183E-05 0.44842E-06 0.60528E-13 0.55496E-14 0.38203E-13 0.26281E-14 0.54095E-01 0.33715E-01 0.96485E-07 0.44971E-09 0.27675E-15 0.47298E-17 0.27431E-21 0.28024E-22 0.16181E-26 0.28068E-28 0.66033E+00 0.00000E+00
 0.66600E-04 0.27962E+04 0.27625E-01 0.25215E-01 0.17587E-01 0.30698E-01 0.30654E-01 0.12006E+00 0.71216E-05 0.44814E-06 0.60581E-13 0.55551E-14 0.38247E-13 0.26319E-14 0.54090E-01 0.33721E-01 0.96449E-07 0.44982E-09 0.27679E-15 0.47393E-17 0.27459E-21 0.28062E-22 0.16205E-26 0.27892E-28 0.66034E+00 0.00000E+00
 0.66800E-04 0.27965E+04 0.27620E-01 0.25203E-01 0.17581E-01 0.30694E-01 0.30654E-01 0.12007E+00 0.71249E-05 0.44786E-06 0.60634E-13 0.55606E-14 0.38291E-13 0.26357E-14 0.54086E-01 0.33727E-01 0.96414E-07 0.44992E-09 0.27682E-15 0.47487E-17 0.27497E-21 0.28098E-22 0.16200E-26 0.24706E-28 0.66035E+00 0.00000E+00
 0.67000E-04 0.27967E+04 0.27616E-01 0.25190E-01 0.17574E-01 0.30690E-01 0.30654E-01 0.12009E+00 0.71282E-05 0.44758E-06 0.60688E-13 0.55661E-14 0.38334E-13 0.26395E-14 0.54081E-01 0.33733E-01 0.96379E-07 0.45003E-09 0.27686E-15 0.47581E-17 0.27533E-21 0.28129E-22 0.16193E-26 0.22272E-28 0.66037E+00 0.00000E+00
 0.67200E-04 0.27970E+04 0.27611E-01 0.25178E-01 0.17567E-01 0.30686E-01 0.30653E-01 0.12010E+00 0.71316E-05 0.44731E-06 0.60741E-13 0.55716E-14 0.38378E-13 0.26434E-14 0.54077E-01 0.33739E-01 0.96343E-07 0.45014E-09 0.27689E-15 0.47676E-17 0.27569E-21 0.28162E-22 0.16194E-26 0.21386E-28 0.66038E+00 0.00000E+00
