 T(SEC)      TMP(K)       H2         H          O          O2         OH         H2O        HO2        H2O2       CH2        CH2(S)     CH3        CH4        CO         CO2        HCO        CH2O       CH3O       C2H2       C2H3       C2H4       C2H5       C2H6       N2         AR        
 0.30780E-03 0.29053E+04 0.25309E-01 0.19566E-01 0.14445E-01 0.28875E-01 0.30165E-01 0.12697E+00 0.90021E-05 0.33809E-06 0.91855E-13 0.88766E-14 0.66253E-13 0.53228E-14 0.52200E-01 0.36375E-01 0.84865E-07 0.52465E-09 0.34524E-15 0.12116E-16 0.55226E-21 0.63778E-22 0.40798E-26 0.60031E-28 0.66608E+00 0.00000E+00
 0.30800E-03 0.29053E+04 0.25309E-01 0.19565E-01 0.14444E-01 0.28875E-01 0.30165E-01 0.12697E+00 0.90025E-05 0.33807E-06 0.91862E-13 0.88774E-14 0.66260E-13 0.53235E-14 0.52199E-01 0.36376E-01 0.84863E-07 0.52467E-09 0.34526E-15 0.12118E-16 0.55234E-21 0.63789E-22 0.40806E-26 0.60042E-28 0.66609E+00 0.00000E+00
 0.30820E-03 0.29053E+04 0.25308E-01 0.19564E-01 0.14444E-01 0.28875E-01 0.30165E-01 0.12697E+00 0.90029E-05 0.33806E-06 0.91870E-13 0.88782E-14 0.66267E-13 0.53242E-14 0.52199E-01 0.36376E-01 0.84862E-07 0.52469E-09 0.34529E-15 0.12120E-16 0.55242E-21 0.63799E-22 0.40815E-26 0.60053E-28 0.66609E+00 0.00000E+00
 0.30840E-03 0.29053E+04 0.25308E-01 0.19563E-01 0.14443E-01 0.28874E-01 0.30165E-01 0.12697E+00 0.90034E-05 0.33804E-06 0.91877E-13 0.88790E-14 0.66274E-13 0.53250E-14 0.52199E-01 0.36377E-01 0.84861E-07 0.52471E-09 0.34531E-15 0.12122E-16 0.55250E-21 0.63810E-22 0.40823E-26 0.60065E-28 0.66609E+00 0.00000E+00
 0.30860E-03 0.29053E+04 0.25308E-01 0.19562E-01 0.14443E-01 0.28874E-01 0.30165E-01 0.12698E+00 0.90038E-05 0.33802E-06 0.91885E-13 0.88798E-14 0.66281E-13 0.53257E-14 0.52198E-01 0.36377E-01 0.84860E-07 0.52473E-09 0.34534E-15 0.12125E-16 0.55258E-21 0.63821E-22 0.40831E-26 0.60076E-28 0.66609E+00 0.00000E+00
 0.30880E-03 0.29054E+04 0.25307E-01 0.19561E-01 0.14442E-01 0.28874E-01 0.30165E-01 0.12698E+00 0.90042E-05 0.33801E-06 0.91892E-13 0.88806E-14 0.66289E-13 0.53264E-14 0.52198E-01 0.36378E-01 0.84858E-07 0.52474E-09 0.34536E-15 0.12127E-16 0.55266E-21 0.63831E-22 0.40839E-26 0.60087E-28 0.66609E+00 0.00000E+00
 0.30900E-03 0.29054E+04 0.25307E-01 0.19560E-01 0.14442E-01 0.28873E-01 0.30165E-01 0.12698E+00 0.90046E-05 0.33799E-06 0.91899E-13 0.88814E-14 0.66296E-13 0.53271E-14 0.52197E-01 0.36378E-01 0.84857E-07 0.52476E-09 0.34539E-15 0.12129E-16 0.55274E-21 0.63842E-22 0.40847E-26 0.60098E-28 0.66609E+00 0.00000E+00
 0.30920E-03 0.29054E+04 0.25306E-01 0.19559E-01 0.14441E-01 0.28873E-01 0.30164E-01 0.12698E+00 0.90050E-05 0.33797E-06 0.91907E-13 0.88822E-14 0.66303E-13 0.53279E-14 0.52197E-01 0.36379E-01 0.84856E-07 0.52478E-09 0.34541E-15 0.12131E-16 0.55281E-21 0.63852E-22 0.40856E-26 0.60109E-28 0.66609E+00 0.00000E+00
 0.30940E-03 0.29054E+04 0.25306E-01 0.19558E-01 0.14440E-01 0.28873E-01 0.30164E-01 0.12698E+00 0.90054E-05 0.33796E-06 0.91914E-13 0.88830E-14 0.66310E-13 0.53286E-14 0.52197E-01 0.36380E-01 0.84854E-07 0.52480E-09 0.34544E-15 0.12133E-16 0.55289E-21 0.63863E-22 0.40864E-26 0.60121E-28 0.66609E+00 0.00000E+00
 0.30960E-03 0.29054E+04 0.25305E-01 0.19557E-01 0.14440E-01 0.28872E-01 0.30164E-01 0.12698E+00 0.90058E-05 0.33794E-06 0.91922E-13 0.88838E-14 0.66317E-13 0.53293E-14 0.52196E-01 0.36380E-01 0.84853E-07 0.52482E-09 0.34546E-15 0.12135E-16 0.55297E-21 0.63874E-22 0.40872E-26 0.60132E-28 0.66609E+00 0.00000E+00
 0.30980E-03 0.29055E+04 0.25305E-01 0.19556E-01 0.14439E-01 0.28872E-01 0.30164E-01 0.12698E+00 0.90062E-05 0.33792E-06 0.91929E-13 0.88846E-14 0.66324E-13 0.53300E-14 0.52196E-01 0.36381E-01 0.84852E-07 0.52484E-09 0.34548E-15 0.12137E-16 0.55305E-21 0.63884E-22 0.40880E-26 0.60143E-28 0.66609E+00 0.00000E+00
 0.31000E-03 0.29055E+04 0.25304E-01 0.19555E-01 0.14439E-01 0.28871E-01 0.30164E-01 0.12698E+00 0.90066E-05 0.33790E-06 0.91936E-13 0.88854E-14 0.66331E-13 0.53308E-14 0.52195E-01 0.36381E-01 0.84851E-07 0.52486E-09 0.34551E-15 0.12139E-16 0.55313E-21 0.63895E-22 0.40888E-26 0.60154E-28 0.66610E+00 0.00000E+00
 0.31020E-03 0.29055E+04 0.25304E-01 0.19554E-01 0.14438E-01 0.28871E-01 0.30164E-01 0.12699E+00 0.90070E-05 0.33789E-06 0.91944E-13 0.88862E-14 0.66338E-13 0.53315E-14 0.52195E-01 0.36382E-01 0.84849E-07 0.52488E-09 0.34553E-15 0.12142E-16 0.55321E-21 0.63905E-22 0.40896E-26 0.60165E-28 0.66610E+00 0.00000E+00
 0.31040E-03 0.29055E+04 0.25303E-01 0.19553E-01 0.14438E-01 0.28871E-01 0.30164E-01 0.12699E+00 0.90073E-05 0.33787E-06 0.91951E-13 0.88870E-14 0.66345E-13 0.53322E-14 0.52195E-01 0.36382E-01 0.84848E-07 0.52490E-09 0.34556E-15 0.12144E-16 0.55328E-21 0.63916E-22 0.40904E-26 0.60176E-28 0.66610E+00 0.00000E+00
 0.31060E-03 0.29055E+04 0.25303E-01 0.19552E-01 0.14437E-01 0.28870E-01 0.30163E-01 0.12699E+00 0.90077E-05 0.33785E-06 0.91958E-13 0.88878E-14 0.66352E-13 0.53329E-14 0.52194E-01 0.36383E-01 0.84847E-07 0.52492E-09 0.34558E-15 0.12146E-16 0.55336E-21 0.63926E-22 0.40912E-26 0.60187E-28 0.66610E+00 0.00000E+00
 0.31080E-03 0.29056E+04 0.25303E-01 0.19552E-01 0.14437E-01 0.28870E-01 0.30163E-01 0.12699E+00 0.90081E-05 0.33784E-06 0.91965E-13 0.88886E-14 0.66359E-13 0.53336E-14 0.52194E-01 0.36383E-01 0.84846E-07 0.52494E-09 0.34561E-15 0.12148E-16 0.55344E-21 0.63936E-22 0.40920E-26 0.60198E-28 0.66610E+00 0.00000E+00
 0.31100E-03 0.29056E+04 0.25302E-01 0.19551E-01 0.14436E-01 0.28870E-01 0.30163E-01 0.12699E+00 0.90085E-05 0.33782E-06 0.91973E-13 0.88894E-14 0.66366E-13 0.53344E-14 0.52193E-01 0.36384E-01 0.84844E-07 0.52496E-09 0.34563E-15 0.12150E-16 0.55352E-21 0.63947E-22 0.40928E-26 0.60209E-28 0.66610E+00 0.00000E+00
 0.31120E-03 0.29056E+04 0.25302E-01 0.19550E-01 0.14435E-01 0.28869E-01 0.30163E-01 0.12699E+00 0.90089E-05 0.33780E-06 0.91980E-13 0.88902E-14 0.66373E-13 0.53351E-14 0.52193E-01 0.36384E-01 0.84843E-07 0.52497E-09 0.34566E-15 0.12152E-16 0.55359E-21 0.63957E-22 0.40936E-26 0.60220E-28 0.66610E+00 0.00000E+00
 0.31140E-03 0.29056E+04 0.25301E-01 0.19549E-01 0.14435E-01 0.28869E-01 0.30163E-01 0.12699E+00 0.90093E-05 0.33779E-06 0.91987E-13 0.88909E-14 0.66379E-13 0.53358E-14 0.52193E-01 0.36385E-01 0.84842E-07 0.52499E-09 0.34568E-15 0.12154E-16 0.55367E-21 0.63968E-22 0.40944E-26 0.60231E-28 0.66610E+00 0.00000E+00
 0.31160E-03 0.29056E+04 0.25301E-01 0.19548E-01 0.14434E-01 0.28869E-01 0.30163E-01 0.12699E+00 0.90097E-05 0.33777E-06 0.91994E-13 0.88917E-14 0.66386E-13 0.53365E-14 0.52192E-01 0.36385E-01 0.84841E-07 0.52501E-09 0.34570E-15 0.12156E-16 0.55375E-21 0.63978E-22 0.40952E-26 0.60241E-28 0.66610E+00 0.00000E+00
 0.31180E-03 0.29057E+04 0.25300E-01 0.19547E-01 0.14434E-01 0.28868E-01 0.30163E-01 0.12700E+00 0.90101E-05 0.33775E-06 0.92002E-13 0.88925E-14 0.66393E-13 0.53372E-14 0.52192E-01 0.36386E-01 0.84839E-07 0.52503E-09 0.34573E-15 0.12158E-16 0.55382E-21 0.63988E-22 0.40960E-26 0.60252E-28 0.66611E+00 0.00000E+00
 0.31200E-03 0.29057E+04 0.25300E-01 0.19546E-01 0.14433E-01 0.28868E-01 0.30162E-01 0.12700E+00 0.90105E-05 0.33774E-06 0.92009E-13 0.88933E-14 0.66400E-13 0.53379E-14 0.52191E-01 0.36387E-01 0.84838E-07 0.52505E-09 0.34575E-15 0.12160E-16 0.55390E-21 0.63999E-22 0.40968E-26 0.60263E-28 0.66611E+00 0.00000E+00
 0.31220E-03 0.29057E+04 0.25299E-01 0.19545E-01 0.14433E-01 0.28868E-01 0.30162E-01 0.12700E+00 0.90109E-05 0.33772E-06 0.92016E-13 0.88941E-14 0.66407E-13 0.53386E-14 0.52191E-01 0.36387E-01 0.84837E-07 0.52507E-09 0.34578E-15 0.12162E-16 0.55398E-21 0.64009E-22 0.40976E-26 0.60274E-28 0.66611E+00 0.00000E+00
 0.31240E-03 0.29057E+04 0.25299E-01 0.19544E-01 0.14432E-01 0.28867E-01 0.30162E-01 0.12700E+00 0.90113E-05 0.33770E-06 0.92023E-13 0.88948E-14 0.66414E-13 0.53393E-14 0.52191E-01 0.36388E-01 0.84836E-07 0.52509E-09 0.34580E-15 0.12165E-16 0.55405E-21 0.64019E-22 0.40984E-26 0.60285E-28 0.66611E+00 0.00000E+00
 0.31260E-03 0.29057E+04 0.25299E-01 0.19543E-01 0.14432E-01 0.28867E-01 0.30162E-01 0.12700E+00 0.90116E-05 0.33769E-06 0.92030E-13 0.88956E-14 0.66421E-13 0.53400E-14 0.52190E-01 0.36388E-01 0.84835E-07 0.52511E-09 0.34582E-15 0.12167E-16 0.55413E-21 0.64029E-22 0.40992E-26 0.60296E-28 0.66611E+00 0.00000E+00
 0.31280E-03 0.29058E+04 0.25298E-01 0.19542E-01 0.14431E-01 0.28867E-01 0.30162E-01 0.12700E+00 0.90120E-05 0.33767E-06 0.92037E-13 0.88964E-14 0.66427E-13 0.53407E-14 0.52190E-01 0.36389E-01 0.84833E-07 0.52513E-09 0.34585E-15 0.12169E-16 0.55421E-21 0.64040E-22 0.41000E-26 0.60306E-28 0.66611E+00 0.00000E+00
 0.31300E-03 0.29058E+04 0.25298E-01 0.19541E-01 0.14431E-01 0.28866E-01 0.30162E-01 0.12700E+00 0.90124E-05 0.33766E-06 0.92044E-13 0.88971E-14 0.66434E-13 0.53414E-14 0.52189E-01 0.36389E-01 0.84832E-07 0.52514E-09 0.34587E-15 0.12171E-16 0.55428E-21 0.64050E-22 0.41008E-26 0.60317E-28 0.66611E+00 0.00000E+00
 0.31320E-03 0.29058E+04 0.25297E-01 0.19540E-01 0.14430E-01 0.28866E-01 0.30162E-01 0.12700E+00 0.90128E-05 0.33764E-06 0.92051E-13 0.88979E-14 0.66441E-13 0.53421E-14 0.52189E-01 0.36390E-01 0.84831E-07 0.52516E-09 0.34590E-15 0.12173E-16 0.55436E-21 0.64060E-22 0.41016E-26 0.60328E-28 0.66611E+00 0.00000E+00
 0.31340E-03 0.29058E+04 0.25297E-01 0.19539E-01 0.14429E-01 0.28866E-01 0.30161E-01 0.12701E+00 0.90132E-05 0.33762E-06 0.92059E-13 0.88987E-14 0.66448E-13 0.53428E-14 0.52189E-01 0.36390E-01 0.84830E-07 0.52518E-09 0.34592E-15 0.12175E-16 0.55443E-21 0.64070E-22 0.41024E-26 0.60339E-28 0.66611E+00 0.00000E+00
 0.31360E-03 0.29058E+04 0.25296E-01 0.19538E-01 0.14429E-01 0.28865E-01 0.30161E-01 0.12701E+00 0.90136E-05 0.33761E-06 0.92066E-13 0.88994E-14 0.66454E-13 0.53435E-14 0.52188E-01 0.36391E-01 0.84828E-07 0.52520E-09 0.34594E-15 0.12177E-16 0.55451E-21 0.64080E-22 0.41031E-26 0.60349E-28 0.66611E+00 0.00000E+00
 0.31380E-03 0.29059E+04 0.25296E-01 0.19537E-01 0.14428E-01 0.28865E-01 0.30161E-01 0.12701E+00 0.90140E-05 0.33759E-06 0.92073E-13 0.89002E-14 0.66461E-13 0.53442E-14 0.52188E-01 0.36391E-01 0.84827E-07 0.52522E-09 0.34597E-15 0.12179E-16 0.55458E-21 0.64090E-22 0.41039E-26 0.60360E-28 0.66612E+00 0.00000E+00
 0.31400E-03 0.29059E+04 0.25295E-01 0.19537E-01 0.14428E-01 0.28865E-01 0.30161E-01 0.12701E+00 0.90143E-05 0.33757E-06 0.92080E-13 0.89010E-14 0.66468E-13 0.53449E-14 0.52187E-01 0.36392E-01 0.84826E-07 0.52524E-09 0.34599E-15 0.12181E-16 0.55466E-21 0.64100E-22 0.41047E-26 0.60371E-28 0.66612E+00 0.00000E+00
 0.31420E-03 0.29059E+04 0.25295E-01 0.19536E-01 0.14427E-01 0.28864E-01 0.30161E-01 0.12701E+00 0.90147E-05 0.33756E-06 0.92087E-13 0.89017E-14 0.66475E-13 0.53456E-14 0.52187E-01 0.36392E-01 0.84825E-07 0.52525E-09 0.34601E-15 0.12183E-16 0.55473E-21 0.64110E-22 0.41055E-26 0.60381E-28 0.66612E+00 0.00000E+00
 0.31440E-03 0.29059E+04 0.25295E-01 0.19535E-01 0.14427E-01 0.28864E-01 0.30161E-01 0.12701E+00 0.90151E-05 0.33754E-06 0.92094E-13 0.89025E-14 0.66481E-13 0.53463E-14 0.52187E-01 0.36393E-01 0.84824E-07 0.52527E-09 0.34604E-15 0.12185E-16 0.55481E-21 0.64121E-22 0.41063E-26 0.60392E-28 0.66612E+00 0.00000E+00
 0.31460E-03 0.29059E+04 0.25294E-01 0.19534E-01 0.14426E-01 0.28864E-01 0.30161E-01 0.12701E+00 0.90155E-05 0.33753E-06 0.92101E-13 0.89032E-14 0.66488E-13 0.53470E-14 0.52186E-01 0.36393E-01 0.84822E-07 0.52529E-09 0.34606E-15 0.12187E-16 0.55488E-21 0.64131E-22 0.41070E-26 0.60402E-28 0.66612E+00 0.00000E+00
 0.31480E-03 0.29059E+04 0.25294E-01 0.19533E-01 0.14426E-01 0.28863E-01 0.30160E-01 0.12701E+00 0.90158E-05 0.33751E-06 0.92108E-13 0.89040E-14 0.66495E-13 0.53477E-14 0.52186E-01 0.36394E-01 0.84821E-07 0.52531E-09 0.34609E-15 0.12189E-16 0.55496E-21 0.64141E-22 0.41078E-26 0.60413E-28 0.66612E+00 0.00000E+00
 0.31500E-03 0.29060E+04 0.25293E-01 0.19532E-01 0.14425E-01 0.28863E-01 0.30160E-01 0.12702E+00 0.90162E-05 0.33749E-06 0.92115E-13 0.89048E-14 0.66501E-13 0.53484E-14 0.52186E-01 0.36394E-01 0.84820E-07 0.52533E-09 0.34611E-15 0.12191E-16 0.55503E-21 0.64151E-22 0.41086E-26 0.60424E-28 0.66612E+00 0.00000E+00
 0.31520E-03 0.29060E+04 0.25293E-01 0.19531E-01 0.14425E-01 0.28863E-01 0.30160E-01 0.12702E+00 0.90166E-05 0.33748E-06 0.92122E-13 0.89055E-14 0.66508E-13 0.53490E-14 0.52185E-01 0.36395E-01 0.84819E-07 0.52535E-09 0.34613E-15 0.12193E-16 0.55511E-21 0.64161E-22 0.41093E-26 0.60434E-28 0.66612E+00 0.00000E+00
 0.31540E-03 0.29060E+04 0.25292E-01 0.19530E-01 0.14424E-01 0.28862E-01 0.30160E-01 0.12702E+00 0.90170E-05 0.33746E-06 0.92129E-13 0.89063E-14 0.66515E-13 0.53497E-14 0.52185E-01 0.36395E-01 0.84818E-07 0.52536E-09 0.34616E-15 0.12195E-16 0.55518E-21 0.64171E-22 0.41101E-26 0.60445E-28 0.66612E+00 0.00000E+00
 0.31560E-03 0.29060E+04 0.25292E-01 0.19529E-01 0.14424E-01 0.28862E-01 0.30160E-01 0.12702E+00 0.90174E-05 0.33745E-06 0.92135E-13 0.89070E-14 0.66521E-13 0.53504E-14 0.52184E-01 0.36396E-01 0.84817E-07 0.52538E-09 0.34618E-15 0.12197E-16 0.55526E-21 0.64181E-22 0.41109E-26 0.60455E-28 0.66612E+00 0.00000E+00
 0.31580E-03 0.29060E+04 0.25292E-01 0.19528E-01 0.14423E-01 0.28862E-01 0.30160E-01 0.12702E+00 0.90177E-05 0.33743E-06 0.92142E-13 0.89078E-14 0.66528E-13 0.53511E-14 0.52184E-01 0.36396E-01 0.84815E-07 0.52540E-09 0.34620E-15 0.12199E-16 0.55533E-21 0.64190E-22 0.41117E-26 0.60465E-28 0.66613E+00 0.00000E+00
 0.31600E-03 0.29061E+04 0.25291E-01 0.19527E-01 0.14423E-01 0.28861E-01 0.30160E-01 0.12702E+00 0.90181E-05 0.33742E-06 0.92149E-13 0.89085E-14 0.66534E-13 0.53518E-14 0.52184E-01 0.36397E-01 0.84814E-07 0.52542E-09 0.34623E-15 0.12201E-16 0.55540E-21 0.64200E-22 0.41124E-26 0.60476E-28 0.66613E+00 0.00000E+00
 0.31620E-03 0.29061E+04 0.25291E-01 0.19527E-01 0.14422E-01 0.28861E-01 0.30159E-01 0.12702E+00 0.90185E-05 0.33740E-06 0.92156E-13 0.89093E-14 0.66541E-13 0.53524E-14 0.52183E-01 0.36397E-01 0.84813E-07 0.52544E-09 0.34625E-15 0.12203E-16 0.55548E-21 0.64210E-22 0.41132E-26 0.60486E-28 0.66613E+00 0.00000E+00
 0.31640E-03 0.29061E+04 0.25290E-01 0.19526E-01 0.14422E-01 0.28861E-01 0.30159E-01 0.12702E+00 0.90188E-05 0.33738E-06 0.92163E-13 0.89100E-14 0.66548E-13 0.53531E-14 0.52183E-01 0.36398E-01 0.84812E-07 0.52545E-09 0.34627E-15 0.12205E-16 0.55555E-21 0.64220E-22 0.41139E-26 0.60497E-28 0.66613E+00 0.00000E+00
 0.31660E-03 0.29061E+04 0.25290E-01 0.19525E-01 0.14421E-01 0.28860E-01 0.30159E-01 0.12703E+00 0.90192E-05 0.33737E-06 0.92170E-13 0.89107E-14 0.66554E-13 0.53538E-14 0.52183E-01 0.36398E-01 0.84811E-07 0.52547E-09 0.34629E-15 0.12207E-16 0.55562E-21 0.64230E-22 0.41147E-26 0.60507E-28 0.66613E+00 0.00000E+00
 0.31680E-03 0.29061E+04 0.25290E-01 0.19524E-01 0.14420E-01 0.28860E-01 0.30159E-01 0.12703E+00 0.90196E-05 0.33735E-06 0.92177E-13 0.89115E-14 0.66561E-13 0.53545E-14 0.52182E-01 0.36399E-01 0.84810E-07 0.52549E-09 0.34632E-15 0.12209E-16 0.55570E-21 0.64240E-22 0.41155E-26 0.60517E-28 0.66613E+00 0.00000E+00
 0.31700E-03 0.29062E+04 0.25289E-01 0.19523E-01 0.14420E-01 0.28860E-01 0.30159E-01 0.12703E+00 0.90200E-05 0.33734E-06 0.92184E-13 0.89122E-14 0.66567E-13 0.53551E-14 0.52182E-01 0.36399E-01 0.84808E-07 0.52551E-09 0.34634E-15 0.12211E-16 0.55577E-21 0.64250E-22 0.41162E-26 0.60528E-28 0.66613E+00 0.00000E+00
 0.31720E-03 0.29062E+04 0.25289E-01 0.19522E-01 0.14419E-01 0.28859E-01 0.30159E-01 0.12703E+00 0.90203E-05 0.33732E-06 0.92190E-13 0.89130E-14 0.66574E-13 0.53558E-14 0.52181E-01 0.36400E-01 0.84807E-07 0.52553E-09 0.34636E-15 0.12213E-16 0.55584E-21 0.64259E-22 0.41170E-26 0.60538E-28 0.66613E+00 0.00000E+00
 0.31740E-03 0.29062E+04 0.25288E-01 0.19521E-01 0.14419E-01 0.28859E-01 0.30159E-01 0.12703E+00 0.90207E-05 0.33731E-06 0.92197E-13 0.89137E-14 0.66580E-13 0.53565E-14 0.52181E-01 0.36400E-01 0.84806E-07 0.52554E-09 0.34639E-15 0.12215E-16 0.55591E-21 0.64269E-22 0.41177E-26 0.60548E-28 0.66613E+00 0.00000E+00
 0.31760E-03 0.29062E+04 0.25288E-01 0.19520E-01 0.14418E-01 0.28859E-01 0.30159E-01 0.12703E+00 0.90211E-05 0.33729E-06 0.92204E-13 0.89144E-14 0.66587E-13 0.53572E-14 0.52181E-01 0.36401E-01 0.84805E-07 0.52556E-09 0.34641E-15 0.12217E-16 0.55599E-21 0.64279E-22 0.41185E-26 0.60559E-28 0.66613E+00 0.00000E+00
 0.31780E-03 0.29062E+04 0.25287E-01 0.19519E-01 0.14418E-01 0.28858E-01 0.30158E-01 0.12703E+00 0.90214E-05 0.33727E-06 0.92211E-13 0.89152E-14 0.66593E-13 0.53578E-14 0.52180E-01 0.36401E-01 0.84804E-07 0.52558E-09 0.34643E-15 0.12219E-16 0.55606E-21 0.64289E-22 0.41192E-26 0.60569E-28 0.66614E+00 0.00000E+00
 0.31800E-03 0.29062E+04 0.25287E-01 0.19519E-01 0.14417E-01 0.28858E-01 0.30158E-01 0.12703E+00 0.90218E-05 0.33726E-06 0.92217E-13 0.89159E-14 0.66600E-13 0.53585E-14 0.52180E-01 0.36402E-01 0.84803E-07 0.52560E-09 0.34645E-15 0.12221E-16 0.55613E-21 0.64298E-22 0.41200E-26 0.60579E-28 0.66614E+00 0.00000E+00
 0.31820E-03 0.29063E+04 0.25287E-01 0.19518E-01 0.14417E-01 0.28858E-01 0.30158E-01 0.12703E+00 0.90222E-05 0.33724E-06 0.92224E-13 0.89166E-14 0.66606E-13 0.53592E-14 0.52180E-01 0.36402E-01 0.84801E-07 0.52561E-09 0.34648E-15 0.12223E-16 0.55620E-21 0.64308E-22 0.41207E-26 0.60589E-28 0.66614E+00 0.00000E+00
 0.31840E-03 0.29063E+04 0.25286E-01 0.19517E-01 0.14416E-01 0.28857E-01 0.30158E-01 0.12704E+00 0.90225E-05 0.33723E-06 0.92231E-13 0.89173E-14 0.66612E-13 0.53598E-14 0.52179E-01 0.36403E-01 0.84800E-07 0.52563E-09 0.34650E-15 0.12225E-16 0.55628E-21 0.64318E-22 0.41215E-26 0.60600E-28 0.66614E+00 0.00000E+00
 0.31860E-03 0.29063E+04 0.25286E-01 0.19516E-01 0.14416E-01 0.28857E-01 0.30158E-01 0.12704E+00 0.90229E-05 0.33721E-06 0.92238E-13 0.89181E-14 0.66619E-13 0.53605E-14 0.52179E-01 0.36403E-01 0.84799E-07 0.52565E-09 0.34652E-15 0.12227E-16 0.55635E-21 0.64327E-22 0.41222E-26 0.60610E-28 0.66614E+00 0.00000E+00
 0.31880E-03 0.29063E+04 0.25285E-01 0.19515E-01 0.14415E-01 0.28857E-01 0.30158E-01 0.12704E+00 0.90232E-05 0.33720E-06 0.92244E-13 0.89188E-14 0.66625E-13 0.53611E-14 0.52178E-01 0.36404E-01 0.84798E-07 0.52567E-09 0.34655E-15 0.12229E-16 0.55642E-21 0.64337E-22 0.41230E-26 0.60620E-28 0.66614E+00 0.00000E+00
 0.31900E-03 0.29063E+04 0.25285E-01 0.19514E-01 0.14415E-01 0.28856E-01 0.30158E-01 0.12704E+00 0.90236E-05 0.33718E-06 0.92251E-13 0.89195E-14 0.66632E-13 0.53618E-14 0.52178E-01 0.36404E-01 0.84797E-07 0.52569E-09 0.34657E-15 0.12231E-16 0.55649E-21 0.64347E-22 0.41237E-26 0.60630E-28 0.66614E+00 0.00000E+00
 0.31920E-03 0.29064E+04 0.25285E-01 0.19513E-01 0.14414E-01 0.28856E-01 0.30157E-01 0.12704E+00 0.90240E-05 0.33717E-06 0.92258E-13 0.89202E-14 0.66638E-13 0.53625E-14 0.52178E-01 0.36405E-01 0.84796E-07 0.52570E-09 0.34659E-15 0.12232E-16 0.55656E-21 0.64356E-22 0.41245E-26 0.60640E-28 0.66614E+00 0.00000E+00
 0.31940E-03 0.29064E+04 0.25284E-01 0.19512E-01 0.14414E-01 0.28856E-01 0.30157E-01 0.12704E+00 0.90243E-05 0.33715E-06 0.92264E-13 0.89210E-14 0.66644E-13 0.53631E-14 0.52177E-01 0.36405E-01 0.84795E-07 0.52572E-09 0.34661E-15 0.12234E-16 0.55663E-21 0.64366E-22 0.41252E-26 0.60650E-28 0.66614E+00 0.00000E+00
 0.31960E-03 0.29064E+04 0.25284E-01 0.19512E-01 0.14413E-01 0.28855E-01 0.30157E-01 0.12704E+00 0.90247E-05 0.33714E-06 0.92271E-13 0.89217E-14 0.66651E-13 0.53638E-14 0.52177E-01 0.36406E-01 0.84794E-07 0.52574E-09 0.34664E-15 0.12236E-16 0.55670E-21 0.64375E-22 0.41259E-26 0.60660E-28 0.66614E+00 0.00000E+00
 0.31980E-03 0.29064E+04 0.25283E-01 0.19511E-01 0.14413E-01 0.28855E-01 0.30157E-01 0.12704E+00 0.90250E-05 0.33712E-06 0.92278E-13 0.89224E-14 0.66657E-13 0.53644E-14 0.52177E-01 0.36406E-01 0.84792E-07 0.52575E-09 0.34666E-15 0.12238E-16 0.55678E-21 0.64385E-22 0.41267E-26 0.60671E-28 0.66614E+00 0.00000E+00
 0.32000E-03 0.29064E+04 0.25283E-01 0.19510E-01 0.14412E-01 0.28855E-01 0.30157E-01 0.12705E+00 0.90254E-05 0.33711E-06 0.92284E-13 0.89231E-14 0.66663E-13 0.53651E-14 0.52176E-01 0.36407E-01 0.84791E-07 0.52577E-09 0.34668E-15 0.12240E-16 0.55685E-21 0.64394E-22 0.41274E-26 0.60681E-28 0.66615E+00 0.00000E+00
 0.32020E-03 0.29064E+04 0.25282E-01 0.19509E-01 0.14412E-01 0.28854E-01 0.30157E-01 0.12705E+00 0.90258E-05 0.33709E-06 0.92291E-13 0.89238E-14 0.66670E-13 0.53657E-14 0.52176E-01 0.36407E-01 0.84790E-07 0.52579E-09 0.34670E-15 0.12242E-16 0.55692E-21 0.64404E-22 0.41282E-26 0.60691E-28 0.66615E+00 0.00000E+00
 0.32040E-03 0.29065E+04 0.25282E-01 0.19508E-01 0.14411E-01 0.28854E-01 0.30157E-01 0.12705E+00 0.90261E-05 0.33708E-06 0.92297E-13 0.89246E-14 0.66676E-13 0.53664E-14 0.52176E-01 0.36408E-01 0.84789E-07 0.52581E-09 0.34672E-15 0.12244E-16 0.55699E-21 0.64413E-22 0.41289E-26 0.60701E-28 0.66615E+00 0.00000E+00
 0.32060E-03 0.29065E+04 0.25282E-01 0.19507E-01 0.14411E-01 0.28854E-01 0.30157E-01 0.12705E+00 0.90265E-05 0.33706E-06 0.92304E-13 0.89253E-14 0.66682E-13 0.53670E-14 0.52175E-01 0.36408E-01 0.84788E-07 0.52582E-09 0.34675E-15 0.12246E-16 0.55706E-21 0.64423E-22 0.41296E-26 0.60711E-28 0.66615E+00 0.00000E+00
 0.32080E-03 0.29065E+04 0.25281E-01 0.19506E-01 0.14410E-01 0.28854E-01 0.30156E-01 0.12705E+00 0.90268E-05 0.33705E-06 0.92311E-13 0.89260E-14 0.66689E-13 0.53677E-14 0.52175E-01 0.36409E-01 0.84787E-07 0.52584E-09 0.34677E-15 0.12248E-16 0.55713E-21 0.64432E-22 0.41304E-26 0.60721E-28 0.66615E+00 0.00000E+00
