# Intensities integrated over 757.15 nm to 797.07 nm against X
# x (cm); 	 Intens (W/cm**2-sr)
1.023270e+01 	 -6.407455e-04
1.025500e+01 	 -7.470715e-04
1.027720e+01 	 -3.652349e-04
1.029950e+01 	 -3.226722e-04
1.032170e+01 	 -3.870103e-04
1.034390e+01 	 -5.556919e-04
1.036620e+01 	 -4.296526e-04
1.038840e+01 	 -7.237227e-04
1.041070e+01 	 -4.876431e-04
1.043290e+01 	 -5.427857e-04
1.045520e+01 	 -6.413104e-04
1.047740e+01 	 -2.115410e-04
1.049970e+01 	 -3.500702e-04
1.052190e+01 	 -9.398650e-04
1.054410e+01 	 -5.633577e-04
1.056640e+01 	 -2.845461e-04
1.058860e+01 	 -4.769364e-04
1.061090e+01 	 -2.266732e-04
1.063310e+01 	 -5.562668e-04
1.065540e+01 	 -3.708697e-04
1.067760e+01 	 -5.756658e-04
1.069990e+01 	 -5.683564e-04
1.072210e+01 	 -6.535804e-04
1.074440e+01 	 -6.608100e-04
1.076660e+01 	 -4.123582e-04
1.078880e+01 	 -7.903970e-04
1.081110e+01 	 -7.106474e-04
1.083330e+01 	 2.255519e-04
1.085560e+01 	 1.666740e-04
1.087780e+01 	 -2.793580e-04
1.090010e+01 	 -8.058861e-04
1.092230e+01 	 2.155672e-04
1.094460e+01 	 -1.100242e-05
1.096680e+01 	 -1.555929e-04
1.098900e+01 	 -3.873499e-04
1.101130e+01 	 4.042207e-05
1.103350e+01 	 -7.412370e-05
1.105580e+01 	 3.257109e-04
1.107800e+01 	 7.525117e-04
1.110030e+01 	 2.953309e-04
1.112250e+01 	 -1.637603e-04
1.114480e+01 	 8.903884e-05
1.116700e+01 	 -9.750623e-05
1.118930e+01 	 5.284279e-04
1.121150e+01 	 -1.290720e-04
1.123370e+01 	 3.988440e-04
1.125600e+01 	 3.757954e-04
1.127820e+01 	 2.196556e-04
1.130050e+01 	 -2.982990e-03
1.132270e+01 	 3.741599e-04
1.134500e+01 	 4.784210e-04
1.136720e+01 	 0.000000e+00
